#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	0	I welcome the Minister for Justice, Equality and Law Reform, Deputy McDowell, and his officials to this meeting for the purposes of resuming consideration of Committee Stage of the Private Security Services Bill 2001. Before we begin, I confirm that the committee will continue until 5.15 p.m., and it is then agreed that tomorrow morning the joint committee will consider the Criminal Justice Bill 2003 and the justice and home affairs briefing by the Minister regarding the meeting last week. Is that agreed? Agreed.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	1	Does the Minister wish to reiterate the points he made on the last occasion?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	2	I outlined my belief regarding gardaí and members of the Defence Forces that, in respect of gardaí, the matter is properly dealt with in Garda legislation, not private security legislation. As regards the Defence Forces, I pointed out that it is a matter for the Minister for Defence to make up his mind but that he has more than ample opportunity to do so in that the Defence Forces regulations provide that off duty employment can be terminated or limited where it is likely to prove detrimental or prejudicial to the best interests of the Defence Forces. We cannot push the matter any further at this stage.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	3	I asked the Minister to clarify whether such an exemption is intended to apply to prison officers and fire brigade staff. It seems strange that he does include the Air Corps police fire service, the air navigation service and so on as part of the exemption. The amendment refers directly to section 3.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	4	Section 3 exempts people while carrying out the duties of their office or employment. If it were necessary to mention prison officers in that category I would have no objection to doing so, but I do not think it likely at the moment that prison officers will come within the scope of this. Even if they did, section 3(1)(e) covers an officer or employee of a Government Department or State agency while carrying out his or her duties. Thus, it is not necessary to do that.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	5	Are members of the Garda Síochána and the Defence Forces not employees of Government Departments?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	6	They are not officers or employees of a Department, they are statutory officers. I do not think prison officers are in the same category as a matter of common law but police officers are independent State officers subject to the Garda Síochána, and they do not fall within the category of "employee" and are not officers of a Department. For instance, a member of the Garda Síochána is not an officer of the Department of Justice, Equality and Law Reform. Sometimes I am sued in certain circumstances and I often wonder why because I am not vicariously liable for police activity.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	7	The Minister is a clear target, he puts his head up a lot. I still think that amendment No. 48, which relates directly to members of the Garda and the Defence Forces, is a belt and braces job to ensure there is no ambiguity about this. Thus, one does not have to wait for the Garda Commissioner or the Chief of Staff of the Defence Forces to lay down the regulation and make it clear to their members that they are not to be employed by certain people. In that regard, the Minister should look at this again. It is important that we exclude those particular groupings from those particular jobs. Even if he cannot accept this point at this stage, I would hope that the Minister will have another look at it on Report Stage.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	8	I move amendment No. 19:
In page 8, subsection (1), lines 16 to 18, to delete paragraph (d) and substitute the following:"(d) an authorised officer, or authorised person, within the meaning of the Air Navigation and Transport Acts 1936 to 1998,”.This is essentially a drafting amendment to substitute the revised text of section 3(1)(d) which was supplied by the Department of Transport.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	9	I move amendment No. 20:
In page 8, subsection (2), line 28, after "services" to insert "or security services of a particular class".Section 3(2) provides that the private security authority may, in exceptional circumstances by order, exempt from the Bill's provisions persons who are providing security services at a specified place, event or function. Amendment No. 20 is designed to permit an exemption for a particular class of security services, as opposed to all security services.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	106	Exactly. The authority will be dealing with case-by-case evaluations of people. I should stress that we have not written into the legislation, for instance, a prohibition on people being admitted to registration on the grounds of criminal conviction. Therefore, there must be a careful case-by-case analysis of both corporate and individual applications for registration. It is useful in the circumstances to have a practising lawyer present, not just someone who used to be a lawyer but someone who makes his or her money from practising law. This will be an advantage to the authority. The Bill refers to two persons whom the Minister considers to be representative of private security employers. We could have an elaborate system for elections and nominations, and decide which company should have X number of votes. I suggest this is a flexible formula which will work. What will happen is that the Minister will select from a short list proposed by security employers. Likewise, two persons, each of whom the Minister considers to be representative of employees, are included.In reply to Deputy Ó Snodaigh, I do not know the extent to which there will be unionisation or non-unionisation. I cannot guess at this stage. It is not my intention to simply hand this function over to the ICTU or someone else. It could be the case, for instance, that the great majority of door staff will never join a trade union, or it might be the exact opposite. They may have their own trade union or association. I am not in a position at this stage to dream up a formula which would be sufficiently adaptable.Deputy Costello has asked whether it is possible to specify what we are talking about in paragraph (f). The Department of Enterprise, Trade and Employment may or may not be involved. It is more likely to be the person who discharges the functions of that Department. If it is split in two, or reconfigured, as frequently happens, I do not want to be in a position whereby half of the Department has been transferred to some new Ministry for public employment and the other half to some new Ministry for private employment, and I must wonder who is the relevant Minister.The proposal provides for a reasonably flexible formula. The Schedule makes provision for others to be involved. Advisory committees are capable of being established to bring them in to the whole process. The proposal is not exclusionary. Some ten or 11 should be sufficient for an authority of this size.To refer to a point raised earlier, I understand less than 5% of employees in this sector are women. This will probably change as time passes but that is the situation. If one allows for the fact that the staff of the authority will select someone, either male or female, and the Garda Commissioner or an assistant commissioner will function in the matter, I do not want to be in a position whereby the Garda Commissioner and I have a telephone conversation and I must say to him or her that he or she has one assistant commissioner who is female and ask him or her to add that person to the list because I want to appoint a male person, otherwise we will run into quota difficulties. That is the type of thing that would happen if I accepted Deputy Costello's amendment. I am just being realistic, not prescriptive. What I am saying is that the authority is designed to be a small enough but effective group which will get the system up and running and have the authority to avail of the services of outsiders through the advisory committee structure set out on page 29 of the Bill.I do not want to create a huge quango, which would be easy to do. I have been asked about including persons who represent owners of licensed premises and those likely to engage security staff. This is true but what about the Minister being entitled to include people likely to use these licensed premises? By the time I would be finished with that category 20 or 25 people would have been included. I could include young people who go to nightclubs. Where would it all end? It would be a huge quango. I want to keep the authority tight and, if it is inadequate, the issue can be revisited. The special advisory committee can include persons who have special knowledge and experience related to the purposes of the committee concerned. Perhaps this is sufficient.I ask members to take the view that we want the authority to be reasonably workable. It is not a mini parliament but an authority just like the RTE authority. In terms of asking whether it is open to political patronage, I have never seen a body composed in a manner which is less open to political patronage.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	107	Except for the first category of the legal profession.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	108	Perhaps the Deputy is correct. However, I do not imagine that people will be battering down my door to get a nomination from either the Law Society or the Bar Council.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	109	Can I take it that one of the first special advisory committees which will not be established will be a committee for legal services because the barrister or solicitor who will be appointed will be of such quality that we will be able to avoid legal costs? I certainly hope Arthur Cox and Son will not be involved in any way.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	110	Far be it from me to say anything negative about Arthur Cox.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	111	When representatives of the industry came to speak to us about the matter, Mr. Kevin McMahon of SIPTU said there was a membership of approximately 5,000 in the private security sector, approximately 50% of the number working in security. There are worker representatives on the joint labour committee for the security industry and an employee representative on the European social dialogue body. SIPTU is also involved. It claims to represent approximately 5,000 of those working in the industry. Obviously, we can just guess at the extent of the entire industry. It already has a joint labour committee, apart from the European social dialogue body, a link to the European dimension. It appears that if two employees are to be included, we should consider union representation because, presumably, the trade union will continue once the industry is regularised and regulated.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	112	I am not suggesting otherwise. If these figures applied at any given time, SIPTU would have a very strong case, which a Minister who had any regard for partnership principles would have to take on board.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	113	We are regulating the industry which, presumably, will strengthen the opportunity for the trade unions to organise. The industry has indicated that it is very open and amenable to trade union organisation. Many areas need to be addressed in terms of the minimum wage, long hours and so on. Trade union representation would prove very valuable for employees. I do not know whether this can be incorporated within the present framework in terms of having a representative whom the Minister considers to be a representative of employees of such employers. Perhaps it could be a shop steward. Could it be wider than this?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	114	I do not know. Perhaps it could be a branch secretary. It might well be the case that that person would be nominated for consideration.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	115	I do not think the senior executives in the trade unions would be queuing up either.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	116	It would be somebody dealing with, or working in, the industry at a reasonable level. As Deputy Ó Snodaigh pointed out, this is an area in which there are equality and civil liberty issues. A number of cases have gone to court. It might be valuable to have someone experienced in these issues on the authority as it might help to avoid bringing that dimension into the public domain.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	117	As amendments Nos. 26 and 27 are related, they may be discussed together.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	118	I move amendment No. 26:
In page 11, subsection (2), lines 24 and 25, to delete paragraph (e) and substitute the following:"(e) specify standards to be observed in the provision of security services by licensees or particular categories of licensees,(f) specify qualifications or any other requirements (including requirements as to training) for the grant of licences,”.Amendments Nos. 26 and 27 are important in so far as they concern the functions of the private security authority. There was confusion on Second Stage regarding its functions in setting standards, including training requirements, for the grant of licences. The revised wording is intended to remove such doubts.The new paragraph (e) provided for in amendment No. 26 provides that the authority may “specify standards to be observed in the provision of security services by licensees or particular categories of licensees”. Such a standard might be the existing NSAI standard, I.S. 999, for guarding services. This change necessitates the removal of the reference to this function in paragraph (k). As a consequence, that paragraph will refer only to the authority’s advisory function as provided for in amendment No. 27.The new paragraph (f) in amendment No. 26 provides that the authority may specify qualifications or any other requirements, including requirements as to training for the grant of licences. It may, for example, establish the minimum level of training required by applicants for door supervisor licenses. I imagine this will be one of its priorities.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	119	I move amendment No. 27:
In page 11, subsection (2), lines 39 to 41, to delete paragraph (k) and substitute the following:"(k) advise the Minister on any matter relating to its functions,”.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	120	I move amendment No. 28:
In page 11, subsection (2)(l), line 43, to delete "such provision" and substitute "the provision of security services by licensees or particular categories of licensees".This is essentially a drafting amendment designed to clarify the text.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	121	Section 8 is divided into two subsections, the first of which refers to what the authority shall do while the second refers to what it may do. There are some issues in one that should be dealt with in the other. Surely it is the function of the authority to grant and renew licences, not that it may do so. Subsection (2) further outlines what the authority may do, such as issue identity cards to licensees; where appropriate, suspend or revoke licences; and establish and maintain a register of licensees.I would have thought that it could have been tightened to a greater degree to reflect the actual functioning of the authority, rather than state it "may" do certain things. Few of the functions listed do not come within the requirements of the authority in terms of what we expect its functions to be. I would have thought that they would have been established more forcefully.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	122	Subsection (1) is a general statement of principle, while subsection (2), without prejudice to the generality of subsection (1), confers powers on the authority. If these powers were converted into duties, as the Deputy is suggesting, people would argue that in certain circumstances there would be an obligation on it to do certain things. Particularly in the start-up phase, one does not want to have everything mandatory. Granting and renewing licences will be done. One does not want to have someone arguing that there is an absolute duty to grant or renew licences. Neither does one want to have someone saying the undertaking of research is mandatory from the outset.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	123	There is a distinction.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	124	One would expect the functions outlined in the early paragraphs of subsection (2) to be mandatory while the later ones would be seen as more open as the authority becomes established.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	125	There may be an argument for the functions outlined in paragraphs (a) to (d) to be made obligatory. I will look at the matter before Report Stage.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	126	We shall resume our consideration of the Bill at 3.30 p.m. on Wednesday, 15 October.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	127	I want to get on with the Bill. I do not want my availability to be a determining factor. I, or one of my Ministers of State, will be here on that date.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	128	The joint committee will meet for a few minutes after the vote to deal with some procedural items. If there is a time that suits both the Minister and members, we might be able to find it to conclude the Bill.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	129	Perhaps we could start at2.30 p.m. on Wednesday.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	130	I regard this legislation as hugely important. I say this without spin or hidden meaning. It is one of my Department's top legislative priorities for this term. If I am not available, a Minister of State will take my place.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	131	We shall leave it until Wednesday, 15 October.
