#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	0	I propose to take Questions Nos. 1 to 3, inclusive, together.My Department was represented on the national emergency response co-ordination committees, established each time on an ad
hoc  basis, with regard to the two severe weather situations of recent months.  The committees were chaired by the Department of the Environment, Heritage and Local Government as the lead Department.  The committee responding to the flooding crisis included a principal officer from my Department and members of the Government Information Service.  The committee responding to the snow and sustained freezing conditions included these officers and an assistant secretary from my Department.  I am satisfied with the role they played in both situations.My Department is specifically nominated in the framework for major emergency response with regard to the co-ordination of information for communication to and through the media.  This role was managed by the Government Information Service, which among other activities organised daily briefings for journalists with the relevant Ministers.  I am glad to take this opportunity to express once again my and the Government's appreciation of the work of local authorities, the Garda Síochána, the Health Service Executive, the Defence Forces, Civil Defence and other statutory bodies, as well as Departments, in responding to the two severe weather events.  I am also glad to recognise the very valuable contribution made by voluntary organisations and individuals in providing assistance to their fellow citizens during those events.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	408	In his opening statement, the Minister stated:The country has come a long way since we introduced the State bank guarantee 18 months ago . . . Back then, our banks were on the brink of financial collapse and our economy had gone into reverse.  Revenue had fallen steeply and unemployment had risen sharply.  For the first time in a quarter of a century, we were experiencing negative growth.I know he has a sense of humour and I think he grinned to himself when he penned those lines.  Everybody in this House is aware that we are contemplating a truly appalling vista.As Deputy Ring pointed out, the uncontrolled operation of the banking and property systems has burdened the public, including those with new or old mortgages and business owners who cannot get sufficient credit, with the bill.  The people behind these problems claimed to know better than anyone else and that they were worth every penny they cost us.  They were wrong about everything.  The economy has not been run well since 2002 because, as anybody could have attested, the fundamentals were wrong.We have encouraged competition in the banking sector.  Anybody who moves a deposit from one bank to another can increase significantly the interest earned, whereas he or she would earn nothing by leaving the money in one place.  In theory, it would be better for people to move their deposits to a different institution but given the instability of the banks over the past couple of years, they are understandably slow to do so.Reference is regularly made to people who borrowed unwisely to purchase houses.  However, they were told that they had to get onto the bottom rung of the property ladder.  Many sincere people who are now caught by negative equity have to pay for the banks' codology on the property market.Deputy Edward O'Keeffe claimed the world economy is on the up but the problems that affect our economy are deeper than anywhere else in the world because nothing was done to address the issues on time.  Let us remember that those paying for it are the citizens of Ireland.  The citizens, who are already shouldering their own burden of debt incurred as a result of banking and economic policy, must now carry the burden for the banking system as well, which is a sad day for this Republic.
#DrMartinMansergh	unknown-#DrMartinMansergh-party	unknown-#DrMartinMansergh-dob	unknown-#DrMartinMansergh-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	409	I refer to the statement made by Deputy Ring and  I wonder whether his decibel levels sometimes breach health and safety standards, especially for those sitting next to him.  I am long enough in the building to remember the support the Fine Gael and Labour Party Government had to give AIB in 1985 in respect of the ICI operation.  That was supported by the then Opposition.I welcome the setting out by the Minister for Finance of a comprehensive statement of strategy and decisions in regard to the opening phase of NAMA operations and the recapitalisation of the banks.  While it is often a natural, human, not to say political instinct to put off facing up to difficult problems, the Minister and the Government have taken the bull by the horns and set out the full extent of the problem, however unpalatable — it is extremely so — and how it must be tackled.  Concealing problems is not the road to recovery either for banks or this society.NAMA has continued to be hotly debated ever since the legislation was passed.  It has been claimed or otherwise implied that what the Government is doing now will put future generations in hock.  However, it is the irresponsibility of property developers and lending institutions that has done this.  The Government and other authorities have been criticised for not having done enough to stop the madness and sometimes for adding to it.  From time to time, we all had political or partial insights into the dangers but none of us consistently so.  Prominent Labour Party Deputies frequently boasted that we were the second richest country in Europe, which was true on paper, but only on paper, and that the country was awash with money.  Those who wished to restrain over-lending or development were cast aside.We have many lessons to learn about the recent past, not least about not putting all our eggs in one or two baskets, the need to opt for a more cautious or sustainable approach to development, which will inevitably mean less exciting policies in some cases, and learning to say "No" to schemes that appear to promise large jobs and profits.  Problems were greatly exacerbated by the international crisis in banking confidence.  Deputy Burton was correct to state the problem built up slowly but then crystalised with the collapse of the Lehman Brothers.  It is risk-free to make suggestions with regard to alternative acts or courses of action that should have been taken, whether such suggestions come from the Opposition or the media.  However, the Government of the day alone carries responsibility for the consequences of its decisions in an emergency.  Perhaps this is why the changes made last week were cautious.  Only the Government has any recent experience of the pressures of crisis management, although there are still some on benches opposite who have experience of the crisis of the 1980s.Repeated allegations are made about the proximity of the main Government party to bankers and developers.  Perhaps someone would like to explain what in today's statement or in NAMA's decisions represents favours to either group.Creating confidence at home and abroad is vital to our recovery.  Today's statement represents strong Government decisions, not those of a Government short of either strategy or ideas.  The decisions create a greater degree of certainty.  They free up the banks' ability to lend, which will be as important in the time of recovery as it is in today's depressed circumstances.Like others, I welcome the direction to the two main banks to lend €3 billion as part of a seed capital fund and for environmental, clean energy and other projects.  The credit review or appeals process to address firms denied necessary credit is very valuable.  The Minister has explained why Anglo Irish Bank was systemic and why it would not be a good option to close it down either in the shorter or longer term because that would greatly increase the liabilities faced by the taxpayer.  The Government is pragmatic about the ownership of banks.  It is not an ideological principle.Deputy Crawford called on me to meet the Irish Presbyterian Mutual Society and I have done so.  However, 98% of its assets and holdings are in the UK and it is the responsibility of that country.  In this matter there is a dimension of defending the economic independence and viability of the State, whether in budgetary or banking decisions.  I welcome the realistic draft agreement reached last night.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	410	I am pleased but somewhat saddened to speak on this issue.  It is a disgraceful situation in which we find ourselves.  My message to the bankers and the small cabal of developers who caused this problem is, to misquote Shakespeare and a former Taoiseach, that they have done the State some mis-service and we know it.  Unfortunately, the taxpayer knows it and the taxpayer must get on with things.
#FrankFeighan	unknown-#FrankFeighan-party	unknown-#FrankFeighan-dob	unknown-#FrankFeighan-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	411	We will let that go.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	412	The taxpayer must get the best possible deal for this country from now on.  I refer to the chart of bond spreads.  The actions taken by the Government since this time last year have saved approximately €1.5 billion in interest payments.  This is equivalent to another pay cut for the entire public service saved by this Government having the most effective policies to reduce the interest rate we pay on the national debt, which is at a serious level.
#FrankFeighan	unknown-#FrankFeighan-party	unknown-#FrankFeighan-dob	unknown-#FrankFeighan-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	413	That is fantastic.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	414	We have been above Greece in terms of the fees on our interest for some time because of the actions the Government has taken, unpalatable though they have been.  It is disgraceful that we are in this situation.  These actions have stabilised the situation and have saved the country significant sums of money.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	415	What about the €4 billion?
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	416	We must continue to do this.  No one likes what we must do with Anglo Irish Bank.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	417	Tell us about Anglo Irish Bank.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	418	I am disgusted and angry that we must do it but there is no point sitting on the sidelines and making up arguments for the sake of it.  Why does the Opposition not come with us and agree that we are right and that they would do the same if they were in Government?
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	419	We do not agree with the Deputy.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	420	This morning on the radio the Fine Gael finance spokesman stated the bank has brought the country to its knees, an indication of how systemically important this disastrous bank was.  It was systemically important.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	421	I was never of systemic importance.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	422	Why did the Fine Gael spokesman say it brought the country to its knees?  If one wished to describe systemic importance in plain man's language that was a very good example and the Deputy's finance spokesman did a good job of it.  Unfortunately, we are in this situation and we must do this, but it is the least worst option.  If we do what the Opposition suggested we would pay many tens of billions of euro more.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	423	What are we suggesting?
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	424	Much as I hate to be here supporting this, I believe the Government must do it and I compliment the Government for its resolution and determination to get this through.
#MichaelMcGrath	unknown-#MichaelMcGrath-party	unknown-#MichaelMcGrath-dob	unknown-#MichaelMcGrath-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	425	I welcome the opportunity to comment briefly on the motion.  The reckless management of our banks in recent years is a national scandal and a bitter pill for taxpayers and Irish citizens generally.  It was difficult to hear today the level of bailout required by the Government and the State in respect of our financial institutions.  The reality is that we may not like banks or senior bankers but we need them to meet the needs of the economy and if we are to have any prospect of coming out of this recession and, in line with forecasts, begin to grow the economy again later this year.When families get into financial difficulty one of the first pieces of advice MABS gives is the need to face up to their problems, to confront their loans and to deal with the reality of their situation.  The bottom line is that in recent months the Irish banks have not been facing up to the extent of the losses they face.  Today, we witnessed a comprehensive package of measures which forced the banks, once and for all, to face up to the extent of losses with which they must deal.  The Minister and the Financial Regulator showed clearly today who is in charge.  The Financial Regulator set a very high level of capital requirement for the banks, in line with best international practice, and did the State some service by requiring the banks to impose a level of capital far beyond the level of anticipated losses and NAMA loans.  He has factored in losses on non-NAMA loans, both commercial and personal.One of the criticisms of NAMA when it was introduced was that it would somehow go soft on the banks and let them off the hook.  Today, we have seen evidence that this is not the case.  NAMA has imposed a high level of discount, at an average of 47% across the loan book, which, in fact, improves its capacity to at least break even and, one hopes, make some money for the taxpayer over the ten-year period.What we saw also today is a clear commitment on behalf of the Minister and the Government to compel the banks to provide an adequate level of lending to the economy, in particular to SMEs.  We will see €12 billion worth of lending to SMEs by AIB and Bank of Ireland between now and the end of 2011, and that is a particularly welcome development.  The regulator and the Government must be rigorous in ensuring such level of credit is extended because the banks will endeavour not to provide the level of required lending to the economy.  It will be rigorously monitored.The success of NAMA and recapitalisation will be judged ultimately on the basis of whether the banks meet the credit needs of the economy.  The measures which have been taken today are necessary and unpalatable, as the Minister stated and as they undoubtedly are.  They will put the economy in a position where it is served by a banking system which, once and for all, has faced up in an honest way to the extent of its losses and to the recent reckless and irresponsible management of its banks which now must be bailed out by the taxpayer but which will meet the needs of the economy in the future.  I note that both ISME and Chambers Ireland have welcomed today's package of measures as an essential step by the Government in dealing with the banking crisis.
#RoisinShortall	unknown-#RoisinShortall-party	unknown-#RoisinShortall-dob	unknown-#RoisinShortall-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	426	I am glad to have the opportunity to speak in this debate.  I trust those Members who hold bank shares and who have come out strongly against some of the banks or in favour of some of the other banks have declared their interests before speaking in this debate.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	427	Do not look at us.
#RoisinShortall	unknown-#RoisinShortall-party	unknown-#RoisinShortall-dob	unknown-#RoisinShortall-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	428	I thought Deputy Edward O'Keeffe made many interesting points and I certainly would completely agree with a number of those.  I trust he will have the sincerity to follow through with voting with the Opposition tonight.  It is easy to come into this Chamber and shout one's mouth off.  It is another matter to have the courage of one's convictions and to vote accordingly.  I look forward to seeing what he does in a half an hour's time.Today, 30 March 2010, is a day that will be etched on the minds of every citizen of this country because it is the day on which Fianna Fáil and the Green Party saddled each taxpayer with a massive debt in order that rogue developers, rogue builders and rogue bankers can be bailed out.  Today, we are all paying the price for bad Government policies and for a situation where weak and often compromised Fianna Fáil Ministers remained in power for far too long.This is the legacy of that trio, Deputy Bertie Ahern, former Deputy, Charlie McCreevy, and, to a large extent, Deputy Cowen, all of whom were Ministers who were happy to facilitate the golden circle in enriching themselves at the expense of ordinary people.  Rather than having housing policies that viewed decent housing as an essential social good and, therefore, something that needed to be regulated by Government, these Ministers were happy to allow their developer and builder friends to control the market to maintain land at grossly inflated prices, leading to a frenzy in house buying.  Prices soared, ever more people were forced and, indeed, encouraged to get in over their heads, and ever more foreign workers were drafted in to keep the building boom going.  This inflated demand and, finally and inevitably, the pyramid collapsed.  All of this madness was stoked by the financial institutions which threw out the rule book on lending.  As the Minister, Deputy Brian Lenihan, stated earlier today, the banks played fast and loose with the economy.  They were allowed to do so by the weak and compromised Fianna Fáil Ministers, Ahern, McCreevy and Cowen, the three disciples of light-touch regulation who presided over the destruction of the economy.It is important that people know who is responsible for the financial disaster in which we find ourselves today.  There were significant international factors but there is no doubt the recession is far deeper and will be much longer lasting in Ireland than almost anywhere else in the world, and that is as a result of Fianna Fáil's mismanagement of the economy.It is also important that people realise that had they voted differently in 2007, we would not be in this devastating position today.  Not only did Fianna Fáil facilitate the conditions that led to the property bubble's creation and its subsequent destruction, when the collapse happened, they failed utterly to deal with it properly.  Rather than taking action when serious problems began to emerge, the Government exacerbated the difficulties.  As Deputy Edward O'Keeffe stated, we all remember Deputy Bertie Ahern's message to those who urged caution.  Shamefully and pathetically, Deputy Ahern advised them to commit suicide.  I do not know how Deputy Ahern has the neck to be in this House today.  He has a great deal to answer for.While problems were mounting in the banks, it was not until that other faithful date, 29 September 2008, that the Government took action.  It took that action, it would seem, solely on the basis of advice from those bankers and those so-called public servants who themselves had contributed so much to the perilous state of the banks and our economy.  It seemed, for ideological reasons, the Government was not prepared to countenance nationalisation and, instead, provided a blanket guarantee.  Today's appalling vista can be traced back directly to that decision.Having given this extraordinary blanket guarantee, the Government was in a position to dictate absolute terms to the banks but, yet again, it showed its complete weakness.  There should have been a complete clear-out of senior executives and the entire boards in all of the covered institutions.  There would have been no difficulty in doing this in light of the scope of the guarantee.  Instead of that, however, the Ministers continued to kowtow to these people.  The continuing bloated salaries, with increases as recently as last week, are an affront to decent people.  Nobody has been sacked, nobody has been penalised and I doubt very much if anyone will end up behind bars.  What else would one expect Fianna Fáil to do but to protect its golden circle friends?Equally, the Government has failed miserably to do what it promised it would on getting credit flowing to small business.  This, after all, was one of the main arguments it used for the guarantee.  How many tens of thousands of jobs have been lost since then owing to SMEs being squeezed dry by the banks while all the time Ministers stood idly by?  It is quite clear a separate national investment bank is needed and far too much precious time has been lost by the Government.  Those who have lost their jobs in the meantime have paid a heavy price for that delay.  It is hardly surprising, given the Government's central role, that it has refused to investigate adequately the circumstances leading up to the banking crisis.  The paying public must await a change in Government to discover what actually happened over recent years.The details of the proposals as unveiled today show an unprecedented crisis of far greater scale than had been indicated by Government or, indeed, than had been expected.
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	429	Deputy Shortall's time is rapidly running out.
#RoisinShortall	unknown-#RoisinShortall-party	unknown-#RoisinShortall-dob	unknown-#RoisinShortall-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	430	I will take my last minute, if that is all right with the Ceann Comhairle.
#EmmetStagg	unknown-#EmmetStagg-party	unknown-#EmmetStagg-dob	unknown-#EmmetStagg-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	431	It is not.  Her time started at two minutes past half-past nine.  She had ten minutes and, therefore, she has three more minutes left.
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	432	I do not think she has three.
#RoisinShortall	unknown-#RoisinShortall-party	unknown-#RoisinShortall-dob	unknown-#RoisinShortall-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	433	I have at least two.
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	434	I will allow the Deputy to conclude.
#EmmetStagg	unknown-#EmmetStagg-party	unknown-#EmmetStagg-dob	unknown-#EmmetStagg-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	435	She has three more minutes left.
#RoisinShortall	unknown-#RoisinShortall-party	unknown-#RoisinShortall-dob	unknown-#RoisinShortall-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	436	I have at least two.  It is not running out, though.  As I stated, the details of the proposals are far greater in scale than had been indicated by Government.  The harsh unpalatable reality for the taxpayers, their children and grandchildren is that they have been lumbered with a huge debt for the foreseeable future as a direct result of the failure of Government policy.  The Government's incompetence in handling the banks means the crisis is much deeper than it needs to be.At no stage has the Minister for Finance, Deputy Brian Lenihan, taken charge.  Given that he had provided a State bank guarantee scheme with such a wide scope, he was in a position to deal with the bondholders.  There was a need to share the risk with the subordinated tier-two bondholders.  He could have easily indicated he was considering nationalisation or letting Anglo Irish Bank go altogether.  In that context, he was in a strong position to negotiate with the tier-two bondholders.  The Government should have also negotiated with the tier-one bondholders; the ones who took the highest risks must realise there is a price to be paid.  If the Minister had dealt with the crisis adequately, he could have told them he would not have bailed them out and sought a sharing of risk.We are told there is a guarantee of a 4% return on the promissory notes for Anglo Irish Bank and Irish Nationwide.  There is absolutely no guarantee of such a return, like we saw with last year's recapitalisation.The Minister for Finance denied cuts in public sector pay are funding a bailout for the banks.  This is simply untrue as for the next 15 years the State will face an annual bill for €1 billion to bail out Anglo Irish Bank and Irish Nationwide.
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	437	Deputy Shortall, we are into borrowed time now.
#RoisinShortall	unknown-#RoisinShortall-party	unknown-#RoisinShortall-dob	unknown-#RoisinShortall-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	438	The Fianna Fáil Party completely buckled to the pressure from its developer and banker friends.  Meanwhile, the Greens remain silent preferring to do nothing while Fianna Fáil commits one of the gravest policy mistakes in Irish economic history.  What is the point in a party having five Members as Ministers when they make no difference whatsoever to the most crucial decision facing the country?
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	439	Deputy Shortall has seriously exceeded her time and should finish in fairness to other Members who wish to speak.
#RoisinShortall	unknown-#RoisinShortall-party	unknown-#RoisinShortall-dob	unknown-#RoisinShortall-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	440	The electorate will have an opportunity, sooner rather than later I hope, to pass judgment on this.
#BattOKeeffe	unknown-#BattOKeeffe-party	unknown-#BattOKeeffe-dob	unknown-#BattOKeeffe-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	441	The Government's actions today are the culmination of painstaking analysis and detailed consideration of the measures necessary to restore our banks to fit-for-purpose institutions that can support economic development and the growth of enterprise.Our actions today are necessary for the longer term economic stability of our nation which has been recklessly undermined by irresponsible property lending practices and corporate sector greed.  I commend the efforts and hard work of my colleague, the Minister for Finance, and his officials, in bringing these banking solutions before the House.The parallel announcements earlier today by the National Asset Management Agency, NAMA, and the Financial Regulator set the full context in which the Government is making extra resources available to some banks.  No Irish person wants to carry the burden placed upon us by reckless bankers.  However, without a functioning banking system, our full economic recovery would not be possible.  We need adequately resourced and financially sound banks to support the financial needs of businesses and householders.Similar to the earlier recapitalisation scheme, the Government has again included in this recapitalisation plan explicit provisions targeted directly at supporting our enterprise sector, especially small to medium-sized enterprises.Under the terms of today's recapitalisation plan, Bank of Ireland and AIB will be required to make available more than €3 billion in lending to new small and medium-sized enterprises, SME, to include working capital this year and next year.  This figure will be reviewed as the needs of the economy change.  The two banks must each produce a plan that includes a sectorial and geographic breakdown of how they intend to divide up this new lending.As part of his remit, the credit reviewer, Mr. John Trethowan, will assess these plans following which the Government will decide whether further action on sectorial targets is required.The two banks will also need to make available €20 million each for seed capital to be provided to Enterprise Ireland-supported ventures and to make up to €100 million each available for environmental, clean energy and innovation funds.  That is in addition to the €100 million each made available in accordance with the previous recapitalisation scheme.The two banks will be required to commit resources to work with Enterprise Ireland and the Irish Banking Federation to develop sectorial expertise in the modern growth sectors of the economy, how best to develop the range of banking services that Irish SMEs trading internationally will need to develop and bring forward new credit products in areas where expected cash flow, rather than property or assets, will be the basis for business lending.I welcome the formal appointment of Mr. Trethowan as credit reviewer to provide for an independent review of decisions by participating institutions to refuse or withhold credit to SMEs, farm enterprises and sole traders.  This facility should afford individual businesses an opportunity for third-party review of bank refusals to grant credit.  Participating institutions are required to comply with the recommendation of the reviewer or explain why this would not be appropriate.  Statistical outcomes for each bank will be made public.These measures and more reinforce the Government's commitment to supporting businesses, especially SMEs, a key priority for me as Minister for Enterprise, Trade and Employment.  Last year and this, my Department has made approximately €1 billion available in the capital budgets of the enterprise development agencies to fund financial supports to enterprises, including SMEs.Enterprise development agencies such as Enterprise Ireland, IDA and the county and city enterprise boards have continued to help businesses through their grant and advisory schemes.Last year, the enterprise stabilisation fund was introduced which aims to support viable but vulnerable companies in financial difficulty as a result of these unprecedented economic times.Companies receive funding to support a range of activities, including market development, productivity improvements and development.  Last year, €58 million was spent on 181 projects supporting approximately 7,500 jobs.  The fund continues to attract a high volume of applications this year.The employment subsidy scheme was launched last August to keep in jobs workers who might otherwise have been made redundant.  Other initiatives included developing intellectual property assets; mandating comprehensive strategy reviews in IDA Ireland, Enterprise Ireland and Shannon Development; establishing a code of conduct for business lending to SMEs; and setting up a credit supply clearing group.
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	442	The Minister should begin to wrap up as we need to conclude by 10 o'clock.
#BattOKeeffe	unknown-#BattOKeeffe-party	unknown-#BattOKeeffe-dob	unknown-#BattOKeeffe-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	443	I was supposed to have ten minutes in my slot.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	444	I will give way for a minute or two.
#BattOKeeffe	unknown-#BattOKeeffe-party	unknown-#BattOKeeffe-dob	unknown-#BattOKeeffe-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	445	Work is ongoing on a targeted loan guarantee scheme and we have secured a commitment by central government to pay its debts to businesses in 15 rather than 30 days.
#ShaneMcEntee	unknown-#ShaneMcEntee-party	unknown-#ShaneMcEntee-dob	unknown-#ShaneMcEntee-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	446	That was introduced two years ago.
#BattOKeeffe	unknown-#BattOKeeffe-party	unknown-#BattOKeeffe-dob	unknown-#BattOKeeffe-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	447	We have secured the introduction of a pay-related social insurance exemption for employers creating new jobs this year.Fine Gael wants a national recovery bank which would have no way of generating funds because the good loans it is supposed to buy from the banks are already being used as collateral for funding from the European Central Bank and international markets.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	448	It is about new loans.
#DamienEnglishFG	unknown-#DamienEnglishFG-party	unknown-#DamienEnglishFG-dob	unknown-#DamienEnglishFG-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	449	Please start again.  The Minister should go back and read his brief.
#BattOKeeffe	unknown-#BattOKeeffe-party	unknown-#BattOKeeffe-dob	unknown-#BattOKeeffe-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	450	No country in the world has established a bank such as that proposed by Fine Gael because it would be folly, even for Deputy Enda Kenny, to set up a bank that cannot fund itself.
#ShaneMcEntee	unknown-#ShaneMcEntee-party	unknown-#ShaneMcEntee-dob	unknown-#ShaneMcEntee-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	451	No country did what Ireland did.  Fianna Fáil supported it.
#BattOKeeffe	unknown-#BattOKeeffe-party	unknown-#BattOKeeffe-dob	unknown-#BattOKeeffe-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	452	The question Deputies opposite must answer is how they propose to get credit flowing to businesses and householders.  We all know that banks have curtailed lending, mainly because banks are finding it hard to access funds.
#DamienEnglishFG	unknown-#DamienEnglishFG-party	unknown-#DamienEnglishFG-dob	unknown-#DamienEnglishFG-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	453	Deputy O'Keeffe should return to his former position as Minister for Education and Science.  He might learn something.
#BattOKeeffe	unknown-#BattOKeeffe-party	unknown-#BattOKeeffe-dob	unknown-#BattOKeeffe-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	454	Our banks should be extremely grateful for the resolve of the Irish people to intervene to save the economy and ensure a return to growth.
#ShaneMcEntee	unknown-#ShaneMcEntee-party	unknown-#ShaneMcEntee-dob	unknown-#ShaneMcEntee-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	455	The Government would not listen to Deputy Richard Bruton in 2005, nor would it listen to him today.
#BattOKeeffe	unknown-#BattOKeeffe-party	unknown-#BattOKeeffe-dob	unknown-#BattOKeeffe-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	456	Their forbearance and the courageous actions of this Government is putting this country on the road to recovery.  When this period of Irish history comes to be written, it will be recorded in favour of those courageous enough to do the right thing in the national interest.
#ShaneMcEntee	unknown-#ShaneMcEntee-party	unknown-#ShaneMcEntee-dob	unknown-#ShaneMcEntee-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	457	All of our kids will be outside the country.  They will be in the US and Australia.
#FrankFeighan	unknown-#FrankFeighan-party	unknown-#FrankFeighan-dob	unknown-#FrankFeighan-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	458	I genuinely hope this works out.  There are some flaws in it.  Anglo Irish Bank should not have been protected.  I refer to bond holders.  Those who buy shares may win and pay their taxes but if they lose they take the loss.  They should not be protected.The banks under the banking guarantee should be protected.  We should pay tribute to them.  Unfortunately, there are many outside banks here, such as National Irish Bank, Ulster Bank and other UK banks.  They are going after Irish deposit holders.  We must wear the green jersey.  We must put our money into the banks under the Government guarantee scheme because that money is going back to the economy.  I ask the Minister to raise this matter.  He should let unions and schools put their money into the banks under the Irish guarantee scheme.
