#FergusODowdFG	unknown-#FergusODowdFG-party	unknown-#FergusODowdFG-dob	unknown-#FergusODowdFG-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	0	Where are the Ministers?
#BernardAllen	unknown-#BernardAllen-party	unknown-#BernardAllen-dob	unknown-#BernardAllen-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	1	Where are the members of the Government?
#FergusODowdFG	unknown-#FergusODowdFG-party	unknown-#FergusODowdFG-dob	unknown-#FergusODowdFG-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	2	Only a piece of the Government has been dragged in.
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	3	They are in exile.
#BernardAllen	unknown-#BernardAllen-party	unknown-#BernardAllen-dob	unknown-#BernardAllen-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	4	That is true. They are on the "Pat Kenny Show".
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	5	This is three days in a row.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	6	Deputy Kenny without interruption.
#FergusODowdFG	unknown-#FergusODowdFG-party	unknown-#FergusODowdFG-dob	unknown-#FergusODowdFG-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	7	We have a skeleton Government.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	8	I ask that members of the Fine Gael Party allow their leader to put his question without interruption.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	9	In the words of Donna Cleary's family, she was not in the wrong place at the wrong time. She was a young mother enjoying herself at a friend's party. She was gunned down by a criminal who should have been in jail. No one has explained why this man was not in jail. He had a conviction, lost his appeal and there was a bench warrant for his arrest. The Government did not supply the resources to the Garda to implement the bench warrant. If it had been implemented, Donna Cleary would be alive. The fundamental point is that this Government is in a shambles while anarchy rules the streets.On Monday, the Taoiseach said that murderers were getting out of prison after seven years. On Tuesday, he said murderers used to get out of prison after seven years and that a life sentence should mean life. Today, he says it is the fault of the Minister for Justice, Equality and Law Reform. The Minister is like a modern Pontius Pilate, washing his hands of all responsibility and blaming everyone from the Judiciary to society to the House. Will the Tánaiste explain why the Minister has failed to introduce legislation on gun culture, which he correctly identified last year as being a serious issue? Where are the mandatory sentences for gun crime? Where is the amnesty for guns? Why was this criminal walking the streets when he should have been in jail and there was a bench warrant for his arrest?I ask the Tánaiste to instruct the Minister to gather the details of the Criminal Justice Bill in so far as gun culture is concerned and present them to the House next week. We will facilitate the Government in putting through real, deterrent emergency legislation dealing with gun culture. We could enact this law in a very short time. It is a reasonable and practical suggestion that will send a clear message to people in this city who can leave a house and, in 20 minutes, have a loaded gun, fire it indiscriminately at a house and murder an innocent woman.I recall times in the House when, on issues of much less import than this, the Minister for Arts, Sport and Tourism sitting beside the Tánaiste was in apoplexy.
#PaddyMcHughIND	unknown-#PaddyMcHughIND-party	unknown-#PaddyMcHughIND-dob	unknown-#PaddyMcHughIND-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	413	I wish to share time with Deputies Boyle and Ó Snodaigh, by agreement.
#SeamusPattison	unknown-#SeamusPattison-party	unknown-#SeamusPattison-dob	unknown-#SeamusPattison-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	414	Is that agreed? Agreed.
#PaddyMcHughIND	unknown-#PaddyMcHughIND-party	unknown-#PaddyMcHughIND-dob	unknown-#PaddyMcHughIND-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	415	The Lourdes inquiry is a frightening indictment of the blinkered treatment of the patients of Dr. Michael Neary in the maternity unit of Our Lady of Lourdes Hospital. I am sure this is not the only hospital and he is not the only consultant to have engaged in dubious practices. The women who suffered unnecessary procedures have gone to hell and back. Not only have women from County Louth been affected but women from my constituency of Galway East have also been involved.I cannot help but draw the conclusion that the main reason for this devastation was, as Judge Harding Clark noted, an unquestioning respect for consultants. Some consultants are walking gods in our hospitals, with opinions that cannot be questioned. They act as if they believe they are superior to ordinary citizens. While I am aware many consultants are decent, professional and kind people, some have such a high self-regard they find it a chore to talk to ordinary folk. The report relates how some midwives were filled with fear and dread by a certain consultant who did not tolerate conversation. His patients had to sit up in their beds, with tables tidied and bed linen turned down in advance of his ward rounds. Such pomposity is revolting. This being's superiority was further underlined by the use of titles such as "mister" or "doctor", titles which are used as weapons of domination and devices of self-promotion. Even in the Dáil, the archaic and domineering titles of "Deputy" or "Doctor Dum Dum" are used. We come here as servants of the people, elected by the people on the basis of equality and nobody should bring titles which are not relevant to membership of this House.Irrespective of how one wishes to artificially inflate his or her social importance, checks and controls must be in place. Regulatory authorities should take full blame for the fact that these were missing in this case. The Government also deserves blame for its refusal to accept or introduce whistleblower legislation. The report states the "consequences for his patients and for Dr. Neary himself make it poignantly obvious to the Inquiry that it is vital to have an objective review system in place in every hospital where outcomes are measured against accepted norms, and serious deviations are examined dispassionately for explanations". This is a powerful statement and the immediate implementation of such controls is vital for the future well-being of patients and the integrity of the health service.If continuing professional development was made obligatory for consultants, this diabolic situation could have been avoided. It is unacceptable that after qualification, a consultant can operate for 30 years without any obligation to remain well versed in the most up-to-date methods of treating conditions. Medical bodies are to blame for this.A number of factors converged to allow these appalling events to take place. The awe in which consultants were held, the absence of protection for whistleblowers, the lack of obligations on consultants to continue their professional development and the absence of an objective review system in hospitals all contributed to this situation.
#DanBoyle	unknown-#DanBoyle-party	unknown-#DanBoyle-dob	unknown-#DanBoyle-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	416	When the social history of this country comes to be written by future generations, it will ignore the incessant roar of the Celtic tiger to reveal that we are living through a tragic period with a number of health crises that have especially affected women, of which the report by Judge Harding Clark is the latest manifestation. That is something for which the political system and, in particular, the apparatus of Government bear collective responsibility. We are living through a time in which we have failed to deal with the power hierarchies of our medical systems. The division of that power among different classes of medical practitioners has percolated down through the system with the result that patients are treated as statistics and are not involved in real consultation on the natures of their conditions or understanding, as in this case, of what has been done to them.Judge Harding Clark's comprehensive report answers some of our questions on the tragedies arising from Our Lady of Lourdes Hospital. It tells us how, what and when but it does not and probably cannot tell us why. The report's introduction describes Dr. Neary as a Dr. Jekyll and Mr. Hyde character and suggests reasons for his actions in terms of his personal history and a possible dislike of women, while also pointing out that he may have held his hospital unit together over a long period. While we may never find out the ultimate reason for these events, we can certainly learn from them and ensure they are never repeated.The Government seems to have learned from previous health crises the need to properly provide for redress. This House needs to see that redress is dealt with promptly and without complications. The women whose files were stolen should be treated sympathetically and the State should not put up barriers to their redress. Ultimately, if we are to be of service to the women concerned and their families, we should accept our collective responsibility in ensuring such incidents are not repeated.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	417	Tá mo chomhghleacaithe, na TeachtaíÓ Caoláin agus Morgan, tar éis déileáil le ceist ospidéal Lourdes cheana féin. Tá an fiosrúchán ar imeachtaí san ospidéal tar éis aird a dhíriú chomh maith ar theip an Stáit maidir le réimse chúrsaí sláinte eile. Ina measc, tá diúltú do chearta ban atá bainteach le cinntí a bhaineann lena sláinte. Tá an cheist seo fite fuaite chomh maith le diúltú rannpháirtíocht na mban i gcúrsaí pholasaí sláinte a bhuanú ina iomláine agus a chothú.Tá sé de dhualgas ag an Stát de réir Ailt 11 de Chairt Shóisialta na hEorpa áiseanna comhairleacha agus oideachasúla a chur ar fáil ar mhaithe le sláinte a chur chun cinn agus gríosú a thabhairt i dtaobh fhreagracht aonaraigh i gceisteanna sláinte. Is éard atá i gceist le freagracht aonaraigh i gceisteanna sláinte ná go dtugtar an chumhacht do mhná trí eolas, fios agus tacaíocht le cinntiú go mbeadh ionchur ceart acu i leith cinntí a dhéantar maidir lena sláinte.Ciallaíonn sé seo ná go gcaithfear tacaíocht a thabhairt do mhná a bhfuil sé de dhánaíocht acu dúshlán a thabhairt don chleachtas seanghlactha go mbíonn an ceart ag an dochtúir i gcónaí. Ciallaíonn sé seo dúshlán a thabhairt do mhúnlaí leigheas foirne i leith breithe agus tacaíocht a thabhairt do mhúnla ina mbíonn mná lárnach, ina measc, cearta cúraim atá bunaithe ar chnáimhseachas agus an ceart breith baile a bheith acu, más rud é go bhfuil an cinneadh sin déanta ag an bhean féin agus é bunaithe ar an eolas.Ceann de na rudaí is measa faoin scannal seo ar fad ná gadaíocht chomhaid sláinte na mban agus chláir bhreithe san ospidéal, le cinntiú nach mbeimis in ann teacht ar an fhírinne iomlán sa scéal seo. Tá sé ríthábhachtach go dtéann na gardaí sa tóir orthu siúd a rinne é sin go bríomhar. Tugann an scannal seo léiriú ar an ghá othair a chur ar an eolas maidir leis an cheart atá acu teacht ar a gcomhad nó a dtaifead sláinte féin. Ní bhaineann daoine úsáid as an cheart sin. Caithfidh sé sin athrú go radacach, agus ba chóir go mbeadh sé mar ghnáthchleachtas go mbíonn fáil ag othair ar a gcomhaid féin.Níl dabht ar bith ach gur cuid mhór den fhadhb i dtaobh an oirdéil ghránna ar cuireadh mná tríd san ospidéal seo ná an ethos Caitliceach a bhí agus atá in ospidéal Lourdes. Maidir le bainistíocht an ospidéil agus cleachtais chliniciúla, chúngaigh sé seo na roghanna a bhí ar fáil do na mná. De réir nádúr na gcléireach agus an élite san ethos Caitliceach, rinne siad iarracht mná a choimeád dall ar na nithe seo, agus bhíodar in ainm i gcónaí bheith ullamh dóibh siúd ar glacadh leis a bheith eolach ar na ceisteanna seo, fíor den chuid is mó. Níor chóir go dtarlódh a leithéid seo aríst sa tír seo nó in aon tír ar domhan. Tá sé ceart agus cóir go bhfuil an díospóireacht seo ar siúl againn ar lá idirnáisiúnta na mban. Beannaím do chrógacht na mban a bhí gafa agus a cuireadh tríd oirdéal san ospidéal seo. Tá súil agam, mar a dúirt mé, nach dtarlóidh a leithéid arís.
#CharlieOConnorFF	unknown-#CharlieOConnorFF-party	unknown-#CharlieOConnorFF-dob	unknown-#CharlieOConnorFF-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	418	I wish to share time with Deputy Cooper-Flynn.I join colleagues, to whose contributions I have been listening, in commenting on this important matter. Of the many debates we have had in the Dáil since I was first elected three and a half years ago, this is one of the more profound. Many contributions have reflected that fact. Some colleagues may need to make political points, which is fair.I listened carefully to Deputy Boyle's contribution regarding the social history of Ireland. The Deputy made a valid point. However, it is reasonable to suggest there was a time in Irish history, in the last century, when many of these issues would not have been revealed or expressed. They certainly would not have been the subject of a major debate in the national Parliament. We should engage in such debates and not be afraid to do so. There was a time, however, when we did not engage in debates of this nature. Issues have come into the public eye over a period that had previously remained hidden for a long time. Each day we pass by the front gate of Leinster House we see proof of this. We live, as should be the case, in a different and more enlightened Ireland. The Minister of State, Deputy Tim O'Malley, will understand the sentiments I express in this regard.I wish to pay tribute to the Tánaiste and Minister for Health and Children, Deputy Harney, for facilitating this debate. I listened carefully to her contribution. People are entitled to make political points, which will always be the case, but this is a serious issue. Speaking as a man, we should show solidarity on International Women's Day, not only with the women who suffered or were involved in this terrible sequence of events but also with the many women throughout Ireland and further afield who are seriously upset and concerned about this issue. They are watching this debate. I was dealing with some other matter with a US Congressmen earlier and he had heard about this issue. In these times of technology, with websites and e-mail, that is probably not surprising. It is an important debate, however, and people will see it in that regard.I support the Tánaiste in what she is seeking to achieve. I am glad the Government, through her proposal, has agreed that Judge Harding Clark will advise on the appropriate redress scheme following the inquiry. All eyes will be on what is achieved. Our Lady of Lourdes Hospital will enter a folklore that contains many episodes. It is important to indicate to the Tánaiste that she will have much support throughout the country in having Judge Harding Clark advise on the cost of such a scheme and a mechanism for ensuring the maximum recoupment of such costs from wrongdoers and indemnifiers.There was a time when we all felt quite safe going to our doctors and hospitals, thinking they were the safest place to be. I hope this has not changed. This inquiry is indicative of challenges and difficulties and should stand as a lesson to everyone.
#BeverleyCooperFlynn	unknown-#BeverleyCooperFlynn-party	unknown-#BeverleyCooperFlynn-dob	unknown-#BeverleyCooperFlynn-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	419	Like previous speakers, I welcome the opportunity to speak on this shocking report. It is a shame that we are obliged to discuss a report of this nature on International Women's Day. All we can hope is that lessons will be learned from the horrific experiences outlined in the report.Before discussing the detail of the report, I compliment Patient Focus, which represents the patients involved who outlined their personal experiences, and Judge Maureen Harding Clark who produced the report. It must have been a difficult experience for the women involved and what they endured should not be underestimated. I compliment the Government on having moved quickly to establish a redress mechanism for the victims in this report. It is important that the issue be dealt with swiftly and that adequate compensation be paid to all the victims involved in a sensitive manner. I welcome the fact that Judge Harding Clark will ensure that this happens.One need not delve deeply into the report to be quite shocked at the history and background to the events. The historical part of the report points out that 15 complaints were made to the Medical Council between 1986 and 1998. However, it took until June 2000 before an inquiry began. Considering the length of time involved and the fact that complaints were being made in respect of a matter of such a serious nature, that delay is shocking. It took three more years, until July 2003, for the fitness to practice committee to find the case against Dr. Neary proven and to find him guilty of professional misconduct. The delay covers almost 17 years from the first complaint. A number of hysterectomies carried out in the years afterwards may have been avoided if action had been taken sooner.In this regard, I welcome the fact that a new medical practitioners Bill will be introduced. I welcome the Tánaiste's indication that she will make the heads of this Bill available to all interested stakeholders as soon as possible in order that a complete overhaul of the Medical Practitioners Act can be carried out and the new Bill can come before the House. The new legislation will introduce more streamlined and transparent procedures for the processing of complaints. Given the length of time it took to investigate in this particular case, that is necessary. Another scandal is the missing charts, which are referred to in the report and give cause for concern. The last page of the report states the removal of old maternity theatre registers, the selective removal of master cards and birth registers, which contained details of 40 Caesarean hysterectomies, and the culling of corresponding charts are attributable to a deliberate removal of information on those hysterectomies. The sad result of that is there are over 40 women looking for details on their own cases who may never know the truth about their personal situation. It is an absolute scandal that, as is clear from the report, this was a deliberate act to misrepresent the situation and blot out the truth. Fortunately the judge has revealed it and the truth will not be obliterated. Hopefully a Garda criminal investigation will get to the bottom of it.The table of clusters of procedures on page 62 of the report shows a shocking number of hysterectomies. For example, on 3 October there were two on one day. This happened on three separate occasions, the others being 3 December 1983 and in October 1980. Obstetricians might only carry out between two and ten hysterectomies of this type during their entire career. In this case, on three separate occasions from 1976 to 1998 there were two on one day.The report also highlights the complete lack of communication between the anaesthetist and the pathologist and among the various categories of consultants that allowed the situation to develop. A doctor might carry out a Caesarean hysterectomy but not communicate with the pathology department to ascertain the reasons for it. We know from an analysis of the various files that many of these hysterectomies could have been avoided. It is nothing short of an absolute scandal that consultants with God complexes made it virtually impossible, certainly for a lower ranking member of staff, to even question their activities. Let nobody be under any illusion, God complexes still exist in hospitals today. That is why I also welcome the announcement this morning by the Tánaiste of the setting up of the perinatal epidemiology centre in Cork, which will bring together statistical information from all the different units throughout the country to identify unusual trends so this can never happen again. The devising of a single maternity chart for all maternity hospitals is also critically important.When something like this comes into the public domain people start asking questions. Gone are the days when they take the word of a doctor on anything. Now people have the right to question, which is as it should be. In my local hospital the obstetricians meet on a weekly basis to discuss the various outcomes in their cases and an independent audit is critically important.
#SeymourCrawford	unknown-#SeymourCrawford-party	unknown-#SeymourCrawford-dob	unknown-#SeymourCrawford-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	420	I welcome the opportunity to speak on this but I wish we did not have to. There have been some comments about political issues but there were no political issues for the Deputies and Senators of the north east and we worked very closely together. The committee was chaired by Deputy Mary Wallace, now Minister of State at the Department of Agriculture and Food, with Deputy Ó Caoláin as secretary. There was total unanimity in our efforts to work with Patient Focus and all the women affected.I will never forget the first night I went to the Ardboyne Hotel in Drogheda and listened to the individual accounts of those who suffered under Mr. Neary and others. It was clear from their life situation what they and their families had suffered. Whatever money is paid to them will never recompense them for what they have endured. I give my sincere thanks to Patient Focus and all the women who brought their case into the open, which was not easy.The inquiry is extremely important and Judge Harding Clark must be congratulated and thanked for her work. The inquiry concentrated on the practices of Mr. Neary but there may be not enough on Dr. Lynch's practices, which cannot be ignored and must also be dealt with. This is the biggest medical scandal in the history of the State after hepatitis C and the report goes a long way to explain how the appalling practices went on over a 25-year period. Some 188 hysterectomies were carried out over that period of which 129 were by Mr. Neary. There are no details in the report of the numbers of ovaries or Fallopian tubes removed, babies that died or the scars that women will take with them to their grave. The obstetricians, junior doctors, anaesthetists, surgical nurses, midwives, pathologists and technicians all failed to bring this to somebody's notice. If it had not been for a midwife trained at the Royal Victoria Hospital, God knows if it would ever have come out. She, like Patient Focus and others, must be thanked for what she did.The Royal College of Obstetricians and Gynaecologists inspected the unit twice in those years and found it suitable for training registrars. The Royal College of Surgeons approved the unit for undergraduate training and An Bord Altranais carried out periodic assessments of the midwifery school at the hospital. Those names ring very hollow with those of us who represent Cavan and Monaghan. Those are the bodies which decided that, notwithstanding the good service given in Monaghan Hospital, the maternity unit there should be closed. They decided for whatever reason that they would shut it down as if they were God almighty. Now we learn that they inspected the unit twice in those years and found nothing wrong. The management said there was no problem with the maternity unit and Mr. Neary was obviously regarded as the dominant figure. We only have to compare the figures for hysterectomies in the Lourdes hospital to national deliveries to see the extraordinary difference. The ratio is one to every 166 in Lourdes hospital but one to 1,669 elsewhere.The record keeping was another problem. Birth registers were missing, as were 38 charts. Reports connected with the maternity unit were not included in the Lourdes hospital annual report. This doctor was famous for saying "He saved your life", which sums up the situation. The nurse that exposed the scandal was appalled by many practices that have long since been abandoned. There was no forum in which to express those concerns. Her colleagues told her that nothing could be done until a patient complained but she did a good job. I was born in the Lourdes hospital so I have nothing against the hospital, though many others might, for that reason.I pay tribute to Dr. Ambrose McLoughlin. He was the first person to give me details of this and I recognise the fact his work is recorded in the report. He highlighted the difficulties at a time others were trying to get us to back Mr. Neary and ensure no action was taken against him.I appreciate that many mothers would tell us that they have much for which to thank Dr. Neary. I welcome that Judge Harding Clark has published this report and agreed to advise the Government in respect of compensation. It is vital that she be given the wherewithal to deal with this matter properly. We do not want a situation in which she is curtailed in terms of how she can deal with the matter or in respect of the finances that are available to her. This issue must be dealt with quickly and openly.It is vital that people be allowed to put their cases forward in an open forum and that they be given the opportunity to be heard because of what they endured. It is also vital that cases such as that of Dr. Lynch and others be addressed and that there be complete closure in respect of this dreadful ordeal for the people concerned and for Patient Focus.
#TimOMalleyPD	unknown-#TimOMalleyPD-party	unknown-#TimOMalleyPD-dob	unknown-#TimOMalleyPD-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	421	I thank Members on all sides for their contributions.Judge Harding Clark has produced a comprehensive and fair assessment of the events at Drogheda. The challenge before us is to ensure that the various lessons are quickly taken on board by the health system as a whole and not just in respect of maternity services.I express my deepest regret and apologise to those women and their families for what happened. I particularly wish to welcome the members of Patient Focus who attended the House today. I wish to assure the women involved that many lessons will be learned from this report and that the Government will respond fully to its findings, which indicate that any isolated institution that fails to have in place a process of outcome review can produce a similar outcome to that at Our Lady of Lourdes Hospital. They also indicate that support systems to conduct regular and obligatory audits and mandatory continuing professional development and skills assessment at all levels of health care must be in place.As the Tánaiste stated, action is being taken to learn the lessons and implement the recommendations of the report in order to ensure the safety of every patient and prevent a recurrence of such events. The Tánaiste announced the establishment of a new national perinatal epidemiology centre at Cork University Hospital, with annual funding of €630,000, which will be up and running in the autumn. Every time a mother gives birth, the important interventions, good outcomes and complications will be recorded and analysed at a national specialist centre. Unusual trends will be easily and quickly observed and, most importantly, acted upon.Several Deputies asked about the peer review of a number of Dr. Neary's cases, which was carried out by three consultant obstetricians and which concluded that his practices presented no danger to patients. This part of the report is particularly disturbing and asks serious questions about the methodology employed in undertaking the review. My Department understands that the three consultants were asked, on Dr. Neary's behalf, to review a number of his cases, as selected by him, on a confidential basis. At that time, Dr. Neary had taken leave at the request of the management of the North Eastern Health Board. Judge Harding Clark concluded that it may have been the intention of Dr. Neary's union advisers and three colleagues to prepare their subsequent report to enable Dr. Neary to continue working, pending the outcome of a review of his practice by the Institute of Obstetricians and Gynaecologists.The position of those most affected by the report, that is, the women involved and their families, remains uppermost in our minds in light of the report. The House is aware that the Government has agreed to ask Judge Harding Clark to advise on an appropriate scheme of redress arising from her report's findings. She will also advise on the cost of such a scheme and on a mechanism for ensuring the maximum recoupment of such costs from wrongdoers and indemnifiers. Judge Harding Clark is well placed in light of her work to advise the Government on the issue of an appropriate redress scheme. Her work and the report have been widely acknowledged and I am confident that she will bring a valuable and unique perspective to bear on the issue of redress. She has won the respect and confidence of the women affected and other parties involved. She will commence her work immediately and bring her proposals to the Tánaiste as soon as possible.The report has heightened the determination of the Government that patients and the general public must be the primary focus of all decisions relating to health policy. The report will act as a significant catalyst in the reform agenda, in the strengthening of clinical audits, in the preparation of the medical practitioners Bill, in the reform of the current consultant contract and in improving management systems within our hospitals. The Tánaiste will bring proposals to Government to establish a mechanism to ensure that clinical governance arrangements throughout the health system will be strengthened. This will entail the fostering of a continuing culture of openness, preparedness to acknowledge errors and an ability to analyse clinical practice in an environment that does not always resort to blame and recrimination.The Tánaiste has announced her plans in respect of the medical practitioners Bill. It is clear that systems and procedures relating to the supervision of the medical profession must be modernised to allow for increased transparency, efficiency and flexibility and to ensure that all doctors are competent to continue in practice.The report has affirmed the approach pursued by the Government in the context of negotiations for a new contract for hospital consultants. The days of consultants working in splendid isolation, without effective clinical leadership, are at an end.
#FergusODowdFG	unknown-#FergusODowdFG-party	unknown-#FergusODowdFG-dob	unknown-#FergusODowdFG-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	422	We hope so.
#TimOMalleyPD	unknown-#TimOMalleyPD-party	unknown-#TimOMalleyPD-dob	unknown-#TimOMalleyPD-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	423	Yesterday, the Government approved the publication of the general scheme of the Bill providing for the establishment of the Health Information and Quality Authority on a statutory basis. Deputies are aware of the Tánaiste's opinion that there should be a licensing system in place for all hospitals. The Department will consider the mechanisms required to put it and, at a later stage, an associated enforcement regime in place.The inquiry found that the possibility of the maternity unit in Drogheda falling behind current practice was remote. However, we cannot be complacent in respect of this finding and the national hospitals office of the Health Service Executive is working to ensure that all necessary measures are taken on foot of the report's findings. The report acknowledges that significant changes in practice in the maternity unit were made to minimise or entirely remove the climate of isolation referred to in the Medical Council's report. The incidence of peripartum hysterectomies has fallen precipitously and now accords with national rates.Members will agree that this is a most comprehensive and fair report but it is also clear that many lessons must be learned and changes made to ensure that such events do not recur in any Irish hospital. The findings and recommendations are being examined in detail by the Department in consultation with the Health Service Executive, the Medical Council and other professional regulatory bodies. Actions are being taken and there is a clear determination on the Government's part that we must prevent anything of this nature happening again.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	424	The Select Committee on Transport has completed its consideration of the Air Navigation (Eurocontrol) Bill 2005 [Seanad] and has made amendments thereto.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	425	I move:"That Dáil Éireann,—recalling the brutal murder of solicitor, Patrick Finucane, at his home in Belfast on 12 February 1989;—noting the on-going allegations of collusion between loyalist paramilitaries and British security forces in the murder of Mr. Finucane;—recalling the commitments made at the Weston Park talks in July 2001 by the British Government to hold a public inquiry into the Finucane case, if so recommended by the Honourable Judge Peter Cory, it being clearly understood that such an inquiry would be held under the UK Tribunals of Inquiry (Evidence) Act 1921;—noting that Judge Cory found sufficient evidence of collusion to warrant a public inquiry into the case and recommended that such an inquiry take place without delay;—recalling that in his conclusions, Judge Cory set out the necessity and importance of a public inquiry into this case and that the failure to hold a public inquiry as quickly as reasonably possible could be seen as a denial of the agreement at Weston Park;—noting that the limited form of inquiry under the UK Inquiries Act 2005, proposed by the British Government has been rejected as inadequate by Judge Cory, the Finucane family, the Government and human rights groups;—commends the Finucane family for their courageous campaign to seek the truth in this case of collusion;—deeply regrets the British Government's failure to honour its commitment to implement Judge Cory's recommendation in full;—welcomes the sustained support of successive Governments and all parties for the Finucane family over the past decade in their efforts to find the truth behind the murder;—acknowledges the work of the sub-Committee on Human Rights in highlighting this case;—welcomes the Taoiseach's commitment and efforts in pursuing the case with the British Prime Minister Tony Blair;—endorses the Government's international efforts at highlighting the case in at the United Nations and at the Council of Europe in Strasbourg;—calls on the British Government to reconsider its position on the Finucane case to take full account of the family's objections and amend the UK Inquiries Act 2005; and—calls for the immediate establishment of a full, independent, public judicial inquiry into the murder of Pat Finucane, as recommended by Judge Cory, which would enjoy the full co-operation of the family and the wider community throughout Ireland and abroad."I welcome the opportunity to introduce this all-party motion calling for an independent public inquiry into the murder of Belfast solicitor Patrick Finucane. On behalf of the Government, I welcome Mrs. Geraldine Finucane and members of the family, who are in the Public Gallery.The House is aware of the consistent, strong support the Government has given the Finucane family in its quest for an independent inquiry into this murder. The Government continues to meet regularly with the family and the Taoiseach met Mrs. Finucane most recently on 27 February and will meet her again next week in Washington.The Finucane family has been campaigning for over 17 years to obtain the full truth behind the brutal murder that took place in their home. Many of the facts surrounding the murder are well known because of the three investigations undertaken by the former head of the metropolitan police, Lord John Stevens. He was asked by the British Government to look at allegations of collusion on three separate occasions, and his reports have led to one prosecution, that of Ken Barrett, and over 20 recommendations that are being considered by the public prosecution service of Northern Ireland.The Government has consistently supported the Finucane family in their efforts to ascertain the full extent of the collusion behind Mr. Finucane's murder, to learn who was behind the perpetrators, and to reveal the involvement of the British security forces in this case. Judge Peter Cory was appointed by both Governments following intensive negotiations at Weston Park in the summer of 2001 to examine six cases where collusion was suspected. Although heavily redacted, the Cory collusion inquiry report on the Pat Finucane case was published by the British Government on 1 April 2004. I remind the House of Judge Cory's concluding paragraph:Some of the acts summarized above are, in and of themselves, capable of constituting acts of collusion. Further, the documents and statements I have referred to in this review have a cumulative effect. Considered together, they clearly indicate to me that there is strong evidence that collusive acts were committed by the Army (FRU), the RUC SB and the Security Service. I am satisfied that there is a need for a public inquiry.Judge Cory found sufficient evidence of collusion to warrant a public inquiry into Pat Finucane's murder. He further recommended that a public inquiry should take place without delay. He also set out the type of public inquiry required, namely, that provided for in the Tribunal of Inquiries Act 1921.The British Government has failed to set up the type of public inquiry recommended by Judge Cory. Instead the UK Inquiries Act 2005 was passed by the British Parliament last April. The British Government insists that the Finucane inquiry will be held under this Act and is preparing arrangements accordingly. This is not acceptable to the family, to this Government, to the Committee of Ministers in Strasbourg, nor to the many international human rights groups which support the Finucane case. Rarely has a case received such widespread domestic and international support. Mrs. Finucane will appear again next week before US congressional hearings in Washington, and my Department is privileged to be able to assist her in arranging meetings on Capitol Hill.The UK Inquiries Act does not meet the standard set by Judge Cory, nor the understanding reached at Weston Park. Many difficulties exist with the new legislation. An inquiry held under it will not be regarded as sufficiently independent or transparent, given the potential use of restriction notices and the potential degree of ministerial control. Judge Cory repeated these concerns two weeks ago in Belfast. In the sole case in this jurisdiction where Judge Cory recommended a public inquiry, it is being held under the 1921 Act. This case is the Breen and Buchanan inquiry chaired by Mr. Justice Peter Smithwick.The Government has made clear our opposition to the British proposals, both bilaterally and through international fora. We will continue to do so in London, Washington, Belfast and elsewhere. I have consistently raised this case with the Secretary of State for Northern Ireland, Mr. Peter Hain, who met with the Finucane family last month. I regret to say that in his recent reply to the family the Secretary of State failed to address the family's fundamental concerns.The Government wishes the British Government to establish a full, independent and public judicial inquiry into the murder of Mr. Finucane, and nothing less. I commend this motion to the House.
