#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	0	I welcome members and viewers who may be watching the proceedings on Oireachtas TV. On 19 December 2018 the Dáil ordered that the Revised Estimate for Vote 40 - Children and Youth Affairs be referred to the select committee for consideration. After its consideration of the Revised Estimate, the committee will report back to the Dáil. I welcome the Minister for Children and Youth Affairs, Deputy Zappone, and her officials. I thank her for coming before the committee. The proposed format is that the committee deal with the Vote on a programme by programme basis. The Minister will give an overview of the Revised Estimate, outlining pressures likely to impact on her Department's expenditure in 2019. The floor will then be opened to members of the committee to ask questions. I ask them to put their specific questions by programme in order to make progress in an orderly and efficient manner. Members are reminded of the long-standing parliamentary practice to the effect that they should not comment on, criticise or make charges against a person outside the House or an official, either by name or in such a way as to make him or her identifiable.  I remind all attendees to switch off their mobile phones and move them away from microphones as they will interfere with the quality of the recording and broadcast of the proceedings. Members received a briefing document on the Revised Estimate in advance of the meeting. I invite the Minister to make her opening statement.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	1	I am pleased to discuss my Department’s Revised Estimate for 2019 which provides for a taxpayers’ investment of €1.5 billion, which represents an increase of just under €107 million, or 8%, on the allocation for 2018, following the Supplementary Estimate in December. As a result, my Department will spend €1.478 billion in current expenditure and €32 million in capital expenditure during 2019. Approximately half of the Vote is targeted towards public services that protect children and provide for their welfare. Another significant portion is provided to continue our journey to build an accessible, affordable and high quality early learning and care system. In addition to these areas, my Department’s Revised Estimate for 2019 contains a provision of almost €63.6 million for youth services. These resources will fund youth services throughout the country, including services for those at risk of disadvantage, and help to address some of the remaining challenges faced by LGBTI+ young people. The allocation for youth services represents an increase in funding of €3.4 million, or just under 6%, on the allocation for 2018. Other key items of expenditure include €26 million to meet the costs of the Irish Youth Justice Service, including the operational costs of the Oberstown Children Detention Campus; €19 million to meet the operational costs of my Department; €9.5 million for prevention and early intervention programmes which now include the area-based childhood programme and the prevention, partnership and family support programme; €7 million for the intervention programme for children and young people; €5 million for the Adoption Authority of Ireland; €4 million for the Commission of Investigation into Mother and Baby Homes; and just under €3 million for the Office of the Ombudsman for Children. The prevention and early intervention programmes are now fully funded by my Department following the completion of the welcome contributions made by Atlantic Philanthropies in previous years. The select committee will be aware that the single biggest item of expenditure in my Department’s Vote is the budget of Tusla, the Child and Family Agency. I am pleased to confirm that Tusla will receive additional funding of €31 million in 2019, which will bring its overall allocation to €785 million, which represents an increase of 4% on the allocation for 2018. When Tusla was transferred out of the HSE in 2014 to become a statutory agency in its own right, its budget allocation was €609 million. In the five years since its establishment funding has been increased by 29% to its 2019 level of €785 million. In addition, I am making a further €3 million available to it from my Department during 2019 to fund specific developments in the provision of support for family resource centres and to deal with domestic, sexual and gender-based violence. This level of investment underlines my commitment to ensuring Tusla is properly resourced to meet its mission statement in protecting and supporting the most vulnerable children, young people and families. With this level of investment, there is a strong onus on it to deliver on its ambitious business plan for 2019. I will work closely with the new chairperson of Tusla, the interim CEO and his management team to achieve the outcomes we all want to see from this year’s investment.  On early learning and care services, the international evidence is clear that investment in children during their early years results in long-term gains for them, their families, the economy and society in general. I am particularly proud of the increased resources being made available in 2019 for childcare services which we now call early learning and care services. I am on record as acknowledging that the radical transformation we want to see in the sector cannot be achieved in one, two or even three budgets. I have always said it will take time to correct decades of under-investment. As members of the committee will recall, I received additional funding in 2018 for childcare services by way of a Supplementary Estimate which brought funding levels to more than €500 million for the first time. The additional €59 million to be provided in 2019 brings funding for early learning and care services to just under €575 million. Children, parents and providers are all set to benefit.  The increased resources will allow me to continue to meet the growing demand for universal and targeted supports and enable me to widen the thresholds under the new affordable childcare scheme that I will introduce later this year. Under the scheme’s original policy proposals, income-based subsidies would have been available to all families with a net annual income of up to €47,500. This threshold will now increase by 26% to cover all families with a net annual income of up to €60,000. The scheme’s lower income thresholds have also been adjusted, meaning that maximum subsidy rates will be paid to all families with a net annual income of up to €26,000, whereas the previous proposed threshold stood at €22,700. The increased thresholds will mean that thousands of more families will benefit from the scheme once it is launched at the end of the year and see the cost of early leaning and care services tangibly reduce, resulting in a real impact.  I am planning the phased regulation of school-age childcare services and have set side an additional €450,000 for the Tusla early years inspectorate to enable it to begin to register services with effect from 18 February. This will enable school-age childcare services to access the affordable childcare scheme, help to support children’s safety and well-being and assist in the provision of new school-age childcare places, thus improving parental choice and supporting female labour market activation. Our investment in early learning and care services will help to lay the ground for the exciting opportunities presented by the recently published First 5, A Whole-of-Government Strategy for Babies, Young Children and their Families. 
First 5 will provide every child with a good, strong and equal start and represents a whole-of-government approach, with the objective of streamlining and improving parenting supports provided by a range of Departments and State agencies. I am pursuing some important legislation as a matter of priority. I recently announced my intention to table some important amendments to the Adoption (Information and Tracing) Bill 2016 which was passed on Second Stage in the Seanad some time ago. We are also finalising the text of a Bill to amend the Children Act 2001 that will form the basis for major reform of the guardian ad litem system. I know that the select committee shares my ambition to have these important Bills enacted as soon as possible.  The significant increase in resources in my Department’s Vote for 2019 brings great opportunities for the targeted development and improvement of services. I will work closely with Tusla, the early learning and care sector, my Department and all stakeholders across the wide range of services provided to achieve the best possible outcomes and value for money we can achieve. We have made good progress in recent years and I am determined to press ahead with the agenda I have set out.
#LisaChambers	unknown-#LisaChambers-party	unknown-#LisaChambers-dob	unknown-#LisaChambers-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	113	I have two questions. The first is on the pay scales of social care workers and if anything has happened on that front. The second relates to how much funding was spent on the children and young people's services committee, CYPSC, co-ordinators and on the entire CYPSC programme in 2019?  Finally, has there been an increase in expenditure in administration in 2019 in comparison with 2018? One of the points we have raised previously is that in order to free up more social workers to do social work, they could be given additional administration support to cover the basics like letters, typing, minutes and assisting with meetings. 
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	114	The Deputy also asked about pay scales for whom?
#LisaChambers	unknown-#LisaChambers-party	unknown-#LisaChambers-dob	unknown-#LisaChambers-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	115	Social care workers.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	116	We will provide that to the Deputy; I do not have that exact detail to hand here.
#LisaChambers	unknown-#LisaChambers-party	unknown-#LisaChambers-dob	unknown-#LisaChambers-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	117	No problem.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	118	Does the Deputy's question relate to administrators and effectively, to staff mix?
#LisaChambers	unknown-#LisaChambers-party	unknown-#LisaChambers-dob	unknown-#LisaChambers-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	119	Yes, additional support for social workers.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	120	There are two aspects to that. The primary aspect is that increasing the number of administrative support workers will free up our social workers to do more of the job they have been trained to do. We may have some figures on increasing administrative staff, certainly for 2018 and I will see if I have them to hand. That is the intention and as that happens, the intensity and disadvantages arising from our inability to recruit as many social workers will reduce. That is the first point. Second, this point also refers to the importance of the Tusla multi-annual strategic workforce plan, on which the agency has been working for some time now. It will encompass their capability, as well as their capacity planning. They are working on a plan that is rooted in evidence as to how to manage their talent, as well as the types of workers that they require. It has five or six key strategic themes, which include recruitment, retention, organisational design and supply. Consideration also must be given to how these differ across the regions, as well as the kinds of work that are required. It is not finished yet and a number of drafts have gone before the board. In the last while, I appointed a number of board members. I appointed two human resource experts and I expect that bringing such expertise to examine that workforce plan has meant the board has called for a little more detailed work to be done on the complexity of the plan. It sounds straightforward and is true that simply bringing in more administrators would help us with the social workers; we all know that. We must look, however, for the optimal mix, how this will work in the different regions and how it will impact the panels Tusla has established. These are all matters that are being dealt with in the workforce plan. When that becomes available, and we expect it will be in the next short period of time-----
#LisaChambers	unknown-#LisaChambers-party	unknown-#LisaChambers-dob	unknown-#LisaChambers-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	121	Just on that point, are social workers themselves being consulted? It may be worthwhile to ask them what their needs are. If one has five or six social workers in the same office, perhaps they will say that if they had one administrator between five or six people, that it might make a huge difference. I am not sure what process-----
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	122	I will look at that suggestion. I am not exactly sure if they do or do not, but I cannot imagine that they have not.However, the Deputy is right and her suggestion would help significantly. The kind of agency staff being used is due to not enough social workers being recruited. In the context of the recruiting the number and mix of staff required, supports have recently been put in place recently. For example, the new national computer system has been installed and is allowing for greater efficiency in how social workers work by reducing the amount of time they spend on administration. There have also been improvements in their case management systems. Various reforms relating to the number and mix of staff required are under way. The process involved in developing the strategic works plan has involved staff, including social workers in terms of determining the supports they need. The Deputy also inquired about CYPSCs. The funding that is available is €2.4 million. Does that answer the Deputy's specific question?
#LisaChambers	unknown-#LisaChambers-party	unknown-#LisaChambers-dob	unknown-#LisaChambers-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	123	What money has been allocated to CYPSCs for this year?
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	124	It is €2.4 million for 2019.
#LisaChambers	unknown-#LisaChambers-party	unknown-#LisaChambers-dob	unknown-#LisaChambers-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	125	How does that compare to 2018? Was there an increase in funding?
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	126	I am sure that we have an exact comparison. CYPSCs are an important structure and group of people.
#LisaChambers	unknown-#LisaChambers-party	unknown-#LisaChambers-dob	unknown-#LisaChambers-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	127	Yes. It is a worthwhile project. Many organisations and agencies provide services to young people, and the role of the co-ordinator is to try to tie them together and get better efficiencies and outcomes for young people.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	128	Correct.
#LisaChambers	unknown-#LisaChambers-party	unknown-#LisaChambers-dob	unknown-#LisaChambers-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	129	In terms of the allocation of €2.4 million in resources for 2019-----
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	130	To which allocation is the Deputy referring?
#LisaChambers	unknown-#LisaChambers-party	unknown-#LisaChambers-dob	unknown-#LisaChambers-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	131	The allocation of the €2.4 million.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	132	For CYPSCs. I am sorry.
#LisaChambers	unknown-#LisaChambers-party	unknown-#LisaChambers-dob	unknown-#LisaChambers-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	133	Is that done on a CYPSC-by-CYPSC basis? For example, Laois-Offaly has one CYPSC and County Mayo has its own CYPSC. Do they get equal allocations? How does the Department go about allocating funding? Is it based on an area's population of children?
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	134	I will look for the answer to that question and revert to the Deputy. It is a good question.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	135	Has the Minister been provided with the answer to my question on the personnel resources available to Oberstown vis-à-vis health and safety, given the historical issues? The other matter I raised related to-----
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	136	Health and safety.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	137	-----additional staff. Does the Minister have a breakdown of their numbers?
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	138	I do not believe we have that information with us.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	139	The Minister can find it later.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	140	Generally, we are satisfied that there are resources to meet the health and safety concerns that the Chairman has raised and that have been in the background. I can provide him with more detail in that regard, but we are satisfied from working through the budget with Oberstown that it has what it needs.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	141	Perhaps the Minister will supply a note to the secretariat on the issues of staffing and allocation. It would be helpful.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	142	I would be happy to do that.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	143	If members are satisfied with programme A, we will move on to programme B.
#DeniseMitchell	unknown-#DeniseMitchell-party	unknown-#DeniseMitchell-dob	unknown-#DeniseMitchell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	144	I wish to discuss a few elements of programme B. I welcome much of this, in particular the increases across the board. The intervention programme for children does good work, for example, the book bag pilot scheme. The Minister may not have the information with her, but pilots are referenced. Have those started? Where have they been run? Great work is being done in terms of, for example, the Big Brother Big Sister mentoring programme and the baby boxes, which the Minister-----
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	145	Yes.
#DeniseMitchell	unknown-#DeniseMitchell-party	unknown-#DeniseMitchell-dob	unknown-#DeniseMitchell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	146	What is the position of these pilot programmes and when can they be rolled out?
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	147	The Deputy is referring to the category of interventions.
#DeniseMitchell	unknown-#DeniseMitchell-party	unknown-#DeniseMitchell-dob	unknown-#DeniseMitchell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	148	Subhead B8.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	149	The Big Brother Big Sister programme is not a pilot.
#DeniseMitchell	unknown-#DeniseMitchell-party	unknown-#DeniseMitchell-dob	unknown-#DeniseMitchell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	150	No.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	151	It has been running with Foróige for a number of years. It operates in a strong way and provides a number of services. The programme received €792,000 in funding in 2018 and had a target of 500 community-based matches and 2,430 school-based matches. It is a sizeable programme. The Deputy identified another example, that of the therapy demonstration project, which also involves the Department of Education and the Skills, the National Council for Special Education and the HSE. A great deal of money - €609,000 - has been contributed to a demonstration project for 2019. The intention is for it to demonstrate and evaluate the model at that funding level, the hope being that it will be identified as one of the best ways of providing services, in particular speech and language therapy and occupational therapy, to children in a manner that allows them access when they need it. How such services are offered, or not offered, currently presents a difficulty in that regard. The project involves 75 schools and 75 early learning care services. That is why we are calling it a demonstration as distinct from a pilot. Money has been provided for evaluation in the hope that we can move forward and scale it upwards. Regarding the baby box and the book bag pilots, approximately €100,000 has been allocated to each of these in 2019 to determine what kind of response there would be. I hope that more significant investment will result from that, but these are new ideas and, as such, this is the best way of proceeding.
#AnneRabbitte	unknown-#AnneRabbitte-party	unknown-#AnneRabbitte-dob	unknown-#AnneRabbitte-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	152	The increase in funding for youth organisations and services is welcome. I do not want to stray into other issues, but what prerequisites or boxes need to be ticked ahead of that funding being allocated? I ask with a mind to safeguarding. When groups make applications, are there certain terms and conditions to which they must adhere? Given that children are involved, child protection is obviously an issue. Does the Department conduct follows up?
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	153	Is the Deputy referring to organisations' compliance with the Children First guidelines and the safeguarding statements?
#AnneRabbitte	unknown-#AnneRabbitte-party	unknown-#AnneRabbitte-dob	unknown-#AnneRabbitte-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	154	Yes. I do not want to stray into something on which there could be a further meeting.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	155	Prerequisites would be integral.
#AnneRabbitte	unknown-#AnneRabbitte-party	unknown-#AnneRabbitte-dob	unknown-#AnneRabbitte-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	156	Does the Department carry out an audit on an annual or bi-annual basis to ensure that those boxes are ticked?
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	157	As the Deputy knows, some of the funding programmes and processes are done in partnership with the National Youth Council of Ireland, NYCI. There are a number of funding scheme types.In the context of the NYCI and the partnership that we have with it, those kinds of things are identified and part of its role is to administer some of those aspects for us in terms of monitoring and ensuring that happens. The same applies to the education and training boards, which is why some of the funding for youth services is directed to them.
#AnneRabbitte	unknown-#AnneRabbitte-party	unknown-#AnneRabbitte-dob	unknown-#AnneRabbitte-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	158	It is important for people to understand that because a lot of questions have been asked in recent days. I must compliment the access and inclusion model, AIM, preschool programme and the wonderful work involved. What way will that programme be developed going forward? Will best practice relating to it be shared with the Department of Education and Skills, for example, in order that the programme does not finish at six years of age?
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	159	Is the Deputy referring to the AIM programme?
#AnneRabbitte	unknown-#AnneRabbitte-party	unknown-#AnneRabbitte-dob	unknown-#AnneRabbitte-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	160	Yes. Is there a conversation taking place on that? We are all very interested in early intervention, which works incredibly well. As Deputy Sherlock stated, when we find something that really works, that benefits children and that enables them to make the progress they need to make, it seems a shame that it would stop when they reach six. Is there a way of continuing that? Perhaps it is a question for the Minister of State at the Department of Health with responsibility for disabilities, Deputy Finian McGrath. Is there a conversation taking place with a view to expanding it?
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	161	That is an excellent question-----
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	162	I am sorry to interrupt, but I would like to add to what Deputy Rabbitte has just said. One of the conversations that I have had since taking on the role of Chairman of this committee has been with primary educators on how the ECCE programme and early years education integrates with primary-level education. It is not a dissimilar question to the one posed by Deputy Rabbitte. Is there an ongoing conversation about that and are lessons being learned as the programme evolves?
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	163	Yes. The AIM programme and the examination of the evidence there has helped to influence the SNA review in the Department of Education and Skills. There are three elements to this, the first of which is looking at the ways in which the model itself operates in the ECCE programme, from level 1 to level 8. There is a cultural level and it is there for everyone, how to be inclusive in a diverse context, the learning for the children up to the provision of additional supports if one wants to reduce the child, staff ratio because of the complexity of the needs of the child in that particular setting. That is a model, approach and process to supporting children with additional or special needs that is influencing and is there as a possible resource for what goes on then when the child moves into the primary school setting. The second element, which relates to the question from the Chairman, is the transition from the ECCE programme into primary education. That is also being examined because it is really important. As we continue to ensure that AIM reaches more children and more settings and we increase the resources for the model my expectation, as a former educator, is that there should be less need over time if we succeed in terms of prevention and early intervention. The child should be more able for learning as he or she moves into primary and on to secondary level. That is not to say that if the child still needs it, that the support should not be there. In theory, though, that is what should be happening.
#AnneRabbitte	unknown-#AnneRabbitte-party	unknown-#AnneRabbitte-dob	unknown-#AnneRabbitte-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	164	We should aspire to a situation where the needs assessment is done prior to the child entering the formal education system. The requirement for a needs assessment should be identified before the child leaves the ECCE or preschool setting-----
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	165	Or have started at least----
#AnneRabbitte	unknown-#AnneRabbitte-party	unknown-#AnneRabbitte-dob	unknown-#AnneRabbitte-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	166	Yes. That would be fantastic because it would mean that we have identified the needs and the supports required for the rest of the way through the education system.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	167	I should mention, in response to earlier questions, that there is a cross-departmental group which oversees the implementation of AIM. The model also considers transition to primary school. Play school and early years specialists do consider that. The Departments of Education and Skills and Health, the HSE and others are involved in the governing of these aspects.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	168	As I stated at the outset, this is a very positive meeting. The vast majority of Departments are receiving increases in funding. The Department of Children and Youth Affairs is no exception and it is using that money to really good effect. However, there are a number of issues, some of which have been identified already with regard to social workers. I am also slightly disappointed by another issue and would like further information on it so that the committee can do a body of work in attempting to support the Minister. I am referring here to the delivery of the ECCE programme and the targets that have been set which have not been met. The target for ECCE was 126,000 but only 106,000 actually entered the system. I would like to understand whether that target was achievable, how it was set and why it was not met.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	169	Which one?
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	170	The target for 2018. The target for 2019 is 109,500 children. It was revised down and approximately 20,000 fewer children participated in the ECCE programme, according to figures supplied for Vote 40 for 2019. I would like to understand why that was the case. Is there a deficiency there in terms of parents making a choice? Is there a difficulty with parents finding a facility nearby into which they can put their child? Is that the problem or is there something else involved of which we are not aware? I ask the Minister to address that issue.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	171	As members know, the programme is demand led. Currently, some families switch to the community childcare subvention, CCS, programme because it can be a better resource for them. We do not believe there is any major failure in relation to the uptake. As we move to the affordable childcare scheme and as we provide a better and easier way to offer the wraparound services to ECCE, that might influence the way in which we can project what is required as well as, perhaps, an increase in uptake. I do not know but as we move to the future model-----
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	172	It is not a criticism at all.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	173	I do not hear it as a criticism.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	174	It is a marvellous programme. Both of my children have gone through it.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	175	That is good to hear.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	176	It is incredibly beneficial to young boys and girls around the country. Of course, it is incredibly beneficial to their parents too. Of the 20,000, did a fair percentage go into CCS, to the Department's knowledge, or is there an element of assumption in that? Is there something within the programme that is not working for parents? The age limit issue was resolved in 2018 and I would have thought that it would have increased the uptake but it did not have that effect.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	177	This could be worthy of further exploration.The two-year increase, the number of weeks and the changing of the timing as to entry all have an influence but perhaps it is also about looking at what parents who do not avail of the full two years want, depending on the child's school-starting age and whether they want the child to be in ECCE or junior infants. That is one of the interesting questions.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	178	It is. It is a question I would love to ask both the Minister, Deputy Zappone, and the Minister for Education and Skills, Deputy McHugh, in the same room. It is a question I ask every December and January when my office is bombarded with parents saying their child is 35th on the waiting list for the local primary school. When I ask what age the child is and the parent says "four", I scratch the back of my head and ask when the child will be five. Sometimes, I am told it will be in December, February or March. Other jurisdictions have taken the following step and I do not understand why we have not. We should impose a minimum age for entry into primary school. Educationally, what ECCE provides versus what a primary school can provide with the ratio differences are chalk and cheese. A child of four really benefits from ECCE or being at home rather than being in a primary school environment. It is not necessarily a related question but the Minister's view would be welcome.
