#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	0	I welcome the Minister for Justice, Equality and Law Reform, Deputy McDowell, and his officials to the meeting, the purpose of which is to consider Committee Stage of the Civil Liability and Courts Bill 2004. It has been suggested that we should try to finish by no later than 5 p.m. Is that agreed?
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	1	What will happen if we do not finish by that time?
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	2	We need to finish the Bill today. At what time will we return if we do not finish by 5 p.m.?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	3	We should aim to finish by that time.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	4	We will aim to do so but should make provision in case we do not.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	5	I am prepared to join in that aim.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	6	If we do not finish by 5 p.m., we can re-examine the matter.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	7	The suggestion is to leave it open. We will endeavour to finish by 5 p.m.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	8	Since brevity is the soul of wit, we should be brief.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	9	If I try to push them along, members will know it is with the intention of finishing before 5 p.m. Is it agreed that we will review the matter as we approach 5 p.m.? Agreed.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	10	Due to administrative difficulties in my Department, our amendments to section 36 have only been——
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	11	On what page?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	12	They are not there. I have sent copies of the proposed amendments to the Clerk to the committee and Opposition spokesmen in order that they will understand what we intend to do with regard to the  in camera rule. Because of a glitch yesterday, we were unable to get them to the Bills Office in time for inclusion in the approved list of amendments.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	13	Does the Minister have a draft of what he is proposing?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	14	I do and would like everybody to have it.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	15	Is the Minister proposing that we discuss them on Committee Stage or flagging them for Report Stage?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	16	I will do whatever the committee is agreeable to. At the very least, I wish to flag them for Report Stage. If this meets with approval, we will discuss them on Committee Stage.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	17	Perhaps we will deal with them later because spokespersons have not yet received a copy.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	18	I will be introducing an amendment on Report Stage which will deal with the commencement date of the Bill's provisions. The aim is to commence as many provisions as possible without the need for a commencement order. The amendment will seek to narrow the delayed commencement to as few provisions as possible.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	19	Can the Minister explain the technicalities in this regard?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	20	Section 1(2) effectively gives me free reign to commence virtually any provision whenever I want. I hope to amend this section on Report Stage to make it clear that certain provisions will commence on the passing of the Bill and will not rely on me to make commencement orders.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	21	Can we underline the Minister's name when it is included in the legislation?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	22	With the reshuffle coming up, I would not want to do that.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	23	We have failed so often in the past.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	24	Is there a message in that? The press should take note.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	25	Amendments Nos. 2 and 3 are consequential on amendment No. 1 which is in the name of the Minister. Therefore, amendments Nos. 1 to 3, inclusive, may be discussed together by agreement. Is that agreed? Agreed.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	26	I move amendment No. 1:
In page 6, subsection (1), line 26 to delete ", for".These are technical amendments purely to rectify a drafting point which emerged.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	309	Is the amendment agreed to?
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	310	I thought we agreed to withdraw the amendment and retable it.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	311	I will retable it tomorrow.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	312	Amendments Nos. 44 to 46, inclusive, are related and will be discussed together.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	313	I move amendment No. 44:
In page 21, to delete lines 40 and 41 and substitute the following:"‘accounts' means—(a) the general cash account,(b) the dormant account of the funds of suitors of the High Court,(c) the ledger account, and(d) the special account for small balances;".Amendments Nos. 44 and 45 relate to an amended definition of the term "accounts". "Accounts" means the general cash account, the dormant account of the funds of suitors of the High Court, the ledger account and the special account for small balances. Amendment No. 45 seeks to delete "1986".
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	314	It is a straightforward amendment.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	315	I move amendment No. 45:
In page 22, line 5, to delete "1986,".
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	316	I move amendment No. 46:
In page 22, between lines 8 and 9, to insert the following:"‘financial institution' means the person with which the accounts are maintained, being—(a) a person in respect of whom a licence under section 9 of the Central Bank Act 1971 is in force, or(b) a building society within the meaning of the Building Societies Act 1989;‘fully indemnified' means, in relation to a person—(a) that, in the case of funds in the form of money, the person has been paid the amount standing to his or her credit on the date that the funds were paid into the dormant account of the funds of suitors of the High Court and any interest accruing from that date, and (b) that, in the case of funds other than in the form of money, the person has been paid the amount standing to his or her credit on the date of their realisation and any interest accruing thereon from that date;‘general cash account' means the general cash account of the funds of suitors held with the financial institution in the name of the Accountant;".The purpose of the amendment is a new definition for the type of financial institutions which might hold the accounts of the Courts Service. This is essentially to allow the Courts Service greater flexibility in deciding which financial institutions might handle its accounts. Up to now, the Bank of Ireland has always held the account. That bank has been specifically mentioned in previous funds of suitors and in the Bill as passed by the Seanad. There is no animus or complaint against the Bank of Ireland. It is simply prudent to provide this freedom of choice to the Courts Service.The second new definition concerns the indemnity to be offered should any loss occur to anyone who holds a dormant account. The proposed definition follows further consultation with the Courts Service and is designed to provide for the first time an explicit definition as to the nature and extent of the indemnity. A third new definition under the proposed amendment relates to the general cash account. It is essentially a drafting point which complements the other proposed changes.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	317	Amendments Nos. 47 to 51, inclusive, are related and will be discussed together.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	318	I move amendment No. 47:
In page 22, lines 19 to 23, to delete subsection (1) and substitute the following:"(1) The Chief Justice shall, as soon as may be after the commencement of this Chapter, order the Accountant to realise all of the investments of the dormant account of the funds of suitors of the High Court.(2) The Chief Justice shall, not later than 3 months after—(a) the expiration of 5 years from the making of an order under subsection (1), and(b) the expiration of each subsequent period of 5 years from the date on which an order under this section is made,order the Accountant to realise all of the investments of the dormant account of the funds of suitors of the High Court.".The proposed new subsections (1) and (2) revise and clarify the previous provision with the regard to the Chief Justice giving an order to the accountant. The reference is now "as soon as may be after the commencement of this Chapter". It is a drafting point. The previous references in subsection (1) as passed by the Seanad to small accounts balances held solely in cash and to the non-realisation of 2.5% of the dormant funds are deleted. This section now deals only with the realisation of non-cash dormant investments. The proposed subsection (2) is a provision to permit for the future realisation of dormant investments on each fifth anniversary of the passing of the Bill.On amendment No. 48, the general objective of that section remains the same. This provides for the transfer of dormant funds of suitors to the Exchequer with the proviso that they can be used for the benefit of the courts projects. On Committee Stage of the Bill, some Deputies highlighted this as a form of ringfencing. I want to make it clear that these dormant funds are a special case.The previous Funds of Suitors Act, in allocating funds to certain specified cultural and legal projects, could be considered a form of ring-fencing. This Bill continues that approach but provides now that it should be used for court related projects, all likely to benefit those who need to use such facilities that will receive the funds. The Minister for Finance is agreeable that these funds can be seen as extra for that specific purpose. If he is willing to see it that way then I must do so. I am sure that Deputies will be able to put forward many suggestions to the Courts Service as to what should be done with those moneys. Nonetheless, it is a court function.The previous reference to the Bank of Ireland, in this section, has been deleted for the reasons that I explained earlier. The proposed provision is that the Chief Justice can direct, from time to time, the amount of the dormant funds to be paid to the Exchequer, as not exceeding 97.5% of the aggregate of the moneys available, effectively providing for a small reserve and for a rolling mechanism to enable the future disposal of all realised dormant funds without recourse to new legislation. This complements the amendment under section 32 providing for the realisation, in the future, of non-cash dormant investments.With regard to amendment No. 49, the revision of the original section as passed by the Seanad is minimal and essentially of a drafting nature. As has been previously noted, the reference to the Bank of Ireland has been removed and replaced with a generic reference to the financial institution. The reference to the indemnity to be offered to suitors in the unlikely event that funds are not available to meet claims for repayment is shortened. The committee will recall that I proposed to include a definition of indemnity in the definitions section.On amendment No. 50, the proposed inclusion of a new section requiring the Courts Service to make a public notification of the transfer of dormant funds to the Exchequer is consistent with the provisions of the dormant assets legislation already enacted, the Dormant Accounts Act 2001 and the Unclaimed Life Assurance Policies Act 2003. The four previous Funds of Suitors Acts did not include such a provision. Thus subsection (1) of the new section 35 provides that within three months of the transfer of the value of the dormant funds to the Exchequer the accountant shall make a public notification to that effect in Iris Oifigiúil, in newspapers circulated within the State, the Law Society Gazette or by any other means considered appropriate. The notification procedure will facilitate suitors to make legitimate claims for repayment. The public notification procedure for any subsequent transfers of dormant funds to the Exchequer is made conditional that the amount exceeds €100,000. This is a sensible approach as it might only concern small sums and the expense involved would not be justified.In subsection (2) the accountant is required to make all reasonable efforts to write to persons with an entitlement to their own funds informing them of its transfer to the Exchequer. In reality, this is unlikely to impose a great burden on the Courts Service as due details are available for most of the dormant account holders. In subsection (3) it is provided that the expenses involved in public notification can be paid from the remaining funds not paid over to the Exchequer.On amendment No. 51, the new section 36 provides that the accountant should keep a register of the key details with regard to dormant account holders. The proposed new section requiring the Courts Service to keep a register of dormant fund holders is consistent with the reform of the accounting procedures in the courts and the provisions of the dormant assets legislation already referred to. Again, the four previous Funds of Suitors Act did not include a provision for such a register.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	319	This looks to be a matter of accounting. The technical details seem to be in order. Again, it raises the question of ring-fencing. When the Minister persuaded the Minister for Finance to agree that it was extra funding, did he also make any progress on the proceeds of crime legislation? We sought to have the latter ring-fenced in the same way because it was not mainstream funding for the Exchequer. Instead it was additional and came from the Criminal Assets Bureau. It is very desirable to use the windfall funds for the Courts Service's building projects that might not otherwise have been undertaken. I hope the Minister will continue with the precedent that has now been clearly established.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	320	I am now driven back to resorting to the tyranny of consistency argument in relation to all of this.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	321	What kind of money are we talking about? Is it about €10 million?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	322	It is €9.4 million.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	323	I had a quick perusal of the list of amendments and they seem to be in order. To a large degree, we have to trust that the Minister and his officials teased out all of the angles. I have no objection, in principle, to anything that is being proposed here. I hope it all hangs together.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	324	The Deputy has not discovered any objection in principle.Why is there only 2.5% left in the fund and 97.5% transferred to the Exchequer? Is it a normal accountancy procedure?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	325	The purpose of the 97.5% is because experience has shown that it is unlikely that a claim will be made on the dormant accounts. We want to maximise the use of the moneys. Everybody is covered by an indemnity. Effectively, I could pitch it at 90% or lower but experience has shown that 97% should be enough. Nonetheless, there will continue to be a small amount of moneys called the dormant account. There will always be a continuous process to be triggered every five years to disburse the account.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	326	I move amendment No. 48:
In page 22, lines 28 to 33, to delete subsection (1) and substitute the following:"(1) The financial institution shall pay out of the general cash account to the Exchequer such sums as the Chief Justice, from time to time, directs, not exceeding 97.5 per cent of the aggregate of the amounts in the form of money standing in the dormant account of the funds of suitors of the High Court and the special account for small balances, as may be required for the purposes of subsection (2).”.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	327	I move amendment No. 49:
In page 22, before section 34, to insert the following new section:"34.—Where, by virtue of the compliance by the financial institution with a direction under section 33, the funds of suitors are not sufficient to enable suitors to be fully indemnified, the Minister for Finance shall, for the purpose of enabling them to be so indemnified, advance out of the Central Fund or the growing produce thereof such sum as he or she considers necessary.”
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	328	I move amendment No. 50:
In page 22, after line 46, but before Chapter 2, to insert the following new section:"35.—(1) The Accountant shall, not later than 3 months after the compliance by the financial institution concerned with a direction under section 33—(a) first given after the passing of this Act, and(b) each subsequent such direction where the sums paid to the Exchequer pursuant thereto exceed €100,000,cause a notice of the payment of the sums to the Exchequer pursuant to the direction to be published in Iris 0ifigiúil, the Law Society Gazette, two national daily newspapers and by such other means (if any) as he or she considers appropriate.(2) The accountant shall, upon compliance by a financial institution with a direction under section 33, make all reasonable efforts to serve a notice in writing of the payment of the sums to the Exchequer pursuant to such a direction on such persons as have an entitlement to any of the funds for the time being standing to the credit of the dormant account of the funds of suitors of the High Court.(3) The expenses incurred by the Accountant in complying with this section may where the Chief Justice so consents be paid out of funds standing for the time being in the dormant account of the funds of suitors of the High Court.".
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	329	I move amendment No. 51:
In page 22, after line 46, but before Chapter 2, to insert the following new section:"36.—(1) The Accountant shall establish and maintain a register of funds of suitors of the High Court (in this section referred to as the ‘register').(2) The register shall contain the following particulars—(a) the title of the proceedings to which the funds to which order 77 of the Rules of the Superior Courts applies relate,(b) the names of the parties to those proceedings and the addresses at which they ordinarily reside,(c) the ledger account number,(d) the value of the investments realised in accordance with section 32 on the date of their realisation,(e) the date on which those funds were paid into the dormant account of the funds of suitors of the High Court,(f) if those funds were repaid to the ledger account, the date on which they were so repaid,(g) the account number of the special account for small balances,(h) the moneys paid over to the special account for small balances, and(i) such other matters as are provided for by rules of court or the President of the High Court directs.”.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	330	I move amendment No. 52:
In page 22, after line 46, but before Chapter 2, to insert the following new section:"37.—This Chapter shall come into operation upon the passing of this Act.".I shall withdraw my amendment because I said earlier that I was going to deal with it differently.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	331	Deputy Jim O'Keeffe has tabled a series of amendments on the in camera rule.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	332	Does the Minister intend to table proposals?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	333	Yes. I shall table my proposals tomorrow. Will the Deputy withdraw his amendments?
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	334	I am happy to withdraw and retable my amendments so that we can have a look at them tomorrow.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	335	I wanted to propose a number of amendments to section 36.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	336	We shall deal with it tomorrow.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	337	I wanted to announce my intention here so that I can table them later.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	338	The Minister circulated draft proposals for Report Stage amendments to section 36. As members have not had a chance to consider them, we will postpone consideration of the amendments until Report Stage. However, we will note them now.Amendments Nos. 53 to 56, inclusive, are related and may be discussed together.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	339	I move amendment No. 53:
In page 23, subsection (2), between lines 28 and 29, to insert the following:"(a) the disclosure or publication of data or results of research conducted relating to proceedings, or”.I understand the Minister has tabled amendments to section 36. My amendments may be similar.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	340	They are premature.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	341	I would not say they are premature in that I tabled my amendments first.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	342	Perhaps the Deputy will postpone consideration of his amendments until he has had an opportunity to consider the Minister's amendments.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	343	I presume we may be able to introduce amendments at a later date in light of the Minister's amendments.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	344	Yes.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	345	I move amendment No. 54:
In page 24, between lines 16 and 17, to insert the following subsection:"(4) Nothing in this section shall permit the publication or broadcast of journalistic or news reports of a case relating solely to a relevant enactment.".
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	346	I move amendment No. 55:
In page 24, between lines 31 and 32, to insert the following subsection:"(5) The provisions of the Acts requiring proceedings under these Acts to be heard otherwise than in public shall not prevent parties to such proceedings supplying copies of Orders or extracts from such Orders made in such proceedings to prescribed persons.".
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	347	I move amendment No. 56:
In page 24, between lines 38 and 39, to insert the following subsection:"(6) The Minister shall by regulations prescribe the categories of persons who may publish reports or data relating to proceedings to which the relevant enactment relates.".
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	348	I mentioned on Second Stage my intention to table a series of amendments to this section. The amendments relate to the collection and collating of data from the family law courts and the urgency in that regard. I do not believe the legislation as currently drafted prevents that. Article 34 of the Constitution states: "....save in special and limited circumstances as may be prescribed by law, justice shall be administered in public...". That data and its collation would have to comply with the rules in that regard.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	349	The Minister is bringing forward amendments tomorrow.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	350	I wish to deal with that aspect of it and with ensuring people are permitted to attend the court.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	351	The matters raised by the Deputy will be flagged for tomorrow.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	352	I move amendment No. 57:
In page 25, lines 1 to 17, to delete paragraph (a).This amendment seeks the deletion of paragraph (a) of section 37. There appears to be something of an injustice here which prevents interest on costs, charges or expenses being awarded to a party or payable until the entire proceedings and the taxation process are complete. This would make it possible to drag out the procedure for a long time which is a concern also expressed by the Law Society. The concern is that if the provision was enacted, the defendants would have no incentive whatsoever to encourage the taxation process which could be dragged out over a considerable period of time. It also seems to be a serious injustice to the plaintiff that none of the interest on costs, charges or expenses would be available until the end of the process.This amendment seeks to delete that section. I do not see why it should be there. It would be preferable to leave it out, especially since the Minister has been arguing that the thrust of this legislation is to expedite the business of dealing with personal injuries claims and cut down on costs.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	353	I am surprised Deputy Costello has accepted the Law Society's view. That society is a wonderful institution, but on this occasion it is wrong. Currently, undetermined liabilities for costs carry interest, even while nobody knows the exact amount payable. It is clearly understood that the amount of a decree carries interest from the date of judgment. However, to give solicitors interest rates of 8%, which is what is involved here, on their costs at a point when they cannot say what their costs will amount to or have not determined them would make a bad situation significantly worse. The Government proposal is that costs should only attract interest when they are quantified and crystallised in a certain amount. That is much fairer than the current unjustified situation which provides quite a bonus, 8%, to solicitors on an undetermined liability for costs.
