#NeasaHourigan	unknown-#NeasaHourigan-party	unknown-#NeasaHourigan-dob	unknown-#NeasaHourigan-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	0	Apologies have been received from Deputies Canney and Doherty. Before we begin I remind all of those in attendance to ensure their mobile phones are on silent mode or switched off. From the Irish Fiscal Advisory Council I welcome Mr. Sebastian Barnes, Dr. Martina Lawless, Ms Dawn Holland, Professor Michael McMahon and Dr. Eddie Casey. I thank them for making themselves available to the committee. All witnesses are reminded of the long-standing parliamentary practice that they should not criticise or make charges against any person or entity by name or in such a way as to make him, her or it identifiable or otherwise engage in speech that might be regarded as damaging to the good name of the person or entity. Therefore, if their statements are potentially defamatory in relation to an identifiable person or entity they will be directed to discontinue their remarks. It is imperative that they comply with any such direction. For witnesses and members attending remotely, there are some limitations to parliamentary privilege and as such they may not benefit from the same level of immunity from legal proceedings as a witness who is physically present. Witnesses participating in this committee session from a jurisdiction outside the State are advised they should also be mindful of their domestic law and how it may apply to the evidence they give. Members are reminded of the long-standing parliamentary practice to the effect that they should not comment on, criticise or make charges against a person outside of the Houses or an official either by name or in such a way as to make him or her identifiable. I remind members the meeting is limited to two hours due to the Covid-19 guidelines. This is to ensure the safety of members, witnesses and secretarial staff. We have agreed speaking times and slots and I ask members to remain within these agreed times. I suspect we will have some latitude towards the end if anyone wants to come in for a second round. I also remind members that other members are due to attend later and if, when vacating their seats, they use the wipes available to wipe their area, it will allow the next set of members to arrive and take their seats in a safe way. I invite Mr. Barnes to make his opening statement.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	1	I am sorry but I do not know whether the committee members can hear us.
#NeasaHourigan	unknown-#NeasaHourigan-party	unknown-#NeasaHourigan-dob	unknown-#NeasaHourigan-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	2	We can, yes.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	3	We cannot hear, unfortunately. If committee members could confirm whether they can hear us it would be very helpful.
#NeasaHourigan	unknown-#NeasaHourigan-party	unknown-#NeasaHourigan-dob	unknown-#NeasaHourigan-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	4	Yes, we can hear Mr. Barnes.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	5	We can hear the Chairman now. This is a perfect situation for a dialogue. As always, we thank the Chair and members of the committee for inviting us. Joining me remotely are council members Dr. Martina Lawless, Professor Michael McMahon and Ms Dawn Holland, as well as our chief economist and head of secretariat, Dr. Eddie Casey. We hugely value our engagement with the Oireachtas and see these meetings as an important part of our work. As committee members knows, the Irish Fiscal Advisory Council is an independent body established under the Fiscal Responsibility Act 2012. Its mandate is to endorse and assess the official macroeconomic forecast, assess the budgetary projections, assess compliance with the fiscal rules and assess the fiscal stance. This focuses on the overall fiscal stance rather than on individual tax measures or spending items and priorities. The council's fiscal assessment report was published last week and assesses budget 2020. In terms of the economic outlook, Covid-19 continues to have a major impact on the Irish economy. The budget projections imply a 6% decline in real modified gross national income, GNI*, this year, followed by a muted 2% recovery in 2021.November’s Covid-adjusted unemployment rate remains high, at 17.4% for those aged between 25 and 74. However, the outlook has improved since the spring. The domestic economy recovered strongly in the third quarter. Consumption has rebounded and multinational enterprises have supported activity. For budget 2021, the Government assumed that a vaccine would not be widely available until at least 2022, and that trade between the UK and the EU would be based on a hard Brexit. This was prudent, given the uncertainties and risks involved. However, it did not factor in a tightening of the Covid restrictions, as we saw in October. The budget forecasts cover just one year ahead, compared with the normal five-year horizon. This gives an extremely narrow picture as to how today’s policies might impact on the economy and on public finances. While medium-term projections are uncertain, they help to promote medium-term oriented fiscal policy. A return to five-year forecasting is essential for next April’s stability programme. In our report, we developed three scenarios to 2025 to help frame some of the medium-term challenges that Ireland faces. The extended budget 2021
projections would see the economy recover to pre-crisis levels of activity by the end of 2022. A milder scenario, with an effective vaccine next summer, and perhaps we have got closer to that, and an EU-UK free-trade agreement, could see the economy recover to pre-crisis levels somewhat earlier in 2022. By contrast, a repeat waves scenario, with further level 5 restrictions necessary in 2021 and 2022, could see the recovery delayed until well into 2023. The outlook remains highly uncertain and the impacts of the crisis might be felt for a very long time. Sectors such as retail, hospitality, transport and the arts are especially vulnerable to the pandemic. Counties more reliant on tourism and hospitality have also been worst affected, especially in the western and Border regions. The impact of Brexit also is still unclear and could be much different from what is assumed. Ireland is also exposed to international tax policy changes. Turning to the public finances, Covid-19 has led to massive Government spending on job supports, health responses and measures to stimulate demand. Tax revenues have fallen sharply in some areas, notably VAT. Yet corporation tax and income tax have fared better than expected. A very large deficit close to €20 billion, or approximately 10% of GNI*, is likely both this year and next year. This will lead to a sharp rise in the debt-to-GNI* ratio, which was already at high levels pre-crisis - the sixth highest in the OECD at the time. The council assesses that the Government’s decision to continue to borrow to support households and businesses through the Covid-19 crisis and to provide stimulus is appropriate, including up to €12 billion of supports in temporary stimulus for 2021. These measures should help to lessen the lasting damage of the economic crisis, and ultimately lead to a more sustainable path for Government debt. The council welcomes the use of contingencies in budget 2021
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	50	On the Deputy's first point, Brexit and Covid are a double whammy in the sense of having two shocks at the same time. Hopefully, with the vaccine the resolution of the Covid crisis is more predictable and closer than we might have thought last spring. One of the important things that we and others have shown is that the sectors that are hit are very different. That is probably better than the same sectors being hit twice, in the sense that the shock is spread more over the economy. It would be good if that second shock could be avoided as much as possible. On fiscal rebalancing and the path ahead, we talked about different phases in our report. We are in a joint phase at the moment where some sectors are still very locked down and disrupted. Areas like transport and accommodation are really suffering a lot, as are some other parts of the domestic economy. Also, the unemployment rate in a broader measure is still at 16% and is likely to remain quite high, plus there is a greater weakness in demand. That is going to be the challenge during 2021 and that is why we welcome and support the measures and stimulus that have been provided in budget 2021. That is why we think it is appropriate.  Further ahead, as the shocks unwind, the economy must adjust. Using our five-year scenario, and this is why it is useful to do a five-year forecast rather than a one-year forecast like the Department of Finance did in the budget, we see the extended budget scenario. We take the budget numbers and roll them out to 2025, assuming no policy changes, and end up with a deficit of approximately 2.5% of national income at that point. We then did another exercise and asked, while the level of debt would be much higher, what would one need to bring debt to the same downward path as it was in 2019. In that scenario, we see there is a need for some fiscal adjustment. It is important to say, which we said last spring and now say again, this is nothing like the severe austerity that we saw from 2008 to 2010. It is a very different situation and that partly reflects, as the Deputy has said, the better fundamentals of the economy going into this crisis, so that is welcome. We see that there is likely to be some need for fiscal adjustment. In the mild scenario that we have, if things work out very well, it might not be all that big. If things were to work out worse it would be bigger. We see that there probably is a need for some fiscal adjustment but we think it is very manageable. What complicates it is the fact that there are a number of other factors going on at the same time. One is the need to reduce reliance on corporation tax. Another two relate to dealing with climate change and ageing. A lot of other pressures will need to be dealt with. It is not just a question of getting back into balance but getting to the right sorts of level. The Deputy is right that Ireland needs to be very mindful of what other countries do in terms of growth in corporation tax and the kind of things where Ireland is either competing or reliant on what happens in other countries. At the moment we still are in quite a complex environment for international trade on which Ireland depends heavily as well. There are a number of issues that Ireland needs to navigate and manage well. Another issue is public debt. As we have seen in the past the costs of being viewed as a relatively weak country can be very high. In the current environment, where the ECB is running a very supportive policy and Ireland is very much within the pack, this is a manageable concern. We also know that a lot of the debt has been issued for very long horizons. Even if interest rates were to rise rapidly that would not actually show up in the public finance numbers for some time but it would show up eventually. There are a number of things that Ireland needs to look at, and what we argue for in our report, which are really medium-term issues. We do not see that there is a need for a sharp adjustment. We think that this should be done in a managed way that has a minimal impact on growth but helps the economy to get back on track and puts the debt ratio on a downward level thus bringing it back to a level that is more sustainable, less vulnerable to shocks plus, potentially, gives Ireland the ability to absorb another shock of the sort that we have seen in the past because we have seen how valuable it is to be in that position. 
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	51	Is it possible to allow and encourage economic recovery to be the central factor in proportionate debt in respect of total debt and annual borrowing ratios? In the past it was found possible to encourage rapid or reasonably rapid economic growth up to this level of wisdom and to allow that to bring our borrowing, and debts, into a reasonable proportion in comparison with our economy.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	52	Growth will clearly play a very big part both, hopefully, over this year, next year - in particular - and the following year to bring the deficit down. That is partly because of some of the additional Covid measures. That should, hopefully, no longer be required and will drop out. Growth should bring the tax base up significantly and as a significant part of both narrowing the budget deficit and increasing the GNI*, the ratio can be lowered that way but probably not quite enough. As our analysis shows, even if one allows all of that to play out one is still likely to end up with a deficit at the end and some adjustment is likely to be needed to bring the debt ratio on a sufficiently downward path.  At the same there is a question about what will happen to the sustainable rate of growth in the medium term. We expect that it is likely to be lower than Ireland has experienced in the past. At the same time there will be more demands on public services, for example, as a result of ageing. It will be much harder to keep the budget balance at the same rate and, particularly, to increase spending at the same time without either having other adjustments in spending to offset it or without increasing taxes.
#JohnLahart	unknown-#JohnLahart-party	unknown-#JohnLahart-dob	unknown-#JohnLahart-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	53	I am mindful of the debt that this country owes to what I call the Covid generation. We must bear in mind that these people are aged between 16 and 25 years but it is they who must shoulder all of this along with climate action so the last thing I want to hear about is talk of restraint and austerity.I ask Mr. Barnes to comment generally on the fact that the entire planet is in debt. That may be what makes the current situation different from what happened on the previous occasion. How will that be handled?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	54	I ask the Deputy to repeat his final sentence. I missed a crucial word.
#JohnLahart	unknown-#JohnLahart-party	unknown-#JohnLahart-dob	unknown-#JohnLahart-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	55	How will it be handled? Does it make a difference that the whole world is in debt as a result of Covid? The whole world shut down, whereas the crash of ten years ago had different impacts in different places.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	56	I think it does make a significant difference. It is a very good question. The answer to the narrow question is that, as many people have stated in terms of public debt, it is very helpful for a country not to be perceived as being worse than other countries. That is what happened from 2008 to 2010 and it was very costly. This time, there is stronger European support and Ireland's experience is similar to that of many other countries. That reduces our short-term concerns around the level of debt. In some ways, if Covid had not come along and we just had to deal with Brexit which, obviously, affects Ireland more than it does other countries, we might have been more concerned about the financing than we are. The fact that all countries are essentially in a similar boat in terms of debt provides some short-term reassurance. The Deputy raised a key question with regard to the long term. These levels of debt are extremely high by post-Second World War standards, much higher than we have seen previously. On the other side, interest rates are probably at their lowest level in recorded history. That is a very interesting combination. Some of the best minds in economics are thinking about that question but have not really reached a firm conclusion. In terms of the public finances, what we do know is that even if interest rates were to rise quite quickly, it would take time for that to feed into the public finances because of the long maturity of the debt. Obviously, it would not help, but we would have a little time. In terms of long-term sustainability, if interest rates did go back to a much higher level, that would change the medium-term and long-term outlooks and, of course, would also affect how we think about the short term. The truth is that we do not really know how all of this will play out. It does raise very big questions. As the Deputy stated, it raises intergenerational questions. We give a significant amount of consideration to public debt, but we should not forget that the State pension is not funded; it is a pay-as-you-go system. There are significant commitments that have been made for future generations as well. The sustainability of the pension system is also a big question and may partly be related to the low interest rate environment. I do not know whether my colleagues, who are probably among the best minds in economics, have more insights on the issue. If they do not, I will leave it there.
#JohnLahart	unknown-#JohnLahart-party	unknown-#JohnLahart-dob	unknown-#JohnLahart-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	57	I will pull back on the reins. Do the witnesses have any observations on the level of saving among members of the public and what the view of the Government may be in that regard? I refer to pent-up demand because consumers have not really had anything on which to spend their money.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	58	From the perspective of forecasting, that is a big question. It is an upside risk to the forecast. The budget projections from the Department of Finance assumed that the savings rate would stay quite high. Our view is that it may be a little lower. Whether those savings are spent rapidly is difficult to say. I do not think I will go out to dinner every single night when the public health situation improves in order to make up for the fact that I missed out on many nice evenings in restaurants in 2020. It is very difficult to know how people will behave in that regard. It does create a risk that people will spend those savings. I think we can already see that a little in the figures. The way people have spent money on consumer durables and such products probably partly reflects that they have been equipping home offices, but also the fact that some of them believe they have cash they would not usually have and that allows them to make some of these purchases. It is difficult to say whether there is a role for public policy in that regard or whether it raises wider questions.
#JohnLahart	unknown-#JohnLahart-party	unknown-#JohnLahart-dob	unknown-#JohnLahart-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	59	I refer to a scenario that was not addressed in the written submission. When the virus initially arrived in February, we thought it would last for five or six months. We have had an evolving understanding of it. Mr. Barnes rightly stated that the Government was prudent in preparing the budget on the basis of a no-deal Brexit and a vaccine not arriving until 2022.The vaccine will arrive sooner than that and we know a little more about the virus. To paraphrase Donald Rumsfeld, there are still a few unknown unknowns. What will the impact be if the virus returns, as the flu does, and requires an annual vaccine? I suppose it is impossible to plan for such a scenario, but it is not out of the question. Do the witnesses have any observations in that regard?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	60	The Deputy is correct that there are many uncertainties. How those uncertainties resolve and become clear is a big question. In terms of vaccine costs and so on, we have estimates we took to the Department of Finance in our report. The sums involved are not huge. When one thinks of the savings in terms of not having to lock down the economy from time to time, there is obviously a significant gain in that sense. We hope the vaccine will eventually provide some kind of solution, whether that involves an annual vaccination or whatever. It is basically very encouraging but we do not really know how it works at scale. The experience so far is that the phase 3 trial is very extensive but, ultimately, does not involve a significant number of cases. We are still learning a significant amount about the vaccine. Much will depend on time. The months between now and the vaccine being distributed could be quite challenging. One of the pieces of good news from this autumn is that although lockdowns are obviously very costly and have a major impact on the economy and society, we have learned that we can be somewhat more selective in that regard than we were in spring. That can be seen in the way less of the economy has been badly disrupted compared with the situation in spring. The economic impact in autumn is much less than it was previously. We have a better handle on how to manage those things.
#JohnLahart	unknown-#JohnLahart-party	unknown-#JohnLahart-dob	unknown-#JohnLahart-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	61	I have to interrupt Mr. Barnes because my time is running out. I have two final questions. If they cannot be answered in detail now, I will accept a reply in writing, as members always do. What does he make of the fact that, anecdotally, those in the hospitality industry are finding it difficult to attract staff who are doing reasonably well on the pandemic unemployment payment, PUP, and for whom it is not attractive to return to work? For many years, Mr. Barnes and his predecessor, Mr. Coffey, have been telling us about the dangers relating to corporation tax, that the State is over-relying on it and it is bound to end at some stage or that there will be issues with it. The view seems to have changed in the sense that we are exposed internationally to it. The rules on corporation tax may change rather than the pot of gold shrinking because a company fails or something like that. It is an issue to which we will return. There is very little time for Mr. Barnes to respond.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	62	On the question relating to the PUP, we have supported in general terms having those income supports. Exactly how they are designed and how we exit from them are legitimate questions that will need to be addressed. From the perspective of the Irish Fiscal Advisory Council, IFAC, if there is a permanent or longer-lasting change that results to the welfare system from those programmes, that would need to be reflected in the public finances. Obviously, it is important in terms of the public finances that once the recovery comes, we move out of the current phase. On corporation tax, it has surprised us that it has lasted this long. In fact, it has increased so much in recent years that even Mr. Coffey, who is a great expert on these things, may have been surprised. There are two issues. One is the year-to-year short-term volatility, which may be linked to a company making more or fewer profits. It can have a big impact. Even if one looks to this year, our view is that corporation taxes can easily shift by €2 billion or €1 billion from month to month. That is quite volatile but, in the wider scheme of things, it is not a significant issue. The real issue is about the longer term. It is very complex to understand what is happening. It is on the tax policy side and it is also to do with the companies. We know that much of this money probably comes from companies in pharma or digital. Those companies have all done quite well during the Covid crisis. However, something could happen that means they do less well, which would have an impact on Ireland. It may be that, for whatever reason, they decide to structure their tax affairs differently, which could have an impact. That is why IFAC is still very cautious on this issue. We are likely to be closer to the day when these kinds of revenues drop than we were previously.We do not know when that will be but we do not believe that locking in permanent spending based on these large sums we cannot rely on is a good idea. We remain concerned about it. We have been surprised that it has lasted. Of course, this year helped us a good deal. It has been the one good news story on the public finances. This is essentially the one thing that beat the forecast made in a previous budget. Anyway, the concern is still there and it is very real.
#PatriciaRyan	unknown-#PatriciaRyan-party	unknown-#PatriciaRyan-dob	unknown-#PatriciaRyan-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	63	I thank the representatives from IFAC for attending. The report references Ireland's debt to growth ratio and the need for reporting to utilise GNI* rather than GDP. I will not rehearse the various problems with the latter measure. However, I still have concerns since while using GNI* rather than GDP would be an improvement in terms of providing a more accurate picture when it comes to debt sustainability, there is a risk of hitting the target but missing the point. We should recognise that there has been secular decline in interest rates in recent decades. Many believe that we will be stuck in a world of near-zero interest rates for a significant period. We are dealing with nation states and not the crude household analogy that many ill-informed commentators like to use. Would a better measure of Government debt sustainability in the context of low interest rates not be net interest payments as a percentage of GNI*? An alternative proposed by former US Treasury Secretary, Mr. Larry Summers, would be to take the net present value of all future GDP, or, in our case GNI*, which increases in times of low interest rates, and then use that to compare it to the stock of total debt.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	64	The Deputy is correct. There are two separate issues. However we look at it, using GNI* is a more appropriate measure than GDP. It is far closer to the real fundamental activity in the economy and it is far closer to the tax base. That is why we made the suggestion. Unfortunately, aspects of the rules under the Fiscal Responsibility Act are framed in terms of GDP. That is really what we were pushing against. The second point raised by the Deputy is a very good one. It relates to the appropriate level of the debt ratio we should have bearing in mind that interest rates are especially low. I made two observations earlier and I will elaborate on them because they are relevant here. It is a reasonable question and one we plan to think about more - many people are thinking about it carefully. One thing is clear. We do not know that interest rates are going to stay this low forever. They could fall further and become increasingly or ultimately negative. They could increase as well. We simply do not know. The extent to which we are sensitive to that risk depends on the debt ratio. That is why the debt ratio is still a highly relevant factor to look at. We would obviously look at it differently now from how we did in the 1980s. However, it is still a useful metric and it is still the right thing to look at. It is something that adjusts slowly because it is a function of the stock of debt. It is also a good target because it is not too volatile. My concern is that if we simply looked at interest payments, which are low, we would miss this point about the riskiness of the position we are in. The position of Ireland is not the same as a country like the United States. Ireland is a far smaller economy and far more dependent on external capital. Its economy is far more volatile too. Ireland is dependent on far fewer activities than the US. Ireland has been lucky in recent decades in its growth experience. We expect that to continue to a degree but it may not happen. Ireland, therefore, has to be far more cautious than the US, Germany, France or Italy for that matter. That is an important point. The second point is that there are limits to looking at the debt ratio. This is why the council published its long-term sustainability report this summer. Basically, the report showed that if we got debt on a downward path but nothing was done about pensions and increasing health costs, then essentially the debt ratio would fall to not much below 100% of GNI*. Then, from the mid 2030s it would start to pick up. These pension issues are big as well. It would be a mistake to focus too much on the debt without taking into account these big long-term fiscal pressures that may come from an ageing population.
#PatriciaRyan	unknown-#PatriciaRyan-party	unknown-#PatriciaRyan-dob	unknown-#PatriciaRyan-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	65	I was going to come to pensions.I was going to say in respect of post-Covid challenges there is a section of the report dealing with demographic changes. The council makes a point that the pension deficit should start to bite after 2030. My understanding is that the council forecasts for economic growth for the period thereafter are approximately 1%. This means our economy would enter a phase of secular stagnation. Given that low growth is a driver of fiscal unsustainability, what policies for long-term growth does IFAC see as necessary to boost growth by extension of fiscal sustainability?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	66	I am not sure whether we would qualify these slower long-term rates of growth as secular stagnation. Really, secular stagnation is a concept relating to the global economy or the advanced countries within the global economy. Ireland's trajectory may be different. The reason we see slower growth is essentially that there is lower productivity in the world. Ireland has reached higher levels of productivity and so its ability to catch up is reduced. Ireland will also have an ageing population and that will play into growth as well. It may be that growth simply ends up being lower. As Deputy Ryan said, one of the tools that can be used to improve the outcomes of society and long-term fiscal sustainability is an increase in growth. Obviously, there are many policies that many people have recommended in that sense. I do not believe we have specific views about that. Obviously, continuing to invest in education and innovation and continuing to make Ireland an attractive place for businesses and investment are all part of it. Beyond that we do not have a specific view about how that could be achieved. It is important to remember that growth is not necessarily the solution that people sometimes believe it to be for the public finances. It could help, but one of the problems with growth or one thing that goes along with many forms of growth is that if wage growth is high as well, it increases the cost of providing public services. There tends to be a natural offset between the two. The long-term sustainability of the public finances may be less dependent on growth than many would assume. This is because in practice wages and welfare rates are likely to track growth. If there is higher growth, everyone gets higher income, which is a good thing. However, that does not necessarily generate large amounts of additional fiscal space.
#PatriciaRyan	unknown-#PatriciaRyan-party	unknown-#PatriciaRyan-dob	unknown-#PatriciaRyan-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	67	My thanks to Mr. Barnes for that. I am aware of my time. The council has stated that spending on pensions and healthcare would increase from 13.3% of GNI* in 2019 to almost 25% in 2050. The council maintains this forecast is based on a no-policy-change basis. We know that employers' PRSI contributions in Ireland are low by EU standards. We also know it is likely they will be increased in the years ahead, thus improving fiscal sustainability. Has the council made any assessment of the potential increase to sustainability from great employers' PRSI contributions? How could they be used in the offset to increase the pension age?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	68	Basically, the population is ageing and people are living longer. More people are reaching pension age because of the demographic trends we have had in the past. Many people were born in the late 1970s and early 1980s. As those people reach retirement age there will be major challenges, as noted by Deputy Ryan, in terms of pension sustainability. There are several solutions. In fact, the menu is fairly well defined. One option is to find the money somewhere else in terms of general increases in taxation or reductions in spending. Within the pensions system or related to it, one option is to raise PRSI contributions. Another thing would be to adjust the level of pension benefits. Yet another option would be to raise the retirement age. A one percentage point increase in PRSI would raise approximately €750 million. If we relied on that instrument only, we would have to raise PRSI rates by a significant amount to finance the pension system or address the pensions problem in that way. We will need a broader approach. As we said in our long-term report, we believe raising the pension age gradually and partially to reflect rising life expectancy would be a natural way of adjusting for this. It could be done in such a way that people spend the same share of their lives in terms of working and retirement. The amount of time people could expect in retirement would also be increasing but it would not be increasing as fast as if we held it fixed. We believe that is an important part of any package, because that is essentially where many of the pressures are coming from.Tackling that pressure at source is probably a key part of pensions sustainability. We will see what the Commission on Pensions comes up with. I am sure it will consider these issues very carefully. What is striking is life expectancy at 65. The length of time one can expect to live to the age of 65 is rising by one year every five years. If we look to our children, they will be living at least five years longer than us or less, depending on which way we are going. These are major changes. I do not think we realise that looking at it every year but life expectancy is increasing very fast. That is where many of the pressures in the public finances will come from and that would seem a key part of any package to address.
#NeasaHourigan	unknown-#NeasaHourigan-party	unknown-#NeasaHourigan-dob	unknown-#NeasaHourigan-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	69	I have some questions. I will take the Green Party slot. I want to come back to the non-voted expenditure, which Mr. Barnes said is approximately 20% of spending. He will forgive my ignorance but when it comes to something like commercial semi-State bodies, which I presume are bodies such as ESB, he indicated that there has been quite an increase over the past period. Could he unpack that for me, so to speak, and explain what that looks like in terms of local government and commercial semi-State bodies? I presume that when he refers to extra spending he is talking about Supplementary Estimates. In that context, I am on the health committee, which had a meeting last week. Considering the times we find ourselves in, the numbers currently are eye-watering. What is the process in respect of commercial semi-State bodies? Is it multi-annual funding for capital spending that is the creep up in terms of spending or how does that happen?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	70	The Chairman's questions are exactly the ones we ask and struggle to find answers to. That is why we are calling for additional transparency. I will let Dr. Casey, our chief economist, who is close to the details, tell the Chairman what we do and do not know.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	71	It is a great question. It is something we have been trying to unpack, as Mr. Barnes said. The areas we are trying to look at are local government spending and teasing out exactly where the spending is going in that sector. Thankfully, the Department has published a bit more information on that but because it is still very limited, we cannot say how much of the spending that has been ramped up this year will be permanent versus temporary. In addition, non-commercial semi-State bodies are also included. If we think of all of the IT companies, technological universities, RTÉ and Irish Rail, those are the types of bodies whose spending from year to year is fairly predictable but every now and then we could see a sudden ramp-up for whatever reason. We do not know why it has increased this year but we suspect that it is probably linked to investment plans. That could be a temporary increase or a long-lasting one. We just do not know. There are other parts as well, including what are referred to as extra budgetary funds. The Chairman is probably aware of the Ireland Strategic Investment Fund, which is a large fund that was set up with a commercial mandate to invest in the domestic economy to boost growth. There is spending from that as well that could be identified in general Government expenditure but we do not know how much. There are many unknowns and as we said, it is up to one fifth of all Government spending so it is very large. If it is not predictable, we have to ask why and it is very hard to find those answers.
#NeasaHourigan	unknown-#NeasaHourigan-party	unknown-#NeasaHourigan-dob	unknown-#NeasaHourigan-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	72	One of the reasons we wanted to have this session today was because we are carrying out a review of how budgetary oversight works and we are trying to put in place a fully verifiable and robust structure for that. The idea that we could have a 20% spend like that one, particularly by commercial semi-State bodies, and not fully understand where those decisions are being made and where it is being added to the base, is remarkable and worrying. During the Supplementary Estimate process at the health committee last week, the Minister accepted that a considerable proportion of the spending will add to the base year on year. I do not forecast a good answer for this budgetary oversight committee if we cannot unpack something like non-voted expenditure over the lifetime of a Government. Mention was made earlier of the spending review process in its current format and how it is utilised in other jurisdictions as a way to prioritise spending but also to consider obsolescence. Deputy Boyd Barrett talked about tax expenditures. Can any of the witnesses talk to me about how we might better utilise the spending review process in the budgetary oversight process?
