#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	0	I welcome the Minister for Finance, Deputy Brian Lenihan.  The purpose of the meeting is to consider the National Asset Management Agency Bill 2009.  Proceedings will be suspended at 1 p.m. and will reconvene at 2 p.m.SECTION 4.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	1	This amendment deals with valuation, which is fundamental to the Bill.
#RichardBruton	Fine Gael	20680	unknown-#RichardBruton-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	2	On a point of order, we have, by agreement, assigned a block of our work, sections 59 to 77, inclusive, to valuation.  While I am all for——
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	3	I was about to address that point.  I have submitted an amendment, which I understand has been accepted, to shift amendment No. 13 into the section dealing with valuation.  On a second point of order——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	4	Is the Deputy withdrawing amendment No. 13?
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	5	Yes.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	6	What is the Deputy's second point?
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	7	I draw to the Minister's attention an article which appeared in The Sunday Business Post, which lays out, for the first time, what role the Minister intends for the special purpose vehicle.  I presume the article in question speaks with the authority of the Department of Finance. 
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	8	No.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	9	I asked the Minister on Thursday and previously about the special purpose vehicle.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	10	We can discuss the matter in detail when we reach section 12 which deals with special purpose vehicles.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	11	The information disclosed in the article indicates that the bonds will not be issued by the National Asset Management Agency.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	12	We are dealing with the Bill, not newspaper articles published on Sunday, Monday or today.  The Deputy may discuss the issue when we reach section 12.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	13	I am seeking the Chairman's guidance on an important matter relating to the Bill, one which has emerged in the public press, namely, that NAMA, contrary to our understanding of the body of the Bill, will not be the issuer of the bonds totalling approximately €54 billion.  Instead the issuer of the bonds, as per the article——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	14	That will be in section 12.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	15	——will be a special purpose vehicle which has been designed not to be controlled by the Irish Government via NAMA.  The agency will have a majority stake in the issuer of the bonds.  This is to transfer the risk.  It is a fundamental change in the Bill and I want the Chair's guidance as to when——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	16	I will give the Deputy my guidance.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	17	——the Minister or his officials will brief us on this fundamental change or we will move to have the Bill recommitted.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	18	I have taken note of the Deputy's questions and comments.  Section 12 deals with the issue of special purpose vehicles and can be discussed in detail.  I am sure the Minister will have the answers to the questions the Deputy raised.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	19	The Minister has given us no briefing.  He has chosen to brief The Sunday Business Post——
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	20	I gave a briefing on Thursday afternoon.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	21	We shall now proceed to——
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	22	No, the Minister read at a "gabble-gabble" rate into the record the Central Statistics Office official statement vis-à-vis EUROSTAT.  It did not contain the information in the article.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	23	Does the Minster want to make a statement?
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	24	This is a con-trick on the people for which we will pay €54 billion.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	25	Deputy Burton, will you please desist?
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	26	The Minister is conspiring against the people.
#TommyBroughan	unknown-#TommyBroughan-party	unknown-#TommyBroughan-dob	unknown-#TommyBroughan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	27	It is a conspiracy.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	28	On Thursday we had a meeting of this committee.  Deputy Burton asked about special purpose vehicles.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	29	Yes, and the Minister read out——
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	30	It did not arise in the section, but to try to be helpful I read out a detailed departmental note on the issue into the record of this House, which is now dismissed as "gabble-gabble".  Section 12 is the statutory authority for such a special purpose vehicle.  I would be delighted to brief the Deputy with the departmental note if she was not able to follow it or access it since.  I will arrange for her to be briefed on it.  In speaking on section 12 it will be open to discuss the special purpose vehicle.  If the Deputy wishes to do further research on this matter this morning, she will find it is no different to an arrangement which the French republic has entered into, which is very similar in its terms and results in all of the NAMA operation being off-balance sheet for European purposes regarding national financing.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	31	The point about the article was that the bonds can be issued by the special purpose vehicle and not by NAMA.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	32	We are moving on to deal with section 4, amendment No. 14.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	33	This is a matter of fundamental importance to the Bill.  I do not wish to be lectured down to by the Minister.  He came in and read something at high speed and expects us not to ask questions on behalf of the taxpayer.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	34	I call on the Minister to move the amendment.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	35	It is a massive change in the fundamentals of the Bill.  I am asking if the Minister will arrange for his officials to give members the same briefing he and his officials gave to The Sunday Business Post——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	36	We shall have to suspend the House.  If Deputy Burton is not willing or allowing the House to continue debating the Bill, I will suspend the House.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	37	——or will he come in to the House and explain?  We will ask for a recommittal of the Bill unless the Minister can adopt a proper tone to his colleagues who are also elected to Dáil Éireann by the people.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	38	I never used the word "gabble" regarding any part of the Deputy's contribution in this House.  I tried to assist the House on Friday evening by reading a detailed note on this issue into the record.  The Deputy has turned that around on the basis of a Sunday newspaper.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	39	I move amendment No. 14:
In page 22, subsection (3)(e), line 18, to delete “covenants of it” and substitute “its covenants”.
#FrankFahey	unknown-#FrankFahey-party	unknown-#FrankFahey-dob	unknown-#FrankFahey-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	908	In principle I agree with much of what Deputy Bruton has said.  I hope the Minister will be forthcoming in ensuring that the type of oversight proposed by Deputy Bruton is accommodated.I support the concept of NAMA but I have one worry, namely, that the best people must be involved in its running.  It will be extremely challenging to get this right and I urge the Minister to ensure that, as far as possible, the Opposition is consulted and involved in critical appointments in respect of the board and the follow-up appointments.  I urge the Minister to ensure that the board has people of the highest calibre and that board members have credibility and integrity.  To find people at arms length from all aspects of the industry will be a difficult task.  It is the key task in this legislation.  Consequently, as a Government backbencher, I urge the Minister to ensure the Opposition is happy with the appointments made so that this House is at one, as far as possible, on the key people involved with NAMA.We must have people that are top class in the property business.  We will have bankers, accountants and economists but the key people for the success of NAMA are those who know the property business inside out.  This is particularly true of those who know the property business outside of Ireland because I am convinced that the 30% of loans outside of Ireland will be critical in the profitability of NAMA.  It will not be easy to find people who have the highest expertise in the property market in the United States, Britain and Europe.I support Deputy Bruton in the need for genuine oversight by this House.  It is critically important that this project has the confidence of the Opposition.  Much has been said about NAMA since the idea was first proposed and there has been much misinformation.  I appeal to the Minister and to all sides that this is one way in which the whole House can be together.  The oversight control by this House must be second to none so that we can ensure the people involved with NAMA are the best and the job they do is the best.  I urge the Minister to ensure that the comments of Deputy Bruton can be taken on board.  I am not sure that his amendments can be accepted in the way he has tabled them but I support the principle of what he said.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	909	The key point is that there is need for an Oireachtas oversight committee, as accepted by members of the Minister's party.  The Minister has also accepted this point——
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	910	Not the word "oversight".
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	911	The Minister has agreed that there is a need for proper probity.  The Committee of Public Accounts has worked very well and an Oireachtas committee dealing specifically with NAMA would bring about accountability and transparency to the public.  Effectively, the Minister would submit the names of the seven people to the chairman of the Oireachtas committee on NAMA.  Amendment No. 100 deals with the Comptroller and Auditor General having a role, but the Minister seems quite reluctant in this area.  He has spoken of a process auditor but in the initial valuation of the loans being taken over by NAMA, or at this stage being taken over by the SPVs, there is a need for the SPVs to interact with the proposed Oireachtas committee.The Minister stated that if the Office of the Comptroller and Auditor General examined valuations prior to them going to NAMA, it would be taking on an Executive function.  It is extremely important that valuations are rigorously audited before they go to the SPVs because if the assets are overvalued, no matter how much regulation is introduced, there will be major problems.  Under the proposal the Minister can still nominate seven people to the board of NAMA and its CEO, but they would have to come before a specific Oireachtas committee on NAMA to be approved by it.  It would give a level of assurance to the public that there is transparency and accountability in the workings of NAMA and the SPVs.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	912	There are so many amendments listed in this group that it is difficult to make sense of the section and of the Minister's response to the various amendments, which deal with a very wide range of functions and the detail of the carrying out of powers.  The Labour Party has taken a global position; we have called for oversight and nominations to be approved by a Dáil committee and we have suggested that the audit of NAMA might be conducted by way of a joint audit rather than by the Comptroller and Auditor General only.I do not quite know how we will address the difficulty of some of the amendments in the group being really quite different and the sections to which they refer being very wide ranging.  It goes without saying that the board of NAMA and its governance is absolutely critical to the enterprise.  The Labour Party proposes that the nominations would be subject to a public oversight process, particularly the nomination of the managing director of NAMA.  There is a managing director designate so that may be difficult.In a book published in recent weeks on the banking crisis I read that some time after the banking crisis had erupted and the guarantee had been announced, a private dinner was held for the outgoing chairman of the regulatory authority, Mr. Patterson.  It was sponsored by the chief executive of the Irish Banking Federation and attended by all of the principal players and practically all of the banks which had been the subject of the guarantee.  The book mentioned that one or two people were absent from the dinner — they were probably trying to sort out their affairs.The challenge for the Minister is to break the circle which exists between the Central Bank, the regulator and the banks and to achieve for the board of NAMA a degree of independence and, vis-à-vis the directors of the banks and the developers, a level of power which allows those directors to operate in a way that primarily has the objectives of the Bill and the public interest as their first duty.  In a board made up simply of a selected circle who reflect the type of groups which have run the Irish financial system the tendency may be to focus on saving the current system rather than providing for reform.  The current system of banking and banking regulation and the relationships that have given rise to it is very close to being saved because all the indications from the various banks are that their focus is to recover and then to do again exactly what they did before.  That is the most difficult aspect of these appointments.I do not know whether the Minister proposes to advertise for appointments or whether people will get a tap on the shoulder.  The Minister tells us that he has written to the leaders of the Opposition parties asking for suggestions for appointment.  That is a slightly strange way of proceeding because it invites the leaders of the Opposition to nominate individuals in a situation where we are not totally clear on what exactly will happen.In earlier amendments, the Labour Party proposed an independent oversight mechanism, the primary purpose of which would be to report to the Dáil.  Fine Gael wants an internal Dáil committee, or the Committee on Finance and the Public Service to sit as a special committee, to receive reports.  I want the information out there and published because the closest one gets to a perfect market is when one has perfect information.  If the information does not get out, the chances of restoring our banking sector and going on to build a larger financial services sector are quite limited.  However, if we take our courage in our hands and decide to have a new culture of openness and transparency, much of the incredible reputational damage done to Ireland could be recovered in a relatively short period.The amendments we have tabled propose that nominations to the NAMA board would have to be approved by the Dáil.  This would remove the Minister's complete discretion.  In addition, the NAMA code of practice should be subject to some form of Dáil approval, and the CEO and chairman should be approved by the Dáil.I told the Minister previously that a couple of years ago, on a private visit to relatives in Washington, I attended, out of interest, the hearings for the US Chief Justice, John Roberts.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	913	Was the Deputy allowed to ask a question?
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	914	Almost.  I was sitting extremely close to Judge Roberts and close to the various senators on the committee.  What struck me was the robustness and the directness of both the questions and the replies.  It was obvious that Judge Roberts would meet with the approval of the committee and the house.  However, he had to explain not only positions he had taken but, more importantly, how he would approach certain current issues.  That is what we would want in the case of NAMA, not a prurient, personal examination, but an exploration of whether there are things in a candidate's past — in public positions or otherwise — which relate to the job, how these would affect it and how he or she would approach the policy issues in the job for which he or she has agreed to be nominated.  If we could get to that point in this House, we would be doing a significant service to democracy in Ireland.  It would not answer all the questions, but it would certainly bring in from the shadows the kind of structures we have been creating over the past ten to 12 years — devolved bodies with separate chief executives and boards.I do not want to make a partisan political point, but often the people on those boards are perceived to be strongly associated with the ruling party after 12 years in power.  Given the Irish system, that is almost inevitable.  However, it means there is no questioning of those individuals — as there should be if we want to get good people on boards — so they can validate in public, as I heard Judge Roberts doing that day, what they bring to the job, which in turn fosters public confidence.  It is far removed from what we are used to in the Dáil and in the party political system in a small country such as Ireland, but it has a lot to recommend it.We have a number of suggestions.  For example, we suggest a joint audit with the Comptroller and Auditor General.  The Minister referred earlier to France.  Joint audits are a strong feature of the French Republic and several people in the Dáil, and perhaps in the Seanad, have commented, for example, that what happened in FÁS related to the kind of work that is done by the Comptroller and Auditor General in terms of assurance questions.  Given that the auditing done by the Comptroller and Auditor General is historical auditing, which takes place quite an amount of time after the event, it does not really lend itself to certain aspects of commercial auditing, such as post-balance-sheet events auditing and investigation of organisations' current positions.The amendments put forward by the Labour Party would transform the public accountability element of the Bill.  There are so many amendments grouped together that it is difficult to make a coherent argument.  The tenor of a number of the Labour Party amendments is quite different from that of the Fine Gael amendments.  They are two parallel suggestions: Fine Gael wants a specific committee and so on.  The Minister might, in responding, try to untangle the alphabet soup that is the listing of all these amendments together.
#ArthurMorganSF	unknown-#ArthurMorganSF-party	unknown-#ArthurMorganSF-dob	unknown-#ArthurMorganSF-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	915	I agree with the comments of the previous speaker.  The Minister said earlier that we should remember we are on ground Earth here in Ireland.  We are talking about a culture that has been carefully fostered over a long period, involving cronyism and downright corruption, and it will take a while to get rid of this.  Perhaps, through the step-by-step process in which we are engaged, we may advance along that road.I have a number of technical points with regard to amendments I hope to raise.  One is examination of the board members by the relevant Oireachtas committee — perhaps the Committee of Public Accounts or this committee.  With regard to tenure on the board, five years are currently provided for, but this might be too long.  I am instinctively inclined towards three years with one roll-over.  The longer people are about the place, the more of a cushy number it becomes.  I find myself on speaking terms with Fine Gael members, which is an example of this slippery slope — if they continue wooing me, one never knows.  A shorter term would perhaps be more appropriate.With regard to the expertise required of potential board members, some of the examples mentioned are interesting, including public administration, law, finance and economics.  However, a couple more should be added.  What is wrong with having an expertise in social policy, for example?  What is wrong with an expertise in trade union issues?  Perhaps somebody with a social conscience could be more readily extracted from that type of background.  I am also seeking to make sure that no person with a criminal record, or who is currently under investigation by a tribunal, could be appointed as a board member.  A person who is currently serving or has served as a member of the board of any of the banks falling under the auspices of NAMA should also be disqualified.It is important that the exorbitant remuneration we see in the banking sector is not allowed to take place under NAMA and I therefore suggest that employees should be paid on a scale under which the starting salary is that of the entry-level grade in the Civil Service, with payment to those in the highest grade not exceeding five times that of those on the lowest grade.  This allows for a salary of approximately €100,000, so it is more than adequate.  I would prefer to see the Oireachtas, rather than the Minister, having an opportunity to appoint the chairman of the board; that would allow us to tease out any issues with the candidate.I had intended to deal with the frequency of reporting from NAMA to the Oireachtas but I know the Minister has conceded something in this regard.  Perhaps now I have referred to it, that is sufficient to hold my position in case I seek to amend the Minister's concession.  The Bill should also provide that no employee working in a bank or participating in the board of a bank under the auspices of NAMA should be able to earn more than the highest salary grade in the Civil Service.  I have raised that point.
#MichaelMulcahyFF	unknown-#MichaelMulcahyFF-party	unknown-#MichaelMulcahyFF-dob	unknown-#MichaelMulcahyFF-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	916	I said last week, and will say here again, that I support, in broad terms, the proposal of Deputy Bruton and his colleagues for a Dáil committee on NAMA.  It is an excellent and important idea.  The public is liable for a large amount of money and I do not see any proper reason there should not be a committee on NAMA with full powers of scrutiny and strong powers of compellability regarding witnesses and documents.  The terms of reference for such a committee, in the normal course of events, should be a matter for debate in the Dáil.I object to the concept that this is an oversight committee.  What does "oversight" mean?  It means looking over the shoulder.  That is the wrong concept because it more or less implies this committee is taking on a semi-executive role.  That is wrong because this House is the legislative branch of the Government.  Its role is to legislate, to scrutinise and to review.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	917	What concept would the Deputy use instead of "oversight"?
#MichaelMulcahyFF	unknown-#MichaelMulcahyFF-party	unknown-#MichaelMulcahyFF-dob	unknown-#MichaelMulcahyFF-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	918	I would use the word "scrutiny".  I wanted to refer briefly to the committee on European scrutiny, which is a full committee of this House but which acts in a legislative way.  Under the Lisbon treaty, it will be able to participate in what is called the "yellow card" procedure.  All parliaments will receive draft legislation from the European Commission, and within a certain number of weeks they will have the power to raise the yellow card and state that the principles of subsidiarity or proportionality are being breached.  The parliaments are acting in a legislative way.  They are not trying to trammel on the executive powers of the Commission, and that is very important.I believe the Dáil committee on NAMA should be a scrutiny committee with strong powers of compellability for witnesses, documents and so on, and which scrutinises quarterly reports, guidelines and directions given by the Minister.  The emphasis is on scrutiny.  If there is any attempt by this committee to step into the shoes of the board of NAMA, that would be a mistake.  We would have endless debates over the decisions made by the board of NAMA, as would occur for any other body.  The committee should not try to do the job of the board of NAMA.  It should scrutinise the actions of the board of NAMA.The committee should be properly resourced.  I firmly believe the committee on European scrutiny is under-resourced.  There is one expert and three clerks servicing the committee for every single piece of EU legislation, and this is unacceptable.  For a case like this where so much money is involved, it would be a mockery to set up this committee without a proper budget and panel of experts who could brief committee members, advise them on the pertinent issues, and help in the scrutiny process.  The committee should not be allowed to delay or strangle the Minister in appointing the board.  This issue is a matter of urgency.  The reality is that NAMA is absolutely vital to restore the balance sheets of the banks.  We need to get NAMA up and running quickly.  I do not believe endless hearings into the suitability of board members would be in any way beneficial.  Perhaps the chairperson of the board of NAMA should be subject to the approval of the Dáil committee, and that should go through unless there were exceptional reasons that the Government's nominee should not be accepted.I pay tribute to Deputy Bruton and his colleagues on coming up with this suggestion.  While I strongly support the suggestion, we must allow the board of NAMA to get on with its business and allow us, as legislators, to scrutinise what it does, not tell it how to do it.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	919	Whatever the reservations that exist about the NAMA route, what we are putting in place now is likely to be irrevocable.  In the years ahead, no matter who is in charge of its stewardship and no matter what their emphasis, the architecture will be irrevocable.  I agree with the remarks made by Deputy Burton that the nominations should be approved by the Dáil.  None of us knows the configuration of this House six or 18 months down the road.  It is, therefore, very important that the nominees have the allegiance of the House in so far as is possible.  I do not think it is a particularly glamorous posting when compared to being a partner in an advisory company outside, or when compared to being a partner in a legal company that is advising.  I do not think being a member of the board is an especially glamorous prize.  It might be a very valuable position for a partner in an estate agency, or at least to know the person in that position, for obvious reasons.  However, given that this will be a lucrative pot of gold for professionals who will be advising, being a member of the board is likely to be an arduous task requiring a great deal of commitment and a great deal of knowledge in the area.  For that reason, Deputy Burton is right in that these nominations should be approved by the House.  We should have agreement on the methodology and composition of the board in so far as we can.We never resolved the debate the last day on Deputy Burton's amendment No. 2, when she said that the emergence of the SPV in its latest fashion underpinned more than ever the necessity for that amendment.  I am very enamoured with Deputy Bruton's amendment No.102 for the same reasons Deputy Mulcahy has set out.  The discussion we have had bears out the argument that a committee of the House specialising in this area would be a good thing, with the necessary back up available to the committee to develop the required skills.  Deputy Burton suggested that this might be the finance committee sitting under a different hat.  I do not mind whether it is or not, but does it have the time to devote to what Deputy Mulcahy now calls a scrutiny role?Given the importance of what we are talking about, it will be such an important aspect of the work of this House that people will need professional guidance on how to discharge their functions, no matter who is in Government.  No more than being a member of the board, this will not be a particularly glamorous role.  There will not be too many people volunteering for the job.It seems a great deal of thought has gone into constructing amendment No. 102.  Regardless of how we resolve the debate on the distinction between the two and the differing concepts involved, it seems to me the core purpose of this legislation is of such moment to taxpayers and those who wish to remain employed that they would expect a specialist Oireachtas committee which would competently scrutinise — if I am prevented from using the word "oversee" — the implementation of this legislation over the coming decade.
