#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	0	I remind members and witnesses to please ensure that their mobile telephones are on flight mode or switched off for the duration of the meeting as they interfere with the broadcasting equipment even when on silent mode. The minutes of the meeting of 11 March 2021 have been circulated to all committee members. Are they agreed? Agreed. Is the European Union legislative proposal we scrutinised in private session - COM (2021) 87 - agreed? Agreed.
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	1	On behalf of the committee, I welcome from Department of Education Ms Martina Mannion, assistant secretary with responsibility for the National Educational Psychological Service, NEPS, special education, social inclusion and early years education policy; Mr. Eddie Ward, principal officer, special education section; Mr. Brendan Doody, assistant chief inspector in the inspectorate division; and Mr. Eamon Murtagh, director of the planning and building unit. I also welcome Ms Mary McGrath, head of operations, National Council for Special Education, NCSE; and Ms Anne Tansey, director, NEPS. The officials are here to brief the committee on the provision of special educational needs, specifically funding and the allocation of resources, the roll-out of the school inclusion model and the role of special needs assistants, SNAs, the provision of autism services, State recognition of a broader range of intellectual disabilities and the implementation of the Education for Persons with Special Educational Needs, EPSEN, Act 2004. The format of the meeting is that I will invite Ms Mannion to make an opening statement, which will be followed by questions from the committee. Each member has a six-minute slot, which gives him or her an opportunity to question the witness and for the witness to respond. I will keep an eye on the clock and when the six minutes has concluded, I will interrupt to ensure the meeting runs smoothly. As the witnesses are probably aware, the committee will publish the opening statements on its website following the meeting. Before we begin, I remind members of the long-standing parliamentary practice to the effect that they should not comment on, criticise or make charges against a person outside the Houses of the Oireachtas or an official either by name or in such in way to make him or her identifiable. As officials are giving evidence remotely, from a place outside of the parliamentary precincts of Leinster House, as such, they may not benefit from the same level of immunity from legal proceedings as a witness physically present does. They have already been advised of that and whether it is appropriate to take legal advice on the matter. As we have started the meeting, it is a bit late now if they have not. They are reminded of the long-standing parliamentary practice to the effect that they should not criticise or make charges against a person outside the Houses either by name or in such a way as to make him or her identifiable, or otherwise engage in speech that might be regarded as damaging to the good name of a person or entity. Therefore, if their statements are potentially defamatory in relation to an identifiable person or entity, they will be directed to discontinue their remarks by the Chair. It is imperative that they comply with all such directions.I now ask Ms Mannion to make her opening statement.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	2	I thank the Chairman and committee members. At the outset I wish to thank the committee for its invitation to officials from the Department of Education, including the National Educational Psychological Service, and from the National Council for Special Education, NCSE, to meet with its members today. With their agreement, I will share my time for the opening statement with Ms Mary McGrath, head of operations at the NCSE. We are also joined today by a number of other officials, including Mr. Eddie Ward, principal officer of the special education section, Mr. Brendan Doody, assistant chief inspector of the Department's inspectorate division, Ms Anne Tansey, director of the National Educational Psychological Service, and Mr. Eamonn Murtagh, director of the Department's planning and building unit. The committee in its invitation has set out a number of topics to discuss today, including the funding and resourcing of special education supports. The Department of Education continues to prioritise investment in supports for pupils with special educational needs. Last October, a range of new investments in the area of special education was provided for as part of the budget 2021 measures. The State, this year, will spend over €2 billion, or over 20% of its total educational budget, on providing additional supports for children with special educational needs. This represents an increase of over 50%, in total expenditure, since 2011. Budget 2021 provides for vital additional teachers and school staff in the area of special educational needs, including more than 400 extra special education teaching posts and almost 1,000 additional special needs assistants. It also provides funding for important reforms in the area of special education, such as the further roll-out of the school inclusion model. In terms of staff resources for special educational needs, the provision for 2021 delivers for mainstream classes, special classes and special schools. Four hundred additional teachers have been provided in this area for 2021, including 145 additional special education teachers being provided for mainstream schools. Special education teachers provide additional teaching support for pupils with special educational needs who are enrolled in mainstream classes. To limit the extent of allocation disruption for schools this year, in a year where there has already been a great deal of disruption due to Covid-19, the existing special education teacher allocations will be maintained for mainstream schools for the forthcoming 2021-22 school year. No school will see a reduction to its current level of special education teaching supports next year. However, additional allocations of special education teachers will continue to be made for new schools which open for the first time; developing schools which are achieving significant demographic growth; and exceptional circumstances arising in schools, pending the next re-profiling process for schools. Two hundred and thirty-five additional special class teaching posts have also been provided, which will facilitate the establishment of an additional 1,200 special class and special school placements this year. These classes will support pupils who have been assessed as requiring a special class placement for them to be able to access an education appropriate to their needs. Special classes are part of a continuum of education provision that enables students with more complex special educational needs to be educated, in smaller class groups, within their local mainstream schools. The extra teachers being provided will ensure that the new special classes, including new classes to support pupils with autism, can be opened in areas where there may be currently a shortage of provision or in areas which have been achieving significant levels of demographic growth and where additional special class placements are needed. Up to 200 new special classes are planned to be opened for September 2021 meaning that we will have over 2,000 special classes, compared to 548 special classes in 2011.Twenty-three additional teaching posts are also being provided for special schools to meet expected increases in pupil numbers in special schools due to increasing enrolments and demographic trends in 2021. Providing an appropriate school placement for every child is a top priority for the Department and the NCSE. Almost 1,000 extra SNA posts are also being provided for in 2021. The extra posts will ensure that we can continue to provide additional SNA supports for new special classes that open in 2021; new enrolments to special schools; and additional SNA allocations for mainstream schools. They are part of our planning process to develop a general allocation for allocating SNA support to mainstream schools. The provision of almost 1,000 extra SNA posts to the school system in 2021 will mean that the number of SNA posts will have increased by almost 70%, from 10,575 in 2011 to over 18,000. In addition to this planned additional investment, the Department has provided for a range of measures to support pupils during a second period of school closures, in 2021, and also to support children with special educational needs to return to school. The Department has recognised that school closures can have a particular impact on children with special educational needs and, accordingly, it has prioritised children with special educational needs for the earliest possible return to in-school teaching and provided specific guidance and supports to schools, including additional IT funding, to support continuity of learning for the affected children during the school closure period. A supplementary education programme is being provided for children with special educational needs who have missed in-person education. A significantly expanded summer education programme for children with complex special educational needs was provided last year. It aimed to prevent regression among children with special needs, and planning is under way to provide for a similar summer education programme this year. Yesterday, Monday, saw the return to in-school learning for all school students for the first time since we closed for the Christmas break. Overall, a package of more than €630 million has been provided to support the reopening of schools, including funding for personal protective equipment, additional teaching posts, sanitiser, enhanced cleaning and much more. As part of the package of supports, additional teachers have been provided to support the reopening of primary schools to provide enhanced substitution and eliminate the need to mix classes when a teacher is absent.  It is acknowledged that this has been a very challenging and demanding year for the education sector, particularly for children with special educational needs and their parents. Recognising this, the Department has sought to support the well-being of school communities during this Covid-19 period. In addition to its normal work in supporting schools and students, the National Educational Psychological Service, NEPS, has developed a range of resources to support the well-being of children and young people in line with the Department's
Wellbeing Policy Statement and Framework for Practice. These include well-being guidance, webinars and toolkits, including a targeted toolkit for school staff, Supporting the Wellbeing of Students with Special Educational Needs (SEN) Returning to School: Strategies and Resources. I thank the committee for our invitation. I will hand over to Ms Mary McGrath from the NCSE.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	57	I am aware of the ongoing site acquisition for St. Teresa's Special School in Ballinasloe. I understand that it is progressing well. I will have to follow up on the specifics of it to provide the Senator with the latest position on it. More generally, in terms of planning for SEN provision within school planning areas across the country, as I outlined earlier, we work very closely with the NCSE on the identification of schools in a position to take on special classes, and support the delivery of that additional accommodation through the additional school accommodation, ASA, scheme. In the longer term, we are planning a number of years in advance to identify those schools that have the potential to make such provision into the future. That is an ongoing process. I will come back directly to the Senator on the issue of the site acquisition for St. Teresa's.
#AislingDolan	unknown-#AislingDolan-party	unknown-#AislingDolan-dob	unknown-#AislingDolan-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	58	That is good news.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	59	In terms of the breakdown of the summer programme as regards home-based and school-based provision, almost 13,800 children participated in the programme last year, of which 3,800 were in school-based provision and approximately 9,000 in a home programme at a cost of over €18 million.  As one can see, the balance towards the home programme is part of the issues we are working through to ensure we make the school-based programme more attractive for schools to run. It is a voluntary programme because it is outside the school calendar year. We are engaging with the stakeholders on the types of supports that would make running the school programmes attractive to them. These include, for example, reducing the administrative burden, streamlining the payments and application processes and providing support in the run-up to, and delivery of, the programme.  Obviously, our focus in the special education area of the Department has been getting the children back to school as quickly as possible. We are pleased children with special educational needs were prioritised for returning. Special schools are back since 11 February, special classes are back and all of the children are back since yesterday.  We are now working through how the summer programme might work and ensuring it is focused more towards school than home. However, the home-based component is also important because it will remain an important part of the programme and worked successfully for more than 9,000 children last year.
#RoseConwayWalsh	unknown-#RoseConwayWalsh-party	unknown-#RoseConwayWalsh-dob	unknown-#RoseConwayWalsh-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	60	I thank Ms Mannion for the opening statement. In light of the recent revelations in the "Prime Time" programme, have any of the witnesses been asked by the Department of Health to provide information on individual children and families?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	61	The Department became aware of this matter as a result of the "Prime Time" programme on 25 March. We issued a press statement at the time. I reiterate that the focus of the Department, in its management of litigation over the past 20 years and more, has been on ensuring children with special educational needs had access to the appropriate provision. The best defence of litigation proceedings was ensuring the children had access to appropriate educational placements and provision to meet their needs. That has been the entire focus of the Department's work.
#RoseConwayWalsh	unknown-#RoseConwayWalsh-party	unknown-#RoseConwayWalsh-dob	unknown-#RoseConwayWalsh-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	62	Has Ms Mannion supplied information to the Department of Health?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	63	As a result of the programme, we have instituted a review of the procedures relating to how the cases were managed over a long period. The review is ongoing and we will be able to provide further information once it is complete. It is important to reiterate that supporting children and their provision is the primary focus of the Department's focus on litigation.
#RoseConwayWalsh	unknown-#RoseConwayWalsh-party	unknown-#RoseConwayWalsh-dob	unknown-#RoseConwayWalsh-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	64	Who is conducting the review? Is the Department conducting its review internally?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	65	This matter was brought to our attention as a result of the "Prime Time" programme and we have instituted our review of processes and procedures. That review is ongoing.
#RoseConwayWalsh	unknown-#RoseConwayWalsh-party	unknown-#RoseConwayWalsh-dob	unknown-#RoseConwayWalsh-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	66	That does not answer my question. Who is in charge of the review?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	67	To be fair, the matter was only brought to our attention three weeks ago and relates to litigation going back 20 or 25 years. It is appropriate that we review our files and then advise as to their contents, rather than comment in this forum. Our focus in dealing with this has been to ensure children have had appropriate provision. It is important the committee is aware of that.
#RoseConwayWalsh	unknown-#RoseConwayWalsh-party	unknown-#RoseConwayWalsh-dob	unknown-#RoseConwayWalsh-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	68	I take it from her response that Ms Mannion was absolutely unaware of the practices before the "Prime Time" programme.Is it true to say that?
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	69	Deputy Conway-Walsh is travelling a little outside the remit of today's meeting.
#RoseConwayWalsh	unknown-#RoseConwayWalsh-party	unknown-#RoseConwayWalsh-dob	unknown-#RoseConwayWalsh-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	70	That is okay, Chair, but I think it is very important. We need to understand what is happening.
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	71	I understand. In fairness, however, when the committee invited the witnesses to appear, we were very specific about the items that they were to cover. I want to be fair to them.
#RoseConwayWalsh	unknown-#RoseConwayWalsh-party	unknown-#RoseConwayWalsh-dob	unknown-#RoseConwayWalsh-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	72	Yes, but it is important for children. Is Ms Mannion aware of how many children are suspended from primary school at the moment because of behavioural issues?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	73	I apologise to the Deputy, but we will have to come back to her on that. The Department does not hold information on suspensions of individual children. Is the Deputy talking about children with special educational needs?
#RoseConwayWalsh	unknown-#RoseConwayWalsh-party	unknown-#RoseConwayWalsh-dob	unknown-#RoseConwayWalsh-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	74	I will give an example of a seven-year old child who has been suspended several times in recent months. The child has not been assessed by NEPS and is continuously suspended. Does Ms Mannion think that is right? I ask that in light of the fact that she is telling us that €2 billion has been provided for additional supports for children. I cannot reconcile how children as young as seven can be suspended from school because of behavioural issues. One would imagine that all of the supports and services are there to be able to address those needs.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	75	I will ask my colleague, Ms Tansey, to comment. She will be able to articulate how the management of those issues are addressed. Obviously, she cannot comment on individual cases, but I think she will be able to explain to the Deputy how cases are managed by schools.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	76	NEPS provides a service to all primary and post-primary schools through the assignment of psychologists. We provide a dual service. We support schools to build their capacity to support the children within the school setting and to provide a continuum of support. The support we provide for schools consists of two types of service. There is a case work service and a support and development service. The case work service is built into-----
#RoseConwayWalsh	unknown-#RoseConwayWalsh-party	unknown-#RoseConwayWalsh-dob	unknown-#RoseConwayWalsh-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	77	If Ms Tansey does not mind, I will ask her a question because we have very limited time. As we speak, do all schools have access to NEPS? Is there an onus on school principals to refer to NEPS if requested by a parent?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	78	I am not sure that I heard the Deputy's question completely as the sound broke up a little. From what I heard, Deputy Conway-Walsh asked if all schools have access to NEPS and if there is an onus on a principal to refer a child to the service? All primary and post-primary schools have access to NEPS. What happens with regard to the individual supports is that NEPS supports teachers and school personnel through the provision of a consultation and advisory service to support children within their schools. If a continuum of support has been put in place and a student support plan is in place and the child is still presenting with needs, often times the school principal will prioritise that child for an individual case work service from NEPS. It is possible for a school principal to receive the support of NEPS in that instance.
#RoseConwayWalsh	unknown-#RoseConwayWalsh-party	unknown-#RoseConwayWalsh-dob	unknown-#RoseConwayWalsh-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	79	Does Ms Tansey know how many parents are accessing psychological services privately because they cannot get a psychological assessment service from NEPS or any other State service? I know a number of parents who are paying large amounts of money for private psychological assessments because they have been left with no choice. My concern is that only those who have the ability to pay will have their children assessed and get a diagnosis. I accept what Ms Tansey said earlier, namely, that one does not have to wait for the diagnosis in order for the services to be provided. That is not the experience, however. Does she know how many parents pay for private services?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	80	I do not have those figures on how many parents are accessing private psychological services.However, as we said earlier, accessing NEPS for a diagnosis is not a prerequisite to a child receiving support within the school setting or of the school availing of the support services provided by the Department of Education. As a colleague mentioned earlier, we have a system in place now whereby supports for schools and to support children within schools are front-loaded and pre-allocated based on the school's profile. The allocation of that support is not dependent on a NEPS diagnosis but the service is available to support schools in providing that continuum of support.
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	81	I thank Ms Tansey. The next speaker is Senator Pauline O'Reilly who will be followed by Senator Fiona O'Loughlin.
#PaulineOreilly	unknown-#PaulineOreilly-party	unknown-#PaulineOreilly-dob	unknown-#PaulineOreilly-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	82	I thank the witnesses for coming in. I reiterate that there has been significant investment in special needs education. It is important for all of us here to recognise that but the challenge is that children grow up very fast and we see the realities on the ground. It may take some time for things to fall into place but we have an obligation regardless to ensure that every child's needs are met. We have a constitutional obligation as well as everything else and therefore we need to ask the witnesses these questions about individual cases. One of the requests we made was for the witnesses to talk about the EPSEN Act, which has not been covered at this stage. A number of provisions in that Act have not been commenced, despite the fact that it is on the Statute Book since 2004. From speaking to As I Am, one of the concerns is that in other jurisdictions such as the US and the UK individual education plans, IEPs, are on a statutory footing but that is not the case here. I tabled a Commencement matter on this to the Minister. I understand that from the Department's perspective that is because of a move from diagnosis to this inclusion model. However, IEPs are still being used because they are in the guidelines. The fact that is not on a statutory footing means that people do not have the same kind of recourse if their school is not putting in place proper education plans. Could the witnesses outline whether they believe that is the case because what I am hearing on the ground, certainly from As I Am, are many stories about people getting very little communication about individual education plans, which are supposed to be consultative. Are they confident that all schools are rolling these out in the same manner because leaving something in guidelines does not give people enough confidence?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	83	I thank the Senator. I might ask Mr. Doody from the inspectorate, who has particular knowledge of IEPs in school and how they support children with special needs, to respond as he might be able to assist her with her query. I can specifically answer then in respect of the EPSEN Act.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	84	I note that while there is a guideline which suggests that there should be planning for all students, it is very rare that we come across situations in schools where children with special educational needs do not have that level of individual planning available to them. We conducted a fairly comprehensive review of provision for children with autism in special classes in 2019 and published a report last year and, for the most part, the quality of planning for individual children was found to be fairly good. There were some instances where it was not to the required standard and that would have been addressed at the level of the individual school. Overwhelmingly, however, the supports that were in place included a good level of planning for the students. As members may know, there is a union directive, at post-primary level in particular, that IEPs would not be put in place for students but we are finding that is not the case in practice.The support file that is supposed to be made available for students, as indicated in the guidelines, is actually in place.
#PaulineOreilly	unknown-#PaulineOreilly-party	unknown-#PaulineOreilly-dob	unknown-#PaulineOreilly-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	85	I thank Mr. Doody. Do the witnesses believe the EPSEN Act will be commenced in full? What is the position on some of the aspects concerning individual plans, particularly on mediation and section 38? Could I have a response to that? I would like to come back in so could we speed up the answers, if the witnesses do not mind?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	86	Certainly. The Senator has identified that certain sections of the Act have been commenced and that others have not. The Minister of State responsible for special education and inclusion, Deputy Madigan, has indicated that one of her priorities is to review the laws on special educational needs, including the EPSEN Act. That is something the Department has indicated it will do. The Senator pointed out that since the EPSEN legislation was implemented, the policy on supporting children with special educational needs has moved on and evolved on foot of evidence and policy advice from the NCSE, which takes into account international perspectives and other matters. The fact is that the model for the provision of special educational needs has moved on from a diagnosis-led model to one that is driven by the needs of the child. Having regard to any view that is substantially different from the one that underlined and underpinned the EPSEN Act, any review of the Act will need to take into account the changing policy since the inclusion of EPSEN provisions in 2004. The review is something that the Minister of State is committed to and that the Department will undertake to do.
#PaulineOreilly	unknown-#PaulineOreilly-party	unknown-#PaulineOreilly-dob	unknown-#PaulineOreilly-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	87	The period 2004 to now is quite a long one in which the measures could have been put on a statutory footing. This needs to happen as soon as possible. I am looking for full commencement because both aspects are obviously working in conjunction with each other anyway. We do not have the same rights if we do not have them in legislation. My other question is on July provision or summer provision. Ms Mannion spoke about an inducement for schools to provide the service in school but schools are struggling to get tutors or teachers to do so. It is partly because there is a delay in payments, of up to four months in some cases. I want to be confident. Is Ms Mannion confident that this will be resolved? Are we certain it will be resolved for this summer? My point on school buildings is that many of the buildings on the schools list are for multidenominational schools. We are waiting for these to be rolled out. It impacts some sections of society more than others in respect of the provision of the new special education classes.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	88	I reiterate that the focus of our work is ensuring that we have a successful summer programme in 2021, building on the success of 2020. We are considering reducing the administrative burden through a centralised applications process, providing funding towards preparation and overseeing and facilitating earlier payments of school staff, if possible. We are working through those processes internally so it is our hope that we will be able to streamline and make that process smoother for 2021. We have not concluded that internally or with the stakeholders yet. We will obviously have to come back to the Senator on that, but trying to make the process as streamlined as possible, for the benefit of parents and schools, is very much our focus.
#FionaOLoughlin	unknown-#FionaOLoughlin-party	unknown-#FionaOLoughlin-dob	unknown-#FionaOLoughlin-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	89	I thank Ms Mannion and all her colleagues. I acknowledge all the work that has been done and the significant investment that has been made in special needs, and rightly so. I share Senator O'Reilly's concern about the EPSEN Act. That 17 years have elapsed since its passage and that some issues may have changed certainly do not lessen its whole principle. What was considered very important 17 years ago is all the more important at this point in time.Deputy Conway-Walsh raised the issue of children not being in school due to reduced timetables. There has been a complete abuse of reduced timetables and I think we are all aware of specific examples. Only this morning, I spoke to a parent about her child who has special needs and has been getting sent home every morning. The child attends an ASD unit within a mainstream school. There was a large focus on the issue a number of years ago and agreement was reached that guidelines would be issued and a proper monitoring system would be put in place. Is there an update on that? It fits in to what we are talking about. Turning to the national training programme for SNAs and teachers, I acknowledge that the Department is considering rolling out another such a programme for nursing within schools. Is there an update on that proposal? Having listened to what our guests outlined, I believe that teachers and SNAs need more than the types of supports being suggested. We all agree that early intervention is very important. There are significant delays between assessment and provision of support services for children diagnosed with autism. Does the Department have up-to-date information on how long the delays are at this time? Anecdotally, I have heard they are very long. What do our guests consider an acceptable delay? I know of a number of parents whose children have been diagnosed with verbal dyspraxia but they had to go to England to get the diagnosis. There seems to have been a significant shortfall in support services for speech therapy. I know of a seven-year-old boy who has had only six public speech therapy sessions. Again, his parents, thankfully, could afford to make sacrifices to be able to go down the private road but that is not an option for everybody. The introduction of the new school inclusion model at the school for the deaf in Cabra meant that a speech therapist post was to be taken away. While that has been rectified, and I know the Minister of State committed to that, it is a very important issue and we want to ensure that designated special schools will not lose out under the new model. On the supports for schools through NEPS, while it is very important that schools have a wellness policy and a positive mental health policy, there are circumstances in which direct interventions are needed. Are professional counsellors provided by the Department? Is there access to funding through the school to be able to supply that? It is very important, notwithstanding the issue of peer learning.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	90	The Senator raised a large number of issues, so we may not be able to get through all of them in the time available. On delays in diagnosis, I reiterate that a diagnosis is not required for children with special educational needs to access educational supports in schools. We have moved away in recent years from a diagnosis being required to access supports towards focusing on the needs of the child. As for the issues the Senator raised regarding delayed diagnosis, I understand they may relate to a delay in respect of access of supports once children are diagnosed or health-related supports, potentially in respect of therapies and other issues. As those matters are not under the remit of the Department of Education, we probably cannot comment in any great detail on them. The Senator mentioned reduced timetables, an issue on which my colleagues in the special education and social inclusion areas of the Department have appeared before the committee in recent times.To reiterate, we have committed to ensuring robust data collection on the use of reduced timetables. We want to ensure that where reduced timetables are in place, they are only used in a manner that is limited, proportionate and absolutely necessary, in line with our guidance. We had guidelines drawn up for the use of the reduced timetables and we have spoken to the committee about that on previous occasions. Those guidelines have been out for consultation with education stakeholders but the process has, unfortunately, coincided with the pandemic. We reissued the guidelines for engagement with stakeholders in late 2020, with a view to having them introduced in the schools in early 2021 but as a result of school closures, that has been further delayed. Now that schools are open, we are in a position to progress this issue further. The key message is that reduced timetables are to be used only in very limited circumstances to reintroduce a child to school but never as a way of managing a child's behaviour or otherwise as a replication for the appropriate supports that the Department is funding to ensure a child has access to appropriate provision. I know there were a number of other areas about which the Senator asked. She asked about progressing disability services in the school for the deaf. It is an issue that has been raised and managed under the remit of the Minister of State, Deputy Rabbitte, and the Department of Children, Equality, Disability, Integration and Youth. It provides a pathway for people to access therapy in the wider health space. The Minister of State has recently announced that she will be holding further discussions with the HSE about the management of the programme and has paused any changes in therapy services to schools pending those discussions. That is an update on those issues. I am not sure if the Senator asked about anything else.
#CarolNolan	unknown-#CarolNolan-party	unknown-#CarolNolan-dob	unknown-#CarolNolan-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	91	I thank our guests for joining us today and sharing their presentations. My first question relates to NEPS. I welcome that there has been a recent increase in NEPS psychologists. However, I am aware from a reply I received to a parliamentary question some months ago that the number of whole-time equivalent NEPS psychologists currently stands at 221, including an extra 17 who have been allocated to well-being in our schools. We know that only 205 of those posts have been filled. Could I get an update on the outstanding 16 posts and what is happening there? Are there barriers to the recruitment of NEPS psychologists and, if there are, will our guests identify them? Are pay and conditions barriers? Is there a lack of available candidates? What are the barriers? There appears to be a shortage of NEPS psychologists. I have raised this issue time and again since my first election in 2016. I was acutely aware of the shortage of NEPS psychologists in schools where I worked. I would like an update on that and on what can be done around recruitment to attract more people into psychology because we have a need for that. I welcome the extra €2 billion for additional supports for children with special needs. I also acknowledge that the budget last October identified that additional teachers and school staff would be provided, particularly in the area of special educational needs. That budget was presented on 3 October and we are now in an entirely different situation. Many schools and principals are identifying the lack of engagement among students as being an issue of concern, in addition to educational disadvantage. Will any other provisions be made? Do our guests feel that the measures and resources identified and allowed for in the most recent budget are already inadequate when compared with the increased demand for pupil assistance?I would like an answer to this given the situation in which we find ourselves.  The issue of reduced timetables, which was referred by a previous speaker, is a very serious one that was highlighted by this committee, which produced a report on it. The fact that 12% of children only received one hour per day is very concerning. The witnesses mentioned that data collection has been put in place but have any other resources been put in place by the Department to assist schools on this matter? I would like a specific answer to the question of resources. The witnesses spoke about data collection but is there anything else available?  My third point encompasses an issue raised by many people this morning, namely, the delays relating to school buildings. I have raised the case of Gaelscoil na Laochra, a school that needs to transfer to a permanent premises in Birr, County Offaly, with the Department. There are children with special needs in that school who are in an entirely inadequate premises in Sandymount Haven, Birr. The school is to move to a premises that is partially occupied by HSE mental health services but there has been delay after delay. It has been going on for at least four years. I am very concerned for all the children but particularly those with special educational needs along with the fact that the school's potential is being hampered. The lack of adequate space during a pandemic is unacceptable. The school is in a building in Sandymount Haven that is inadequate and there is a lack of space, including in the school yard. I would like a direct update because I have raised this issue a number of times but I cannot get direct answers. There does not seem to be enough engagement between the Department of Education and the HSE on this matter. I would call for that. If another section of the Department deals specifically with this, I would welcome a written answer on it and something positive that shows that steps are being taken to remedy this situation. 
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	92	The Deputy covered three issues. I will deal with the second one first. The Deputy will appreciate that when an individual issue is raised concerning a specific school and building project, we will come back to her directly. Regarding the budget and funding for special education, we outlined in our opening statement that in September 2021, we will see an additional 1,000 SNAs and an additional 400 extra special education teachers on top of what was a significant increase over previous years. We are talking about a 50% increase in special education allocation since 2011. This is a really significant increase and shows the Minister and Department's commitment to special education where more than 20% of our budget is now being spent on children with special educational needs. The Deputy mentioned the impact of the return to school and Covid. The Department is working on this and all the measures we have put in place since March 2020 have been to put in place resources and supports to support children who are out of school as a result of school closures in particular acknowledgement that children with special educational needs would find it hardest to engage with remote learning. It is for this reason that they were prioritised for the return to school and that all the supports and resources we have put in place, including additional guidance, were there to ensure that when they were being taught remotely, they were able to access this to the best possible degree, acknowledging that nothing replaces the child returning to the school itself.  The first issue raised by the Deputy related to the recruitment of psychologists. I will hand over to Ms Tansey but I reiterate that all public service appointments are recruited in line with public service requirements. In an organisation like NEPS, which has over 200 staff, there will be ongoing recruitment of psychologists and filling of posts on an ongoing basis, so this is not a static figure. As people retire and move on, there is continuous movement in and out of the service. The key message given by Ms Tansey is that a NEPS psychological service is available to every primary and post-primary school in the country. Ms Tansey might be able to provide more information on that. 
