#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	845	A project to replace the existing windows at St. John of God's primary school, Artane, is nearing completion.In relation to the joint application from the primary and secondary school for security fencing, my Department wrote to the board of management of the St. John of God's secondary school, Artane, in August 2002 requesting further information.When a reply is received my Department will be in further contact with the school.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	846	In order to be appointed to a permanent teaching post in a voluntary secondary, community or comprehensive school, a person must hold an acceptable primary degree together with an acceptable training-in-teaching qualification – the higher diploma in education or its equivalent. The person to whom the Deputy refers does not hold a primary degree nor does he hold  an acceptable training-in-teaching qualification and therefore he is not qualified for permanent appointment to a teaching post in Pobalscoil Rosmini.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	847	The stage 6 submission (Tender, Action and Report) for Calasanctius College is currently being examined by the Department's staff. When this submission is found to be satisfactory the question of proceeding to construction will be considered in light of my Department's capital programme 2003 as published on my Department's website at www.education.ie.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	848	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website at www.education.ie.The project at the school referred to by the Deputy is at an advanced stage of architectural planning. On the basis of the budgetary allocation it was not possible to include it in the new projects to start construction in 2003. The project will be considered again in the context of the 2004 capital programme.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	849	The issue of compensation for certain teachers formerly employed in the Army apprentice school, Naas, was referred to a rights commissioner in February 2002 following discussions with the teachers concerned and the Teachers Union of Ireland. The rights commissioner issued his recommendation on 6 March 2002. The Teachers' Union of Ireland gave notice of appeal against the decision on 15 April but then indicated acceptance of the decision on 20 August 2002.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	850	The group, referred to by the Deputy, has made an application for funding to my Department. This group was established in the United Kingdom in 2002.Funding is provided by my Department to a number of survivor groups both in this country and in the United Kingdom. This funding is allocated for the provision of an information service for the survivors of institutional child abuse.An outreach service based in the United Kingdom has been established in five Irish centres within the last two years. These centres provide information to survivors based in the United Kingdom on a variety of issues including counselling, housing, the Commission to Inquire into Child Abuse and the Residential Institutions Redress Board. It is my view that any further funding available should be directed towards the further development of the outreach service in the United Kingdom. Official of my Department met with two representatives from the group, referred to by the Deputy, on 8 October 2002 and advised them that no funding would be allocated to new survivor groups in the United Kingdom.
Question No. 375 answered with Question No. 362.

#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	851	It is open to the person concerned to apply to St. Raphael's to have her child enrolled at that school. Any such application should be accompanied by relevant reports relating to the child's special needs.My Department will consider any application from the school for special support services necessary to support such a placement.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	852	My Department has been advised by Bus Éireann that there is no suitable service on which this pupil can be accommodated. In addition, the cost involved in establishing a new service to facilitate this pupil would be prohibitive.In the circumstances, my Department has sanctioned grant aid, at the maximum rate allowable, towards the cost of private transport arrangements from the pupils home to the school.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	853	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website at www.education.ie.The building project for the proposed extension to the school referred to by the Deputy is at an advanced stage of architectural planning (pre-tender stage). However, on the basis of the budgetary allocation it was not possible to include it in the new projects to start construction in 2003. The matter of further progress will be reviewed in the light of the capital allocation for the 2004 capital programme.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	854	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website at www.education.ie.The project at the school referred to by the Deputy is at an advanced stage of architectural planning. On the basis of the budgetary allocation it was not possible to include it in the new projects to start construction in 2003. The project will be considered again in the context of the 2004 capital programme.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	855	The decision on eligibility for third level grants is a matter for the relevant local authority or VEC. These bodies do not refer individual applications to my Department except, in exceptional cases, where, for example, advice or instruction regarding a particular clause in the relevant scheme is desired. It appears that no such advice or instruction was sought in the case of the student referred to by the Deputy.It is not open to me, or my Department, to depart from the terms of the maintenance grants schemes in individual cases.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	856	It is a matter for a vocational education committee, as the responsible statutory authority and employer, to ensure that its teaching staff are timetabled and deployed in accordance with the needs of its scheme.With regard to the specific case referred to by the Deputy, I understand that the teacher in question has been deployed to alternative duties within its scheme by the VEC concerned.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	857	I assume the Deputy is referring to the research project Co-education, Gender Equality and Mathematics Achievement which was commissioned by the former equality committee of my Department and carried out by the equality studies centre, UCD, in association with St. Patrick's College, Drumcondra, and the statistics department of UCD. The aim of the study was to examine the relationship between co-education, single sex education and mathematics achievement. The study commenced in 1998.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	858	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website at www.education.ie.An application for improved accommodation has been received from the management authorities of Coole national school. However my Department does not intend to put further large-scale projects into architectural planning during 2003. The project will be considered again in the context of the 2004 capital programme.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	859	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website at www.education.ie.Architectural planning for a new primary school in Ratoath is at an advanced stage. On the basis of the budgetary allocation it was not possible to include it in the new projects to start construction in 2003. The project will be considered again in the context of the 2004 capital programme.With regard to the provision of a second-level school in Ratoath officials of the building unit of my Department are in communication with County Meath Vocational Educational Committee regarding the acquisition of a suitable site, which has been identified, and the chief executive officer is currently negotiating the purchase of same.In view of the scale of the programme as now published on my Department's website and having regard to the level of financial commitments to be met from projects already in construction, my Department does not envisage that it will be in a position during the current year to initiate architectural planning on this project.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	860	A need has been identified by my Department for additional primary school provision in the Johnstown/Athlumney area of Navan. In that regard, a formal notification of intention to apply for the recognition of a school in that area to commence operation in September 2003 has been received from the diocese of Meath. This notification has been referred for consideration to the new schools advisory committee, which I established recently to provide independent advice regarding the recognition of new primary schools. The committee is at present undertaking a consultation process with the existing school providers and the general public in the area in which it is proposed to locate the new school.A formal application for recognition of the school must be submitted not later than 31 January 2003. Assuming an application is received, the new schools advisory committee will consider the matter and make a recommendation to me on recognition. It is my intention to notify each applicant of my decision in their case by 30 April 2003.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	861	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website at www.education.ie.I am pleased to inform the Deputy that provision has been made in this year's programme for additional temporary accommodation at Lismullen national school and my Department's building unit will be in contact with the school as quickly as possible regarding this matter.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	862	In December 2001, my Department issued a grant of €2,159 to the management of the school in question to facilitate the purchase of computer equipment for the use of the pupil referred to by the Deputy. The issue of such equipment being used by pupils in their home environment is a matter for the board of management of the school concerned.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	863	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website at www.education.ie.On the basis of the budgetary allocation it was not possible to include funding in 2003 for the works at the school referred to by the Deputy. The project will be considered again in the context of the 2004 capital programme.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	864	My Department received an application for resource teaching and special needs assistant support for the person in question on 16 December 2002.All such applications received by close of business on Friday, 7 February 2003 will be responded to in the week commencing 7 April 2003.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	865	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website at www.education.ie.The project at Gurrane national school, Innishannon, County Cork, is at an early stage of architectural planning. On the basis of the budgetary allocation it was not possible to include it in the new projects to start construction in 2003. The project will be considered again in the context of the 2004 capital programme.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	866	I understand that an investigation carried out by my Department in relation to the issue raised by the Deputy has been unable to identify any formal applications for incremental credits from the two persons in question. Discussions regarding incremental credits for special needs assistants have not yet been concluded in my Department. Every effort is being made to advance this matter as speedily as possible.Any formal applications for incremental credits received from the persons in question will be considered in the light of the outcome of the discussions currently taking place.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	867	Dáil Question No. 741 of 9 October 2002 referred to transport arrangements for a particular person and three other similar cases in the locality attending a training workshop for adults with learning disabilities. Training workshops do not come under the remit of my Department.I indicated in my reply, however, that my Department would be prepared to allow such individuals attending this centre to avail of incidental free transport on an existing service, subject to there being room available on the service and no extra cost being incurred. If details of the persons referred to by the Deputy are forwarded to my Department the matter will be examined as a matter of urgency.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	868	Bus Éireann has advised that the pupil concerned is facilitated with transport on the special service to school. This service has an escort on board to supervise the pupils.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	869	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website at www.education.ie.The project referred to by the Deputy is at an advanced stage of architectural planning, pre-tender stage. The timing of when this project can progress to tender and construction is dependent on the funding allocation in 2004 and subsequent years.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	870	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website at www.education.ie.The project at St. Killian's national school is at an advanced stage of architectural planning. On the basis of the budgetary allocation it was not possible to include it in the new projects to start construction in 2003. The project will be considered again in the context of the 2004 capital programme.At the request of my Department, a technical inspection was undertaken at the school on 25 November 2002 and all air test results for asbestos were found to be clear. A nationwide survey of primary and post-primary schools is being carried out by the Office of Public Works on behalf of my Department in order to establish the position relating to asbestos in school buildings and to undertake any remediation measures that are necessary.Where asbestos requiring removal is detected, either as a result of the survey or otherwise, arrangements to undertake the work in accordance with the relevant health and safety legislation are made by the Office of Public Works. The advice to my Department from the health and safety unit of the Office of Public Works is that removal is not necessary in the case of St. Killian's national school. Financial provision has been made for the continuation of the testing and remediation programme in 2003. No provision has been made for compensation payments.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	871	Responsibility for the provision of speech and language therapy services, including the provision of such services in schools, is a matter for the relevant health authority. I will arrange to bring the Deputy's question to the attention of the Department of Health and Children.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	872	My Department has not received an application for increased resource teacher support for the person in question. Any such application will be given full consideration.Applications for resource teacher support received in my Department by close of business on Friday, 7 February 2003 will be responded to in the week commencing 7 April 2003.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	873	The 2003 capital programme has now been published and full details in relation to indi vidual projects are available on my Department's website at www.education.ie.In view of the extensive nature of the building programme, my Department does not intend putting further large scale projects into architectural planning during 2003. In the meantime, the school's board of management should use its devolved grant to deal with any urgent health and safety works.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	874	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website at www.education.ie.The project at St. Killian's national schools is at an advanced stage of architectural planning. On the basis of the budgetary allocation it was not possible to include it in the new projects to start construction in 2003. The project will be considered again in the context of the 2004 capital programme. At the request of my Department, a technical inspection was undertaken at the school on 25 November 2002 and all air test results for asbestos were found to be clear. The matter will continue to be monitored.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	875	I propose to take Questions Nos. 400 and 425 together.The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website at www.education.ie.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	876	Scoil Chaitlín Maude is one of three schools on the same campus that have applied to my Department for grantaid towards the provision of security measures, an extension to the car park and replacement windows. The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website at www.education.ie.On the basis of the budgetary allocation it was not possible to include this project in the new projects to start construction in 2003. The project will be considered again in the context of the 2004 capital programme.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	877	In view of the scale of the 2003 capital programme as now published, and available on my Department's website at www.education.ie and having regard to the level of financial commitments to be met from projects already in construction, I do not envisage that my Department will not be in a position to authorise any additional large scale projects to proceed to construction in 2003, other than those listed in section 4.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	878	Dealing with educational disadvantage remains a key priority of this Government and my Department has introduced a range of key interventions and programmes in primary schools aimed directly at tackling the problem of educational disadvantage. The early start pre-school pilot project is in place in 40 selected schools in designated areas of disadvantage. It is aimed at children who are considered to be most at risk of not reaching their potential and are aged between three and four years. Early start units have been established in two schools in Dublin 24 and both schools are benefiting from additional resources to cater for the pre-school children attending.A new disadvantage programme – Giving Children An Even Break – was launched in 2001 to deal with educational disadvantage in primary schools. The schools targeted under the programme were identified through a comprehensive and objective survey of primary schools carried out in March and April 2000 by the educational research centre in Drumcondra on my Department's behalf. Over 75% of primary schools took part in the survey. Indicators such as unemployment, medical card possession and rented local authority housing have been found to be reliable indicators of levels of disadvantage in schools. The survey provides a valuable basis for directing resources to the areas of greatest need. All the schools identified as having enrolled pupils with characteristics of disadvantage have been invited to participate in Giving Children an Even Break.Giving Children an Even Break subsumes the previous process of designation of schools that serve areas of educational disadvantage. My Department's approach is now refined to ensure that the individual at risk pupils are targeted. Rather than the old method of designating additional schools, my Department provides support that is commensurate with the levels of concentration in schools of pupils with characteristics associated with educational disadvantage and early school leaving. Schools participating in Giving Children An Even Break are eligible to receive a range of additional supports including teacher posts and financial supports to be targeted at disadvantaged pupils. The additional supports to be provided reflect the level of concentration of pupils from educationally disadvantaged backgrounds in each school invited to participate in the programme.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	879	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website, www.education.ie. The project at Coralstown national school, Mullingar, County Westmeath is at an early stage of architectural planning. On the basis of the budgetary allocation it was not possible to include it in the new projects to start construction in 2003. The project will be considered again in the context of the 2004 capital programme.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	880	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website, www.education.ie. The project at Dysart national school, Mullingar, County Westmeath is at an early stage of architectural planning. On the basis of the budgetary allocation it was not possible to include it in the new projects to start construction in 2003. The project will be considered again in the context of the 2004 capital programme.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	881	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website, www.education.ie. The project at Ballinagore national school, Mullingar, County Westmeath is at an early stage of architectural planning. On the basis of the budgetary allocation it was not possible to include it in the new projects to start construction in 2003. The project will  be considered again in the context of the 2004 capital programme.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	882	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website, www.education.ie. The project at the school referred to by the Deputy is at an advanced stage of architectural planning. On the basis of the budgetary allocation it was not possible to include it in the new projects to start construction in 2003. The project will be considered again in the context of the 2004 capital programme.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	883	I propose to take Questions Nos. 408 and 469 together.In view of the scale of the building programme as now published, and having regard to the level of financial commitments to be met from projects already in construction, it will not be possible to allow any further large scale projects into architectural planning during 2003. As a consequence, my Department will not be in a position to authorise the appointment of a design team for the proposed building project at Our Lady's Bower secondary school, Athlone, County Westmeath. This matter will be reviewed in the light of the capital allocation for the 2004 school building programme.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	884	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website, www.education.ie. The project at Clonmellon national school, County Westmeath, is at an early stage of architectural planning. On the basis of the budgetary allocation it was not possible to include it in the new projects to start construction in 2003. The project will be considered again in the context of the 2004 capital programme.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	885	My Department has received a request under the special projects for youth scheme for increased funding in 2003 in respect of three projects under the aegis of the midland regional youth service: Athlone youth community project, Tullamore youth community project and Mullingar youth project. An additional youth worker post is being sought for each of these projects. A first-time application for funding in the amount of €107,364 has also been submitted on behalf of Clara youth project, which is also under the aegis of the midland regional youth service. These applications will be given full consideration this year having regard to available financial resources. In 2002, the midland regional youth service received funding as follows: Athlone youth community project, €89,212; Tullamore youth community project, €22,426; Mullingar youth project, €44,853.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	886	My Department has approved additional teaching hours to cater for the pupils with special needs attending the school referred to by the Deputy.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	887	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website, www.education.ie. The project at St. Etchen's national school, Kinnegad, County Westmeath is at an early stage of architectural planning. On the basis of the budgetary allocation it was not possible to include it in the new projects to start construction in 2003. The project will be considered again in the context of the 2004 capital programme.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	888	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website, www.education.ie. An application for improved accommodation has been received from the management authorities of Curraghmore national school, Mullingar, County Westmeath. My Department does not intend to put further large-scale projects into architectural planning during 2003. The project will be considered again in the context of the 2004 capital programme.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	889	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website, www.education.ie. I am pleased to inform the Deputy that the school in question has been included in the new pilot initiative to allow small schools undertake building and modernisation works on a devolved basis. My Department's building unit will be in contact with the school concerned as soon as possible.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	890	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website, www.education.ie. I am pleased to inform the Deputy that a building project for Gaelscoil an Mhuilinn will proceed to construction in 2003. My Department's building unit will be in contact the school's management authorities as soon as possible.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	891	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website, www.education.ie. An application for improved accommodation has been received from the management authorities of Sonna national school. However my Department does not intend to put further large-scale projects into architectural planning during 2003. The project will be considered again in the context of the 2004 capital programme.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	892	In view of the scale of the 2003 school building programme as now published, and having regard to the level of financial commitments to be met from projects already in construction, my Department does not envisage that it will be in a position during this year to initiate architectural planning on any further large scale building projects.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	893	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website, www.education.ie. The project at Sallins national school is at an advanced stage of architectural planning. On the basis of the budgetary allocation it was not possible to include it in the new projects to start construction in 2003. The project will be considered again in the context of the 2004 capital programme.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	894	The 2003 capital programme has now been published and full details in relation to individual projects are available on my Department's website, www.education.ie. It was not possible to include this project in the new projects to start construction in 2003. This project will be considered further in the context of the 2004 capital programme.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	895	The 2003 capital programme has been published and full details in relation to individual projects are available on my Department's website, www.education.ie. The project to which the Deputy refers is at an advanced stage of architectural planning – pre-tender stage. The timing of this project's progress to tender and construction is dependent on the funding allocation in 2004 and subsequent years.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	896	My Department is concerned at the declining enrolments in this school and is currently examining its future viability. Among the factors being considered are the school's current and projected enrolments. A decision on the school's future will be taken as soon as possible and the board of management will be notified of the outcome.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	897	The 2003 capital programme has been published and full details in relation to individual projects are available on my Department's website, www.education.ie. It was not possible to include this project in the new projects to start construction in 2003. The project will be considered further in the context of the 2004 capital programme.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	898	The 2003 capital programme has been published and full details in relation to individual projects are available on my Department's website, www.education.ie. On the basis of the budgetary allocation it was not possible to include for the purchase of a site for St. Patrick's national school, Enniskerry, in 2003. This will be considered again in the context of the 2004 capital programme.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	899	I am aware that the number of Chinese nationals resident in Ireland has increased in recent years, but I am not aware that Chinese is now the third most commonly spoken language in Ireland. The National Council for Curriculum and Assessment is engaging in a process which will lead to the development of a national policy for the teaching of languages. A preparatory discussion paper has been commissioned by the NCCA and is expected to be ready by April 2003.  The discussion paper will facilitate subsequent consultation with the partners in education. No further languages will be added to the list of subjects for examination at leaving certificate level until that work has been completed.
Question No. 425 answered with Question No. 400.

#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	900	As indicated in my previous written reply on Wednesday, 23 October 2002, special needs assistants attending the course in question may make application for funding through their school principal for consideration by the in-career development unit of my Department.
#NoelDempsey	unknown-#NoelDempsey-party	unknown-#NoelDempsey-dob	unknown-#NoelDempsey-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	901	The entry requirements for the enterprise platform programme in question are matters for the institutes of technology concerned. The institutes of technology are statutory bodies established under the Regional Technical Colleges Acts and Dublin Institute of Technology Acts 1992 to 1999. Under these Acts, the governance and day-to-day activities of the institutes, including admissions, are a matter for the institutes concerned and I have no function in this area. The enterprise platform programme offered by institutes of technology is a training and enterprise support programme that specifically targets graduate entrepreneurs who have an innovative, knowledge-based business idea and hold a recognised third level diploma or degree.
